CodigoNotaFiscal,CodigoCentroSaida,CodigoReceita,Volume,RelacaoAguaCimento,TipoLancamento,DataEmissaoNotaFiscal,CodigoCliente,CodigoMotorista,Status,QuantidadeAgua,QuantidadeAdicaoAgua,TempoPermanenciaObra,ConsumoTotal,FCK,TipoTraco,IdadeTraco,Aglomerante,Rompimento7Dias,Rompimento28Dias,DesvioUtilizado,Projecao
516311,79020,40622051,6.0,0.772,B,2019-01-02 14:31:48.897,340051,39080,N,954,,2019-01-02 00:30:00,3084.0,25.0,N,28,62051.0,21.36,30.35,3.5,31.158493177070866
516312,51020,40232051,6.0,0.622,B,2019-01-02 14:50:04.650,13201051,577051,N,1338,,2019-01-02 01:13:00,4512.0,30.0,E,28,29051.0,32.03,42.76,5.0,43.55948757816363
516326,80020,38617051,7.0,0.608,B,2019-01-03 07:05:36.853,830388998,12080,N,1148,,2019-01-03 00:32:00,2310.0,25.0,E,7,79051.0,0.0,,7.0,
516327,51120,28056051,8.0,0.634,B,2019-01-03 07:10:33.823,3022051,66079,N,1240,,2019-01-03 00:20:00,5088.0,30.0,N,28,60051.0,0.0,0.0,4.5,
516328,79020,40597051,4.0,0.667,B,2019-01-03 07:14:35.447,363342998,233051,N,664,,2019-01-03 02:20:00,2328.0,30.0,E,28,62051.0,27.83,37.03,4.5,37.45219679190836
516329,79120,40760051,7.0,0.772,B,2019-01-03 07:15:09.387,78251998,120079,N,1071,,2019-01-03 01:32:00,3486.0,25.0,N,28,68051.0,18.55,25.05,3.5,27.93324989457052
516330,80020,35985051,6.0,0.718,B,2019-01-03 07:18:26.343,168007051,11080,N,984,30.0,2019-01-03 01:01:00,1716.0,25.0,N,28,79051.0,0.0,0.0,6.0,
516331,51120,28056051,8.0,0.634,B,2019-01-03 07:38:25.943,3022051,49079,N,1232,,2019-01-03 00:22:00,5088.0,30.0,N,28,60051.0,27.14,34.38,4.5,39.05159146776829
516332,79120,40760051,7.0,0.772,B,2019-01-03 07:42:57.780,78251998,176079,N,1071,100.0,2019-01-03 02:20:00,3486.0,25.0,N,28,68051.0,0.0,0.0,3.5,
516333,80020,38617051,7.0,0.608,B,2019-01-03 07:56:49.203,830388998,6080,N,1148,,2019-01-03 00:20:00,2310.0,25.0,E,7,79051.0,31.76,,7.0,40.27879848997216
516334,51120,22320051,8.0,0.7090000000000001,B,2019-01-03 07:57:30.733,282051,105079,N,1200,,2019-01-03 02:40:00,4416.0,25.0,N,28,60051.0,0.0,0.0,4.5,
516335,51020,40936051,8.0,0.623,B,2019-01-03 08:00:30.363,8161051,419051,N,1568,,2019-01-03 00:51:00,5136.0,30.0,E,28,29051.0,0.0,0.0,5.0,
516336,79020,40986051,6.0,0.835,C,2019-01-03 08:01:15.410,855764998,107079,N,660,,2019-01-03 01:30:00,2580.0,20.0,E,28,62051.0,0.0,0.0,4.5,
516337,60020,40984051,6.0,0.8740000000000001,B,2019-01-03 08:06:19.703,80701998,873051,N,1212,,2019-01-03 01:00:00,1554.0,20.0,E,28,96051.0,0.0,0.0,3.0,
516338,80020,35985051,5.5,0.718,B,2019-01-03 08:08:05.643,168007051,42080,N,902,,2019-01-03 01:07:00,1573.0,25.0,N,28,79051.0,0.0,0.0,6.0,
516339,79120,40394051,8.0,0.6890000000000001,B,2019-01-03 08:08:11.593,50467998,104079,N,864,100.0,2019-01-03 01:47:00,4352.0,30.0,N,28,68051.0,24.89,31.76,3.5,34.91909842715999
516340,51120,28056051,8.0,0.634,B,2019-01-03 08:13:46.717,3022051,54079,N,1232,,2019-01-03 00:10:00,5088.0,30.0,N,28,60051.0,26.48,35.15,4.5,38.26718018004904
516341,80020,35858051,6.0,0.797,C,2019-01-03 08:17:52.920,23382026,8148,N,810,,2019-01-03 02:00:00,1362.0,20.0,N,28,79051.0,0.0,0.0,6.0,
516342,80020,35905051,5.0,0.887,C,2019-01-03 08:27:17.913,256051,56080,N,665,,2019-01-03 01:46:00,1020.0,15.0,N,28,79051.0,0.0,0.0,6.0,
516343,80020,38617051,6.0,0.608,B,2019-01-03 08:34:10.747,830388998,40080,N,966,,2019-01-03 00:24:00,1980.0,25.0,E,7,79051.0,0.0,,7.0,
516344,51120,22320051,5.0,0.7090000000000001,B,2019-01-03 08:35:10.810,282051,897051,N,750,,2019-01-03 02:05:00,2760.0,25.0,N,28,60051.0,0.0,0.0,4.5,
516345,51020,40936051,8.0,0.623,B,2019-01-03 08:39:17.560,8161051,173051,N,1568,,2019-01-03 01:15:00,5136.0,30.0,E,28,29051.0,27.38,34.18,5.0,37.90051790879642
516346,51120,28056051,8.0,0.634,B,2019-01-03 08:45:17.033,3022051,727051,N,1232,,2019-01-03 00:24:00,5088.0,30.0,N,28,60051.0,0.0,0.0,4.5,
516347,79020,40986051,6.0,0.835,C,2019-01-03 09:03:06.007,855764998,11148,N,798,,2019-01-03 01:20:00,2580.0,20.0,E,28,62051.0,18.95,24.12,4.5,28.61165221744793
516348,51120,28056051,8.0,0.634,B,2019-01-03 09:04:40.843,3022051,340051,N,1232,,2019-01-03 00:24:00,5088.0,30.0,N,28,60051.0,27.78,35.96,4.5,39.80834575979133
516350,60020,40984051,6.0,0.8740000000000001,B,2019-01-03 09:10:00.117,80701998,643051,N,1212,,2019-01-03 01:49:00,1554.0,20.0,E,28,96051.0,0.0,0.0,3.0,
516352,51120,28056051,8.0,0.634,B,2019-01-03 09:27:37.677,3022051,731051,N,1232,,2019-01-03 00:17:00,5088.0,30.0,N,28,60051.0,0.0,0.0,4.5,
516355,80020,38617051,8.0,0.608,B,2019-01-03 09:36:02.540,830388998,342051,N,1288,,2019-01-03 02:04:00,2640.0,25.0,E,7,79051.0,31.52,,7.0,40.02033015184486
516356,51020,40936051,7.0,0.623,B,2019-01-03 09:39:25.820,8161051,901051,N,1372,,2019-01-03 01:05:00,4494.0,30.0,E,28,29051.0,0.0,0.0,5.0,
516357,79020,40597051,4.0,0.667,B,2019-01-03 09:46:44.037,363342998,399051,N,608,,2019-01-03 01:45:00,2328.0,30.0,E,28,62051.0,0.0,0.0,4.5,
516358,51120,28056051,8.0,0.634,B,2019-01-03 09:47:39.970,3022051,911051,N,1232,,2019-01-03 00:23:00,5088.0,30.0,N,28,60051.0,26.8,34.51,4.5,38.648015256588295
516359,79120,40760051,7.0,0.772,B,2019-01-03 09:49:29.703,78251998,49080,N,945,,2019-01-03 01:17:00,3486.0,25.0,N,28,68051.0,0.0,0.0,3.5,
516360,51120,28056051,8.0,0.634,B,2019-01-03 10:10:18.603,3022051,624051,N,1232,,2019-01-03 00:25:00,5088.0,30.0,N,28,60051.0,0.0,0.0,4.5,
516361,80020,35985051,4.0,0.718,B,2019-01-03 10:29:38.883,168007051,12080,N,644,,2019-01-03 00:35:00,1144.0,25.0,N,28,79051.0,0.0,0.0,6.0,
516362,79120,40760051,6.0,0.772,B,2019-01-03 10:30:26.760,78251998,162079,N,960,,2019-01-03 02:00:00,2988.0,25.0,N,28,68051.0,0.0,0.0,3.5,
516364,79120,40394051,5.0,0.6890000000000001,B,2019-01-03 10:46:35.360,50467998,39080,N,790,100.0,2019-01-03 02:20:00,2720.0,30.0,N,28,68051.0,22.37,30.78,3.5,32.219460188206796
516365,51120,28056051,8.0,0.634,B,2019-01-03 10:49:59.180,3022051,577051,N,1232,,2019-01-03 00:32:00,5088.0,30.0,N,28,60051.0,26.81,33.25,4.5,38.65990068491448
516366,51120,22320051,5.0,0.7090000000000001,B,2019-01-03 10:58:39.957,282051,222051,N,750,,2019-01-03 01:48:00,2760.0,25.0,N,28,60051.0,0.0,0.0,4.5,
516367,51120,28056051,8.0,0.634,B,2019-01-03 11:12:43.167,3022051,94079,N,1232,,2019-01-03 00:28:00,5088.0,30.0,N,28,60051.0,0.0,0.0,4.5,
516369,80020,35858051,6.0,0.797,C,2019-01-03 11:35:17.240,81185998,6080,N,810,,2019-01-03 02:14:00,1362.0,20.0,N,28,79051.0,0.0,0.0,6.0,
516370,79020,40931051,5.0,0.772,C,2019-01-03 11:36:00.307,77776998,295051,N,745,,2019-01-03 01:20:00,2310.0,25.0,N,28,62051.0,20.62,27.64,3.5,30.389474509009926
516372,79120,40833051,8.0,0.866,C,2019-01-03 12:11:13.637,11003051,104079,N,1336,,2019-01-03 01:10:00,3648.0,20.0,N,28,68051.0,0.0,0.0,3.5,
516373,79020,40358051,5.0,0.752,C,2019-01-03 12:20:20.020,67170998,120079,N,770,,2019-01-03 00:27:00,1220.0,20.0,N,28,78051.0,0.0,0.0,6.5,
516374,80020,35858051,6.0,0.797,C,2019-01-03 12:20:35.277,81185998,11080,N,810,,2019-01-03 02:54:00,1362.0,20.0,N,28,79051.0,16.68,20.37,6.0,23.216418351205935
516377,80020,35858051,6.0,0.797,C,2019-01-03 12:58:50.003,23382026,40080,N,810,,2019-01-03 01:21:00,1362.0,20.0,N,28,79051.0,0.0,0.0,6.0,
516378,51020,24942051,8.0,0.621,C,2019-01-03 13:01:06.463,76816998,340051,N,1392,,2019-01-03 01:47:00,4624.0,30.0,E,28,29051.0,0.0,0.0,5.0,
516380,79120,40833051,7.0,0.866,C,2019-01-03 13:09:13.563,11003051,233051,N,1169,,2019-01-03 02:35:00,3192.0,20.0,N,28,68051.0,16.96,24.0,3.5,26.070909106160737
516381,51020,17594051,8.0,0.6,B,2019-01-03 13:12:01.727,830388998,419051,N,1552,,2019-01-03 01:10:00,2648.0,25.0,E,7,28051.0,35.3,,6.0,40.185756686351226
516384,51020,21791051,7.0,0.7490000000000001,B,2019-01-03 13:20:20.837,120350998,901051,N,1358,,2019-01-03 02:20:00,1876.0,25.0,E,7,28051.0,0.0,,6.0,
516387,79020,40358051,7.5,0.752,C,2019-01-03 13:44:11.777,67170998,107079,N,1155,,2019-01-03 01:15:00,1830.0,20.0,N,28,78051.0,0.0,0.0,6.5,
516389,51020,17594051,8.0,0.6,B,2019-01-03 13:54:38.833,830388998,624051,N,1552,,2019-01-03 01:39:00,2648.0,25.0,E,7,28051.0,30.56,,6.0,35.64456543278241
516393,79120,40916051,6.0,0.7709999999999999,C,2019-01-03 14:23:26.430,8495051,176079,N,930,,2019-01-03 00:24:00,2868.0,25.0,N,28,68051.0,0.0,0.0,3.5,
516395,51020,28190051,8.0,0.805,C,2019-01-03 14:41:41.460,225643998,577051,N,1368,,2019-01-03 01:10:00,3280.0,20.0,N,28,29051.0,0.0,0.0,4.5,
516397,51020,21791051,7.0,0.7490000000000001,B,2019-01-03 15:05:29.220,120350998,94079,N,1358,,2019-01-03 01:33:00,1876.0,25.0,E,7,28051.0,0.0,,6.0,
516398,79120,40916051,6.0,0.7709999999999999,C,2019-01-03 15:07:30.337,8495051,399051,N,930,,2019-01-03 00:14:00,2868.0,25.0,N,28,68051.0,0.0,0.0,3.5,
516400,79020,40358051,5.0,0.752,C,2019-01-03 15:16:46.533,67170998,49080,N,770,,2019-01-03 00:35:00,1220.0,20.0,N,28,78051.0,0.0,0.0,6.5,
516401,80020,39358051,8.0,0.721,B,2019-01-03 15:17:44.067,126712051,42080,N,1344,,2019-01-03 01:40:00,2256.0,25.0,E,7,95051.0,0.0,,9.0,
516402,51020,28190051,6.0,0.805,C,2019-01-03 15:26:54.740,225643998,222051,N,1026,,2019-01-03 00:24:00,2460.0,20.0,N,28,29051.0,0.0,0.0,4.5,
516404,79120,40916051,6.0,0.7709999999999999,C,2019-01-03 15:30:23.043,8495051,162079,N,930,,2019-01-03 00:18:00,2868.0,25.0,N,28,68051.0,18.98,26.16,3.5,28.428528175893426
516407,80020,35843051,8.0,0.797,B,2019-01-03 16:09:57.180,126712051,56080,N,1336,,2019-01-03 01:48:00,2040.0,20.0,N,28,79051.0,22.63,25.88,6.0,30.17255455389892
516412,80020,35843051,8.0,0.797,B,2019-01-03 17:40:47.027,126712051,8148,N,1288,,2019-01-03 00:44:00,2040.0,20.0,N,28,79051.0,0.0,0.0,6.0,
516413,80020,35843051,8.0,0.797,B,2019-01-03 18:24:31.343,126712051,342051,N,1288,,2019-01-03 00:34:00,2040.0,20.0,N,28,79051.0,20.32,24.84,6.0,27.5127053593332
516418,80020,35875051,8.0,0.7190000000000001,B,2019-01-04 07:05:31.187,77614998,12080,N,1232,,2019-01-04 01:46:00,2160.0,25.0,N,28,79051.0,0.0,0.0,6.0,
516420,79120,40594051,7.0,0.6759999999999999,B,2019-01-04 07:24:54.850,352601998,295051,N,1246,,2019-01-04 01:15:00,4186.0,30.0,E,28,68051.0,0.0,0.0,4.0,
516421,51120,22256051,8.0,0.7140000000000001,B,2019-01-04 07:37:56.090,93316051,66079,N,896,,2019-01-04 00:19:00,3888.0,25.0,N,28,60051.0,17.11,24.33,4.5,26.620514917471066
516422,51020,19041051,8.0,0.622,B,2019-01-04 07:46:40.757,845497998,911051,N,1576,,2019-01-04 01:05:00,4720.0,30.0,E,28,29051.0,23.16,32.0,5.0,32.65912852237566
516423,51120,22260051,8.0,0.634,B,2019-01-04 07:49:36.933,227646998,340051,N,952,,2019-01-04 00:40:00,4736.0,30.0,N,28,60051.0,0.0,0.0,4.5,
516424,79120,40624051,6.0,0.772,B,2019-01-04 07:49:49.053,340051,162079,N,996,,2019-01-04 00:46:00,3084.0,25.0,N,28,68051.0,0.0,0.0,3.5,
516425,80020,35875051,8.0,0.7190000000000001,B,2019-01-04 07:51:12.827,77614998,11080,N,1208,40.0,2019-01-04 01:38:00,2160.0,25.0,N,28,79051.0,21.91,29.61,6.0,29.348596496856782
516426,51120,22256051,8.0,0.7140000000000001,B,2019-01-04 08:12:45.323,93316051,54079,N,896,,2019-01-04 00:34:00,3888.0,25.0,N,28,60051.0,19.16,27.28,4.5,29.260364910273687
516428,80020,35875051,8.0,0.7190000000000001,B,2019-01-04 08:22:29.430,77614998,40080,N,1208,120.0,2019-01-04 01:43:00,2160.0,25.0,N,28,79051.0,0.0,0.0,6.0,
516429,51120,22260051,8.0,0.634,B,2019-01-04 08:27:07.690,227646998,49079,N,952,,2019-01-04 00:25:00,4736.0,30.0,N,28,60051.0,0.0,0.0,4.5,
516430,51120,28236051,6.0,0.912,C,2019-01-04 08:40:30.237,13432051,222051,N,588,,2019-01-04 01:03:00,2352.0,15.0,N,28,60051.0,0.0,0.0,4.5,
516431,51120,22256051,8.0,0.7140000000000001,B,2019-01-04 08:46:40.460,93316051,897051,N,896,,2019-01-04 00:31:00,3888.0,25.0,N,28,60051.0,0.0,0.0,4.5,
516432,80020,35875051,8.0,0.7190000000000001,B,2019-01-04 08:55:16.713,77614998,42080,N,1056,30.0,2019-01-04 01:44:00,2160.0,25.0,N,28,79051.0,20.18,26.24,6.0,27.349936506650398
516433,51120,22260051,8.0,0.634,B,2019-01-04 09:03:41.607,227646998,731051,N,952,,2019-01-04 00:37:00,4736.0,30.0,N,28,60051.0,29.15,37.44,4.5,41.415815110517435
516434,51020,19041051,8.0,0.622,B,2019-01-04 09:03:55.520,845497998,727051,N,1576,,2019-01-04 02:15:00,4720.0,30.0,E,28,29051.0,0.0,0.0,5.0,
516436,51120,22256051,8.0,0.7140000000000001,B,2019-01-04 09:16:04.857,93316051,419051,N,896,,2019-01-04 00:36:00,3888.0,25.0,N,28,60051.0,0.0,0.0,4.5,
516437,79120,40624051,6.0,0.772,B,2019-01-04 09:19:29.183,340051,49080,N,906,,2019-01-04 00:16:00,3084.0,25.0,N,28,68051.0,0.0,0.0,3.5,
516439,51120,22260051,6.0,0.634,B,2019-01-04 09:31:46.110,227646998,105079,N,714,,2019-01-04 01:36:00,3552.0,30.0,N,28,60051.0,27.06,36.17,4.5,38.956730004406076
516440,51120,22256051,8.0,0.7140000000000001,B,2019-01-04 09:42:14.793,93316051,94079,N,896,,2019-01-04 00:20:00,3888.0,25.0,N,28,60051.0,0.0,0.0,4.5,
516441,80020,35875051,8.0,0.7190000000000001,B,2019-01-04 09:54:59.830,77614998,56080,N,976,60.0,2019-01-04 01:09:00,2160.0,25.0,N,28,79051.0,0.0,0.0,6.0,
516442,79120,41002051,8.0,0.688,C,2019-01-04 09:57:27.100,854896998,39080,N,1144,,2019-01-04 00:39:00,4288.0,30.0,N,28,68051.0,25.77,39.82,3.5,35.840301163040586
516443,51020,19041051,5.0,0.622,B,2019-01-04 10:09:43.103,845497998,624051,N,985,,2019-01-04 01:45:00,2950.0,30.0,E,28,29051.0,0.0,0.0,5.0,
516444,79120,40594051,7.0,0.6759999999999999,B,2019-01-04 10:14:54.897,352601998,120079,N,1162,100.0,2019-01-04 01:00:00,4186.0,30.0,E,28,68051.0,23.77,34.28,4.0,33.7308541911248
516446,51020,28200051,7.0,0.912,C,2019-01-04 10:43:53.467,12695051,22060,N,1197,,2019-01-04 02:50:00,2744.0,15.0,N,28,29051.0,0.0,0.0,4.5,
516447,80020,35875051,8.0,0.7190000000000001,B,2019-01-04 10:49:02.767,77614998,6080,N,976,40.0,2019-01-04 00:52:00,2160.0,25.0,N,28,79051.0,23.07,28.76,6.0,30.673910068737943
516448,79120,38339051,5.0,0.861,C,2019-01-04 10:56:35.673,13505051,233051,N,660,,2019-01-04 01:35:00,2070.0,20.0,N,28,68051.0,0.0,0.0,3.5,
516449,51120,22256051,8.0,0.7140000000000001,B,2019-01-04 11:08:35.423,93316051,66079,N,896,,2019-01-04 00:15:00,3888.0,25.0,N,28,60051.0,19.53,28.53,4.5,29.730718844059616
516450,79120,41002051,8.0,0.688,C,2019-01-04 11:13:19.713,854896998,176079,N,1144,,2019-01-04 00:37:00,4288.0,30.0,N,28,68051.0,22.68,33.87,3.5,32.55670414481288
516452,79120,40624051,5.0,0.772,B,2019-01-04 11:24:10.673,340051,104079,N,755,,2019-01-04 01:25:00,2570.0,25.0,N,28,68051.0,0.0,0.0,3.5,
516453,79120,41004051,6.0,0.863,B,2019-01-04 11:32:42.147,604629998,399051,N,834,,2019-01-04 01:07:00,2604.0,20.0,N,28,68051.0,0.0,0.0,3.5,
516454,51020,21791051,7.5,0.7709999999999999,B,2019-01-04 11:49:32.480,168870998,21060,N,1455,1.0,2019-01-04 02:15:00,1950.0,25.0,E,7,28051.0,0.0,,1.5,
516455,51120,22260051,6.0,0.634,B,2019-01-04 12:02:18.833,227646998,873051,N,714,,2019-01-04 00:40:00,3552.0,30.0,N,28,60051.0,0.0,0.0,4.5,
516456,80020,35875051,8.0,0.7190000000000001,B,2019-01-04 12:26:40.507,77614998,8148,N,1056,50.0,2019-01-04 00:26:00,2160.0,25.0,N,28,79051.0,0.0,0.0,6.0,
516457,51120,22256051,4.0,0.7140000000000001,B,2019-01-04 12:29:50.473,93316051,643051,N,448,,2019-01-04 00:15:00,1944.0,25.0,N,28,60051.0,0.0,0.0,4.5,
516458,51020,28200051,7.0,0.912,C,2019-01-04 12:47:01.547,12695051,890051,N,1197,1.0,2019-01-04 02:51:00,2744.0,15.0,N,28,29051.0,11.69,17.26,4.5,17.72189985507889
516459,51020,37260051,6.0,0.7040000000000001,B,2019-01-04 12:58:06.483,80186998,49079,N,1086,,2019-01-04 01:52:00,1374.0,25.0,N,28,75051.0,0.0,0.0,5.0,
516460,79120,41004051,5.0,0.863,B,2019-01-04 13:02:56.107,604629998,120079,N,765,,2019-01-04 01:14:00,2170.0,20.0,N,28,68051.0,0.0,0.0,3.5,
516464,79120,40624051,5.0,0.772,B,2019-01-04 13:27:34.583,340051,162079,N,825,,2019-01-04 00:20:00,2570.0,25.0,N,28,68051.0,0.0,0.0,3.5,
