CodigoCentroSaida,CodigoGrupoInsumo,CodigoInsumo,CodigoFornecedor,Ativo,DensidadeReal,DensidadeAparente,DataAlteracao
51120,B,3,200350,S,2.681,1.423,2011-07-11 13:21:40.213
51120,B,4,200350,S,2.688,1.376,2011-07-11 13:21:40.337
51120,B,6,200350,S,2.74,1.47,2011-07-11 13:21:40.37
51120,E,9,200350,S,2.95,1.35,2011-07-11 13:21:40.4
51120,E,12,200350,S,2.2,1.35,2011-07-11 13:21:40.43
51120,C,13,200350,S,3.15,1.35,2011-07-11 13:21:40.463
51340,B,4,200350,S,2.688,1.376,2011-07-11 13:21:40.79
51340,B,6,200350,S,2.741,1.47,2011-07-11 13:21:40.837
51340,E,12,200350,S,2.2,1.35,2011-07-11 13:21:40.963
51340,C,13,200350,S,3.15,1.35,2011-07-11 13:21:40.993
51020,B,3,200350,S,2.681,1.423,2011-07-11 13:21:41.133
51020,D,80,200350,S,0.92,0.92,2011-07-11 13:21:41.15
51020,B,4,200350,S,2.688,1.376,2011-07-11 13:21:41.18
51020,B,6,200350,S,2.741,1.47,2011-07-11 13:21:41.213
51020,E,9,200350,S,2.95,1.35,2011-07-11 13:21:41.243
51020,E,12,200350,S,2.2,1.35,2011-07-11 13:21:41.277
51020,C,13,200350,S,3.15,1.35,2011-07-11 13:21:41.32
51020,C,47,200350,S,3.15,1.35,2011-07-11 13:21:41.353
51120,B,3,200350,S,2.681,1.423,2011-07-11 13:21:41.383
51120,B,4,200350,S,2.688,1.376,2011-07-11 13:21:41.51
51120,B,6,200350,S,2.74,1.47,2011-07-11 13:21:41.54
51120,E,9,200350,S,2.95,1.35,2011-07-11 13:21:41.57
51120,E,12,200350,S,2.2,1.35,2011-07-11 13:21:41.603
51120,C,13,200350,S,3.15,1.35,2011-07-11 13:21:41.633
51340,B,4,200350,S,2.688,1.376,2011-07-11 13:21:41.963
51340,B,6,200350,S,2.741,1.47,2011-07-11 13:21:42.01
51340,E,12,200350,S,2.2,1.35,2011-07-11 13:21:42.133
51340,C,13,200350,S,3.15,1.35,2011-07-11 13:21:42.167
51020,B,3,200350,S,2.681,1.423,2011-07-11 13:21:42.29
51020,D,80,200350,S,0.92,0.92,2011-07-11 13:21:42.337
51020,B,4,200350,S,2.688,1.376,2011-07-11 13:21:42.37
51020,B,6,200350,S,2.741,1.47,2011-07-11 13:21:42.4
51020,E,9,200350,S,2.95,1.35,2011-07-11 13:21:42.43
51020,E,12,200350,S,2.2,1.35,2011-07-11 13:21:42.447
51020,C,13,200350,S,3.15,1.35,2011-07-11 13:21:42.48
51020,C,47,200350,S,3.15,1.35,2011-07-11 13:21:42.51
51120,B,3,200350,S,2.681,1.423,2011-07-11 13:21:42.54
51120,B,4,200350,S,2.688,1.376,2011-07-11 13:21:42.68
51120,B,6,200350,S,2.74,1.47,2011-07-11 13:21:42.713
51120,E,9,200350,S,2.95,1.35,2011-07-11 13:21:42.743
51120,E,12,200350,S,2.2,1.35,2011-07-11 13:21:42.777
51120,C,13,200350,S,3.15,1.35,2011-07-11 13:21:42.807
51340,B,4,200350,S,2.688,1.376,2011-07-11 13:21:43.133
51340,B,6,200350,S,2.741,1.47,2011-07-11 13:21:43.18
51340,E,12,200350,S,2.2,1.35,2011-07-11 13:21:43.307
51340,C,13,200350,S,3.15,1.35,2011-07-11 13:21:43.337
51020,B,3,200350,S,2.681,1.423,2011-07-11 13:21:43.493
51020,D,80,200350,S,0.92,0.92,2011-07-11 13:21:43.54
51020,B,4,200350,S,2.688,1.376,2011-07-11 13:21:43.57
51020,B,6,200350,S,2.741,1.47,2011-07-11 13:21:43.587
51020,E,9,200350,S,2.95,1.35,2011-07-11 13:21:43.62
51020,E,12,200350,S,2.2,1.35,2011-07-11 13:21:43.65
51020,C,13,200350,S,3.15,1.35,2011-07-11 13:21:43.68
51020,C,47,200350,S,3.15,1.35,2011-07-11 13:21:43.713
51120,B,3,200350,S,2.681,1.423,2011-07-11 13:21:43.743
51120,B,4,200350,S,2.688,1.376,2011-07-11 13:21:43.883
51120,B,6,200350,S,2.74,1.47,2011-07-11 13:21:43.93
51120,E,9,200350,S,2.95,1.35,2011-07-11 13:21:43.963
51120,E,12,200350,S,2.2,1.35,2011-07-11 13:21:43.993
51120,C,13,200350,S,3.15,1.35,2011-07-11 13:21:44.027
51340,B,4,200350,S,2.688,1.376,2011-07-11 13:21:44.337
51340,B,6,200350,S,2.741,1.47,2011-07-11 13:21:44.383
51340,E,12,200350,S,2.2,1.35,2011-07-11 13:21:44.51
51340,C,13,200350,S,3.15,1.35,2011-07-11 13:21:44.54
51020,B,3,200350,S,2.681,1.423,2011-07-11 13:21:44.68
51020,D,80,200350,S,0.92,0.92,2011-07-11 13:21:44.697
51020,B,4,200350,S,2.688,1.376,2011-07-11 13:21:44.743
51020,B,6,200350,S,2.741,1.47,2011-07-11 13:21:44.777
51020,E,9,200350,S,2.95,1.35,2011-07-11 13:21:44.807
51020,E,12,200350,S,2.2,1.35,2011-07-11 13:21:44.82
51020,C,13,200350,S,3.15,1.35,2011-07-11 13:21:44.853
51020,C,47,200350,S,3.15,1.35,2011-07-11 13:21:44.883
51120,B,3,200350,S,2.681,1.423,2011-07-11 13:21:44.917
51120,B,4,200350,S,2.688,1.376,2011-07-11 13:21:45.057
51120,B,6,200350,S,2.74,1.47,2011-07-11 13:21:45.087
51120,E,9,200350,S,2.95,1.35,2011-07-11 13:21:45.12
51120,E,12,200350,S,2.2,1.35,2011-07-11 13:21:45.15
51120,C,13,200350,S,3.15,1.35,2011-07-11 13:21:45.18
51340,B,4,200350,S,2.688,1.376,2011-07-11 13:21:45.603
51340,B,6,200350,S,2.741,1.47,2011-07-11 13:21:45.633
51340,E,12,200350,S,2.2,1.35,2011-07-11 13:21:45.777
51340,C,13,200350,S,3.15,1.35,2011-07-11 13:21:45.807
51020,B,3,200350,S,2.681,1.423,2011-07-11 13:21:45.947
51020,D,80,200350,S,0.92,0.92,2011-07-11 13:21:45.963
51020,B,4,200350,S,2.688,1.376,2011-07-11 13:21:45.993
51020,B,6,200350,S,2.741,1.47,2011-07-11 13:21:46.027
51020,E,9,200350,S,2.95,1.35,2011-07-11 13:21:46.057
51020,E,12,200350,S,2.2,1.35,2011-07-11 13:21:46.087
51020,C,13,200350,S,3.15,1.35,2011-07-11 13:21:46.12
51020,C,47,200350,S,3.15,1.35,2011-07-11 13:21:46.15
51120,B,3,200350,S,2.681,1.423,2011-07-11 13:21:46.18
51120,B,4,200350,S,2.688,1.376,2011-07-11 13:21:46.307
51120,B,6,200350,S,2.74,1.47,2011-07-11 13:21:46.337
51120,E,9,200350,S,2.95,1.35,2011-07-11 13:21:46.383
51120,E,12,200350,S,2.2,1.35,2011-07-11 13:21:46.417
51120,C,13,200350,S,3.15,1.35,2011-07-11 13:21:46.43
51340,B,4,200350,S,2.688,1.376,2011-07-11 13:21:46.76
51340,B,6,200350,S,2.741,1.47,2011-07-11 13:21:46.807
51340,E,12,200350,S,2.2,1.35,2011-07-11 13:21:46.93
51340,C,13,200350,S,3.15,1.35,2011-07-11 13:21:46.98
51020,B,3,200350,S,2.681,1.423,2011-07-11 13:21:47.12
51020,D,80,200350,S,0.92,0.92,2011-07-11 13:21:47.133
51020,B,4,200350,S,2.688,1.376,2011-07-11 13:21:47.167
51020,B,6,200350,S,2.741,1.47,2011-07-11 13:21:47.23
51020,E,9,200350,S,2.95,1.35,2011-07-11 13:21:47.26
51020,E,12,200350,S,2.2,1.35,2011-07-11 13:21:47.29
51020,C,13,200350,S,3.15,1.35,2011-07-11 13:21:47.353
51020,C,47,200350,S,3.15,1.35,2011-07-11 13:21:47.383
51120,B,3,200350,S,2.681,1.423,2011-07-11 13:21:47.417
51120,B,4,200350,S,2.688,1.376,2011-07-11 13:21:47.54
51120,B,6,200350,S,2.74,1.47,2011-07-11 13:21:47.57
51120,E,9,200350,S,2.95,1.35,2011-07-11 13:21:47.603
51120,E,12,200350,S,2.2,1.35,2011-07-11 13:21:47.633
51120,C,13,200350,S,3.15,1.35,2011-07-11 13:21:47.667
51340,B,4,200350,S,2.688,1.376,2011-07-11 13:21:47.993
51340,B,6,200350,S,2.741,1.47,2011-07-11 13:21:48.027
51340,E,12,200350,S,2.2,1.35,2011-07-11 13:21:48.167
51340,C,13,200350,S,3.15,1.35,2011-07-11 13:21:48.197
60020,B,4,200350,S,2.688,1.376,2011-07-11 13:21:48.54
60020,B,6,200350,S,2.741,1.47,2011-07-11 13:21:48.57
60020,E,9,200350,S,2.95,1.35,2011-07-11 13:21:48.603
60020,E,12,200350,S,2.2,1.35,2011-07-11 13:21:48.65
60020,C,13,200350,S,3.15,1.35,2011-07-11 13:21:48.68
60020,B,4,200350,S,2.688,1.376,2011-07-11 13:21:48.82
60020,B,6,200350,S,2.741,1.47,2011-07-11 13:21:48.853
60020,E,9,200350,S,2.95,1.35,2011-07-11 13:21:48.883
60020,E,12,200350,S,2.2,1.35,2011-07-11 13:21:48.917
60020,C,13,200350,S,3.15,1.35,2011-07-11 13:21:48.947
60020,B,4,200350,S,2.688,1.376,2011-07-11 13:21:49.07
60020,B,6,200350,S,2.741,1.47,2011-07-11 13:21:49.103
60020,E,9,200350,S,2.95,1.35,2011-07-11 13:21:49.133
60020,E,12,200350,S,2.2,1.35,2011-07-11 13:21:49.167
60020,C,13,200350,S,3.15,1.35,2011-07-11 13:21:49.197
60020,B,4,200350,S,2.688,1.376,2011-07-11 13:21:49.32
60020,B,6,200350,S,2.741,1.47,2011-07-11 13:21:49.353
60020,E,9,200350,S,2.95,1.35,2011-07-11 13:21:49.383
60020,E,12,200350,S,2.2,1.35,2011-07-11 13:21:49.417
60020,C,13,200350,S,3.15,1.35,2011-07-11 13:21:49.447
60020,B,4,200350,S,2.688,1.376,2011-07-11 13:21:49.587
60020,B,6,200350,S,2.741,1.47,2011-07-11 13:21:49.62
60020,E,9,200350,S,2.95,1.35,2011-07-11 13:21:49.65
60020,E,12,200350,S,2.2,1.35,2011-07-11 13:21:49.68
60020,C,13,200350,S,3.15,1.35,2011-07-11 13:21:49.697
60020,B,4,200350,S,2.688,1.376,2011-07-11 13:21:49.853
60020,B,6,200350,S,2.741,1.47,2011-07-11 13:21:49.9
60020,E,9,200350,S,2.95,1.35,2011-07-11 13:21:49.93
60020,E,12,200350,S,2.2,1.35,2011-07-11 13:21:49.963
60020,C,13,200350,S,3.15,1.35,2011-07-11 13:21:49.993
60020,B,4,200350,S,2.688,1.376,2011-07-11 13:21:50.133
60020,B,6,200350,S,2.741,1.47,2011-07-11 13:21:50.167
60020,E,9,200350,S,2.95,1.35,2011-07-11 13:21:50.197
60020,E,12,200350,S,2.2,1.35,2011-07-11 13:21:50.23
60020,C,13,200350,S,3.15,1.35,2011-07-11 13:21:50.26
60020,B,4,200350,S,2.688,1.376,2011-07-11 13:21:50.383
60020,B,6,200350,S,2.741,1.47,2011-07-11 13:21:50.417
60020,E,9,200350,S,2.95,1.35,2011-07-11 13:21:50.447
60020,E,12,200350,S,2.2,1.35,2011-07-11 13:21:50.48
60020,C,13,200350,S,3.15,1.35,2011-07-11 13:21:50.51
60020,B,4,200350,S,2.688,1.376,2011-07-11 13:21:50.633
60020,B,6,200350,S,2.741,1.47,2011-07-11 13:21:50.667
60020,E,9,200350,S,2.95,1.35,2011-07-11 13:21:50.697
60020,E,12,200350,S,2.2,1.35,2011-07-11 13:21:50.743
60020,C,13,200350,S,3.15,1.35,2011-07-11 13:21:50.777
60020,B,4,200350,S,2.688,1.376,2011-07-11 13:21:50.9
60020,B,6,200350,S,2.741,1.47,2011-07-11 13:21:50.947
60020,E,9,200350,S,2.95,1.35,2011-07-11 13:21:50.963
60020,E,12,200350,S,2.2,1.35,2011-07-11 13:21:50.993
60020,C,13,200350,S,3.15,1.35,2011-07-11 13:21:51.027
79020,B,4,200350,S,2.688,1.376,2011-07-11 13:21:51.4
79020,B,6,200350,S,2.741,1.47,2011-07-11 13:21:51.447
79020,E,9,200350,N,2.95,1.35,2011-07-11 13:21:51.527
79020,E,12,200350,S,2.2,1.35,2011-07-11 13:21:51.57
79020,C,13,200350,S,3.15,1.35,2011-07-11 13:21:51.603
79120,B,4,200350,S,2.688,1.376,2011-07-11 13:21:51.743
79120,B,6,200350,S,2.741,1.47,2011-07-11 13:21:51.79
79120,E,12,200350,S,2.2,1.35,2011-07-11 13:21:51.93
79120,C,13,200350,S,3.15,1.35,2011-07-11 13:21:51.98
79020,B,4,200350,S,2.688,1.376,2011-07-11 13:21:52.103
79020,B,6,200350,S,2.741,1.47,2011-07-11 13:21:52.133
79020,E,9,200350,N,2.95,1.35,2011-07-11 13:21:52.167
79020,E,12,200350,S,2.2,1.35,2011-07-11 13:21:52.197
79020,C,13,200350,S,3.15,1.35,2011-07-11 13:21:52.23
79120,B,4,200350,S,2.688,1.376,2011-07-11 13:21:52.37
79120,B,6,200350,S,2.741,1.47,2011-07-11 13:21:52.4
79120,E,12,200350,S,2.2,1.35,2011-07-11 13:21:52.527
79120,C,13,200350,S,3.15,1.35,2011-07-11 13:21:52.557
79020,B,4,200350,S,2.688,1.376,2011-07-11 13:21:52.697
79020,B,6,200350,S,2.741,1.47,2011-07-11 13:21:52.73
79020,E,9,200350,N,2.95,1.35,2011-07-11 13:21:52.76
79020,E,12,200350,S,2.2,1.35,2011-07-11 13:21:52.79
79020,C,13,200350,S,3.15,1.35,2011-07-11 13:21:52.82
79120,B,4,200350,S,2.688,1.376,2011-07-11 13:21:52.947
79120,B,6,200350,S,2.741,1.47,2011-07-11 13:21:52.98
79120,E,12,200350,S,2.2,1.35,2011-07-11 13:21:53.103
79120,C,13,200350,S,3.15,1.35,2011-07-11 13:21:53.15
79020,B,4,200350,S,2.688,1.376,2011-07-11 13:21:53.277
79020,B,6,200350,S,2.741,1.47,2011-07-11 13:21:53.307
79020,E,9,200350,N,2.95,1.35,2011-07-11 13:21:53.337
79020,E,12,200350,S,2.2,1.35,2011-07-11 13:21:53.37
79020,C,13,200350,S,3.15,1.35,2011-07-11 13:21:53.4
79120,B,4,200350,S,2.688,1.376,2011-07-11 13:21:53.54
79120,B,6,200350,S,2.741,1.47,2011-07-11 13:21:53.57
79120,E,12,200350,S,2.2,1.35,2011-07-11 13:21:53.697
79120,C,13,200350,S,3.15,1.35,2011-07-11 13:21:53.743
79020,B,4,200350,S,2.688,1.376,2011-07-11 13:21:53.87
79020,B,6,200350,S,2.741,1.47,2011-07-11 13:21:53.917
79020,E,9,200350,N,2.95,1.35,2011-07-11 13:21:53.947
79020,E,12,200350,S,2.2,1.35,2011-07-11 13:21:53.963
79020,C,13,200350,S,3.15,1.35,2011-07-11 13:21:53.993
79120,B,4,200350,S,2.688,1.376,2011-07-11 13:21:54.133
79120,B,6,200350,S,2.741,1.47,2011-07-11 13:21:54.167
79120,E,12,200350,S,2.2,1.35,2011-07-11 13:21:54.29
79120,C,13,200350,S,3.15,1.35,2011-07-11 13:21:54.32
79020,B,4,200350,S,2.688,1.376,2011-07-11 13:21:54.463
79020,B,6,200350,S,2.741,1.47,2011-07-11 13:21:54.493
79020,E,9,200350,N,2.95,1.35,2011-07-11 13:21:54.527
79020,E,12,200350,S,2.2,1.35,2011-07-11 13:21:54.557
79020,C,13,200350,S,3.15,1.35,2011-07-11 13:21:54.587
79120,B,4,200350,S,2.688,1.376,2011-07-11 13:21:54.713
79120,B,6,200350,S,2.741,1.47,2011-07-11 13:21:54.743
79120,E,12,200350,S,2.2,1.35,2011-07-11 13:21:54.883
79120,C,13,200350,S,3.15,1.35,2011-07-11 13:21:54.93
79120,B,3,200350,S,2.714,1.47,2011-09-01 12:04:11.28
79120,B,6,200350,S,2.741,1.47,2011-09-01 12:18:15.997
79120,B,6,200350,N,2.741,1.47,2011-09-01 13:35:56.623
60020,C,16,200350,S,3.15,1.35,2011-09-03 12:08:15.17
79120,B,6,200350,N,2.741,1.47,2011-09-05 08:14:09.153
51020,B,3,200350,S,2.681,1.423,2011-09-07 18:44:53.077
51020,D,80,200350,S,0.92,0.92,2011-09-07 18:44:53.187
51020,F,2,200350,S,0,0,2011-09-07 18:44:53.233
51020,B,1,200350,S,2.618,1.331,2011-09-07 18:44:53.28
51020,B,4,200350,S,2.688,1.376,2011-09-07 18:44:53.34
51020,B,6,200350,S,2.741,1.47,2011-09-07 18:44:53.39
51020,E,9,200350,S,2.95,1.35,2011-09-07 18:44:53.437
51020,E,12,200350,S,2.2,1.35,2011-09-07 18:44:53.483
51020,C,47,200350,S,3.15,1.35,2011-09-07 18:44:53.56
51120,B,3,200350,S,2.681,1.423,2011-09-07 18:44:53.607
51120,B,1,200350,N,2.618,1.331,2011-09-07 18:44:53.717
51120,B,4,200350,S,2.688,1.376,2011-09-07 18:44:53.763
51120,B,6,200350,S,2.74,1.47,2011-09-07 18:44:53.827
51120,E,9,200350,S,2.95,1.35,2011-09-07 18:44:53.873
51120,E,12,200350,S,2.2,1.35,2011-09-07 18:44:53.903
51340,F,2,200350,S,0,0,2011-09-07 18:44:54.09
51340,B,4,200350,S,2.688,1.376,2011-09-07 18:44:54.153
51340,B,6,200350,S,2.741,1.47,2011-09-07 18:44:54.187
51340,E,12,200350,S,2.2,1.35,2011-09-07 18:44:54.263
51020,B,3,200350,S,2.681,1.423,2011-09-07 18:44:54.373
51020,D,80,200350,S,0.92,0.92,2011-09-07 18:44:54.403
51020,F,2,200350,S,0,0,2011-09-07 18:44:54.437
51020,B,1,200350,S,2.618,1.331,2011-09-07 18:44:54.467
51020,B,4,200350,S,2.688,1.376,2011-09-07 18:44:54.513
51020,B,6,200350,S,2.741,1.47,2011-09-07 18:44:54.547
51020,E,9,200350,S,2.95,1.35,2011-09-07 18:44:54.577
51020,E,12,200350,S,2.2,1.35,2011-09-07 18:44:54.607
51020,C,47,200350,S,3.15,1.35,2011-09-07 18:44:54.67
51120,B,3,200350,S,2.681,1.423,2011-09-07 18:44:54.717
51120,B,1,200350,N,2.618,1.331,2011-09-07 18:44:54.797
51120,B,4,200350,S,2.688,1.376,2011-09-07 18:44:54.84
51120,B,6,200350,S,2.74,1.47,2011-09-07 18:44:54.873
51120,E,9,200350,S,2.95,1.35,2011-09-07 18:44:54.937
51120,E,12,200350,S,2.2,1.35,2011-09-07 18:44:54.967
51340,F,2,200350,S,0,0,2011-09-07 18:44:55.107
51340,B,4,200350,S,2.688,1.376,2011-09-07 18:44:55.17
51340,B,6,200350,S,2.741,1.47,2011-09-07 18:44:55.217
51340,E,12,200350,S,2.2,1.35,2011-09-07 18:44:55.28
51020,B,3,200350,S,2.681,1.423,2011-09-07 18:44:55.373
51020,D,80,200350,S,0.92,0.92,2011-09-07 18:44:55.403
51020,F,2,200350,S,0,0,2011-09-07 18:44:55.437
51020,B,1,200350,S,2.618,1.331,2011-09-07 18:44:55.467
51020,B,4,200350,S,2.688,1.376,2011-09-07 18:44:55.513
51020,B,6,200350,S,2.741,1.47,2011-09-07 18:44:55.547
51020,E,9,200350,S,2.95,1.35,2011-09-07 18:44:55.577
51020,E,12,200350,S,2.2,1.35,2011-09-07 18:44:55.623
51020,C,47,200350,S,3.15,1.35,2011-09-07 18:44:55.687
51120,B,3,200350,S,2.681,1.423,2011-09-07 18:44:55.717
51120,B,1,200350,N,2.618,1.331,2011-09-07 18:44:55.797
51120,B,4,200350,S,2.688,1.376,2011-09-07 18:44:55.84
51120,B,6,200350,S,2.74,1.47,2011-09-07 18:44:55.873
51120,E,9,200350,S,2.95,1.35,2011-09-07 18:44:55.903
51120,E,12,200350,S,2.2,1.35,2011-09-07 18:44:56
51340,F,2,200350,S,0,0,2011-09-07 18:44:56.123
51340,B,4,200350,S,2.688,1.376,2011-09-07 18:44:56.2
51340,B,6,200350,S,2.741,1.47,2011-09-07 18:44:56.233
51340,E,12,200350,S,2.2,1.35,2011-09-07 18:44:56.31
51020,B,3,200350,S,2.681,1.423,2011-09-07 18:44:56.403
51020,D,80,200350,S,0.92,0.92,2011-09-07 18:44:56.437
51020,F,2,200350,S,0,0,2011-09-07 18:44:56.467
51020,B,1,200350,S,2.618,1.331,2011-09-07 18:44:56.5
51020,B,4,200350,S,2.688,1.376,2011-09-07 18:44:56.547
51020,B,6,200350,S,2.741,1.47,2011-09-07 18:44:56.577
51020,E,9,200350,S,2.95,1.35,2011-09-07 18:44:56.607
51020,E,12,200350,S,2.2,1.35,2011-09-07 18:44:56.653
51020,C,47,200350,S,3.15,1.35,2011-09-07 18:44:56.717
51120,B,3,200350,S,2.681,1.423,2011-09-07 18:44:56.75
51120,B,1,200350,N,2.618,1.331,2011-09-07 18:44:56.827
51120,B,4,200350,S,2.688,1.376,2011-09-07 18:44:56.857
51120,B,6,200350,S,2.74,1.47,2011-09-07 18:44:56.89
51120,E,9,200350,S,2.95,1.35,2011-09-07 18:44:56.937
51120,E,12,200350,S,2.2,1.35,2011-09-07 18:44:56.967
51340,F,2,200350,S,0,0,2011-09-07 18:44:57.107
51340,B,4,200350,S,2.688,1.376,2011-09-07 18:44:57.17
51340,B,6,200350,S,2.741,1.47,2011-09-07 18:44:57.2
51340,E,12,200350,S,2.2,1.35,2011-09-07 18:44:57.263
51020,B,3,200350,S,2.681,1.423,2011-09-07 18:44:57.34
51020,D,80,200350,S,0.92,0.92,2011-09-07 18:44:57.39
51020,F,2,200350,S,0,0,2011-09-07 18:44:57.42
51020,B,1,200350,S,2.618,1.331,2011-09-07 18:44:57.45
51020,B,4,200350,S,2.688,1.376,2011-09-07 18:44:57.5
51020,B,6,200350,S,2.741,1.47,2011-09-07 18:44:57.53
51020,E,9,200350,S,2.95,1.35,2011-09-07 18:44:57.56
51020,E,12,200350,S,2.2,1.35,2011-09-07 18:44:57.59
51020,C,47,200350,S,3.15,1.35,2011-09-07 18:44:57.653
51120,B,3,200350,S,2.681,1.423,2011-09-07 18:44:57.7
51120,B,1,200350,N,2.618,1.331,2011-09-07 18:44:57.78
51120,B,4,200350,S,2.688,1.376,2011-09-07 18:44:57.827
51120,B,6,200350,S,2.74,1.47,2011-09-07 18:44:57.873
51120,E,9,200350,S,2.95,1.35,2011-09-07 18:44:57.903
51120,E,12,200350,S,2.2,1.35,2011-09-07 18:44:57.937
51340,F,2,200350,S,0,0,2011-09-07 18:44:58.077
51340,B,4,200350,S,2.688,1.376,2011-09-07 18:44:58.14
51340,B,6,200350,S,2.741,1.47,2011-09-07 18:44:58.17
51340,E,12,200350,S,2.2,1.35,2011-09-07 18:44:58.233
51020,B,3,200350,S,2.681,1.423,2011-09-07 18:44:58.327
51020,D,80,200350,S,0.92,0.92,2011-09-07 18:44:58.357
51020,F,2,200350,S,0,0,2011-09-07 18:44:58.39
51020,B,1,200350,S,2.618,1.331,2011-09-07 18:44:58.42
51020,B,4,200350,S,2.688,1.376,2011-09-07 18:44:58.45
51020,B,6,200350,S,2.741,1.47,2011-09-07 18:44:58.5
51020,E,9,200350,S,2.95,1.35,2011-09-07 18:44:58.53
51020,E,12,200350,S,2.2,1.35,2011-09-07 18:44:58.56
51020,C,47,200350,S,3.15,1.35,2011-09-07 18:44:58.623
51120,B,3,200350,S,2.681,1.423,2011-09-07 18:44:58.653
51120,B,1,200350,N,2.618,1.331,2011-09-07 18:44:58.75
51120,B,4,200350,S,2.688,1.376,2011-09-07 18:44:58.797
51120,B,6,200350,S,2.74,1.47,2011-09-07 18:44:58.827
51120,E,9,200350,S,2.95,1.35,2011-09-07 18:44:58.857
51120,E,12,200350,S,2.2,1.35,2011-09-07 18:44:58.89
51340,F,2,200350,S,0,0,2011-09-07 18:44:59.03
51340,B,4,200350,S,2.688,1.376,2011-09-07 18:44:59.09
51340,B,6,200350,S,2.741,1.47,2011-09-07 18:44:59.123
51340,E,12,200350,S,2.2,1.35,2011-09-07 18:44:59.17
51020,B,3,200350,S,2.681,1.423,2011-09-07 18:44:59.263
51020,D,80,200350,S,0.92,0.92,2011-09-07 18:44:59.31
51020,F,2,200350,S,0,0,2011-09-07 18:44:59.34
51020,B,1,200350,S,2.618,1.331,2011-09-07 18:44:59.373
51020,B,4,200350,S,2.688,1.376,2011-09-07 18:44:59.403
51020,B,6,200350,S,2.741,1.47,2011-09-07 18:44:59.437
51020,E,9,200350,S,2.95,1.35,2011-09-07 18:44:59.483
51020,E,12,200350,S,2.2,1.35,2011-09-07 18:44:59.513
51020,C,47,200350,S,3.15,1.35,2011-09-07 18:44:59.59
51120,B,3,200350,S,2.681,1.423,2011-09-07 18:44:59.623
51120,B,1,200350,N,2.618,1.331,2011-09-07 18:44:59.717
51120,B,4,200350,S,2.688,1.376,2011-09-07 18:44:59.75
51120,B,6,200350,S,2.74,1.47,2011-09-07 18:44:59.797
51120,E,9,200350,S,2.95,1.35,2011-09-07 18:44:59.827
51120,E,12,200350,S,2.2,1.35,2011-09-07 18:44:59.857
51340,F,2,200350,S,0,0,2011-09-07 18:45:00
51340,B,4,200350,S,2.688,1.376,2011-09-07 18:45:00.06
51340,B,6,200350,S,2.741,1.47,2011-09-07 18:45:00.107
51340,E,12,200350,S,2.2,1.35,2011-09-07 18:45:00.153
51020,B,3,200350,S,2.681,1.423,2011-09-07 18:45:00.28
51020,D,80,200350,S,0.92,0.92,2011-09-07 18:45:00.31
51020,F,2,200350,S,0,0,2011-09-07 18:45:00.34
51020,B,1,200350,S,2.618,1.331,2011-09-07 18:45:00.39
51020,B,4,200350,S,2.688,1.376,2011-09-07 18:45:00.42
51020,B,6,200350,S,2.741,1.47,2011-09-07 18:45:00.45
51020,E,9,200350,S,2.95,1.35,2011-09-07 18:45:00.483
51020,E,12,200350,S,2.2,1.35,2011-09-07 18:45:00.53
51020,C,47,200350,S,3.15,1.35,2011-09-07 18:45:00.59
51120,B,3,200350,S,2.681,1.423,2011-09-07 18:45:00.623
51120,B,1,200350,N,2.618,1.331,2011-09-07 18:45:00.717
51120,B,4,200350,S,2.688,1.376,2011-09-07 18:45:00.75
51120,B,6,200350,S,2.74,1.47,2011-09-07 18:45:00.78
51120,E,9,200350,S,2.95,1.35,2011-09-07 18:45:00.827
51120,E,12,200350,S,2.2,1.35,2011-09-07 18:45:00.857
51340,F,2,200350,S,0,0,2011-09-07 18:45:01
51340,B,4,200350,S,2.688,1.376,2011-09-07 18:45:01.047
51340,B,6,200350,S,2.741,1.47,2011-09-07 18:45:01.09
51340,E,12,200350,S,2.2,1.35,2011-09-07 18:45:01.153
51020,B,3,200350,S,2.681,1.423,2011-09-07 18:45:01.233
51020,D,80,200350,S,0.92,0.92,2011-09-07 18:45:01.263
51020,F,2,200350,S,0,0,2011-09-07 18:45:01.297
51020,B,1,200350,S,2.618,1.331,2011-09-07 18:45:01.34
51020,B,4,200350,S,2.688,1.376,2011-09-07 18:45:01.373
51020,B,6,200350,S,2.741,1.47,2011-09-07 18:45:01.403
51020,E,9,200350,S,2.95,1.35,2011-09-07 18:45:01.45
51020,E,12,200350,S,2.2,1.35,2011-09-07 18:45:01.483
51020,C,47,200350,S,3.15,1.35,2011-09-07 18:45:01.547
51120,B,3,200350,S,2.681,1.423,2011-09-07 18:45:01.577
51120,B,1,200350,N,2.618,1.331,2011-09-07 18:45:01.653
51120,B,4,200350,S,2.688,1.376,2011-09-07 18:45:01.7
51120,B,6,200350,S,2.74,1.47,2011-09-07 18:45:01.733
51120,E,9,200350,S,2.95,1.35,2011-09-07 18:45:01.763
51120,E,12,200350,S,2.2,1.35,2011-09-07 18:45:01.797
51340,F,2,200350,S,0,0,2011-09-07 18:45:01.937
51340,B,4,200350,S,2.688,1.376,2011-09-07 18:45:02
51340,B,6,200350,S,2.741,1.47,2011-09-07 18:45:02.03
51340,E,12,200350,S,2.2,1.35,2011-09-07 18:45:02.09
51020,B,3,200350,S,2.681,1.423,2011-09-07 18:45:02.187
51020,D,80,200350,S,0.92,0.92,2011-09-07 18:45:02.233
