CodigoNotaFiscal,CodigoCentroSaida,CodigoReceita,Volume,RelacaoAguaCimento,TipoLancamento,DataEmissaoNotaFiscal,CodigoCliente,CodigoMotorista,Status,QuantidadeAgua,QuantidadeAdicaoAgua,TempoPermanenciaObra,ConsumoTotal,FCK,TipoTraco,IdadeTraco,Aglomerante,Rompimento7Dias,Rompimento28Dias,DesvioUtilizado,Projecao
477369,51020,34531051,7.0,0.653,B,2018-01-02 10:17:20.990,246655998,54079,N,1666,,2018-01-02 01:06:00,4970.0,25.0,E,28,29051.0,0.0,0.0,7.0,0.0
477370,51120,36143051,5.0,0.654,C,2018-01-02 10:17:28.287,4108051,222051,N,840,,2018-01-02 00:28:00,3050.0,25.0,E,28,60051.0,0.0,0.0,7.5,0.0
477371,51120,36137051,5.0,0.61,B,2018-01-02 10:26:23.283,240065998,577051,N,855,,2018-01-02 00:35:00,3420.0,30.0,N,28,60051.0,0.0,0.0,6.0,0.0
477372,51020,30329051,5.5,0.727,C,2018-01-02 10:49:57.230,2709051,727051,N,1040,,2018-01-02 00:30:00,2794.0,20.0,E,28,29051.0,16.61,25.01,7.0,0.0
477374,51020,36108051,4.5,0.654,C,2018-01-02 11:09:44.613,4108051,226051,N,927,,2018-01-02 00:40:00,2746.0,25.0,E,28,29051.0,0.0,0.0,7.0,0.0
477375,79120,29127051,8.0,0.63,B,2018-01-02 11:12:32.993,132748051,107079,N,1304,,2018-01-02 00:30:00,4944.0,30.0,N,28,68051.0,27.1,42.0,3.5,0.0
477376,51020,34531051,7.0,0.653,B,2018-01-02 11:19:56.420,246655998,704051,N,1666,,2018-01-02 01:56:00,4970.0,25.0,E,28,29051.0,0.0,0.0,7.0,0.0
477377,51020,23009051,4.0,0.677,B,2018-01-02 11:29:31.913,226773998,340051,N,784,35.0,2018-01-02 00:29:00,2256.0,25.0,N,28,29051.0,15.43,24.39,6.0,0.0
477378,51020,30329051,5.5,0.727,C,2018-01-02 11:41:12.817,2709051,419051,N,1040,,2018-01-02 00:18:00,2794.0,20.0,E,28,29051.0,0.0,0.0,7.0,0.0
477380,51020,28104051,4.0,0.847,C,2018-01-02 12:02:12.817,226085998,173051,N,788,,2018-01-02 01:44:00,1808.0,15.0,N,28,29051.0,0.0,0.0,6.0,0.0
477381,80020,35891051,6.0,0.779,C,2018-01-02 12:08:05.757,127724051,42080,N,1038,,2018-01-02 02:53:00,1512.0,20.0,N,28,79051.0,0.0,0.0,6.0,0.0
477382,51020,34531051,7.0,0.653,B,2018-01-02 12:08:55.130,246655998,731051,N,1666,,2018-01-02 02:02:00,4970.0,25.0,E,28,29051.0,23.22,36.52,7.0,0.0
477383,80020,35860051,6.0,0.875,C,2018-01-02 12:18:17.310,69609051,12080,N,1020,,2018-01-02 02:35:00,1338.0,15.0,N,28,79051.0,16.42,21.59,6.0,0.0
477384,79120,29127051,8.0,0.63,B,2018-01-02 12:34:04.160,132748051,342051,N,1304,,2018-01-02 01:34:00,4944.0,30.0,N,28,68051.0,25.7,34.96,3.5,0.0
477385,51120,34265051,7.0,0.7559999999999999,C,2018-01-02 13:08:38.007,251163998,85079,N,980,,2018-01-02 00:25:00,3304.0,20.0,N,28,60051.0,0.0,0.0,6.0,0.0
477387,79120,29233051,4.0,0.632,C,2018-01-02 13:39:18.223,227610998,105079,N,604,,2018-01-02 01:30:00,2296.0,30.0,N,28,68051.0,0.0,0.0,3.5,0.0
477388,51120,34265051,7.0,0.7559999999999999,C,2018-01-02 13:53:17.740,251163998,49079,N,980,,2018-01-02 00:22:00,3304.0,20.0,N,28,60051.0,0.0,0.0,6.0,0.0
477389,51020,34531051,7.0,0.653,B,2018-01-02 14:06:52.963,246655998,66079,N,1666,,2018-01-02 00:40:00,4970.0,25.0,E,28,29051.0,0.0,0.0,7.0,
477390,79120,29127051,8.0,0.63,B,2018-01-02 14:10:07.730,132748051,49080,N,1304,,2018-01-02 00:56:00,4944.0,30.0,N,28,68051.0,28.34,41.41,3.5,0.0
477392,51120,34265051,6.0,0.7559999999999999,C,2018-01-02 14:24:01.800,251163998,517051,N,840,,2018-01-02 00:46:00,2832.0,20.0,N,28,60051.0,15.81,25.03,6.0,0.0
477394,51120,34743051,6.0,0.526,B,2018-01-02 14:44:10.947,2378051,419051,C,1014,,,4512.0,35.0,E,28,60051.0,0.0,0.0,8.0,0.0
477397,51120,34743051,6.0,0.526,B,2018-01-02 14:56:53.433,2378051,340051,N,1014,,2018-01-02 02:26:00,4512.0,35.0,E,28,60051.0,34.03,47.29,8.0,0.0
477398,51020,8978051,6.0,0.611,C,2018-01-02 14:58:25.367,11129051,911051,N,1134,,2018-01-02 02:50:00,3612.0,30.0,N,28,29051.0,0.0,32.56,6.0,
477399,79120,29127051,8.0,0.63,B,2018-01-02 15:00:44.190,132748051,399051,N,1304,,2018-01-02 01:20:00,4944.0,30.0,N,28,68051.0,27.9,39.34,3.5,0.0
477401,51020,34531051,7.0,0.653,B,2018-01-02 15:16:51.460,246655998,222051,N,1666,,2018-01-02 00:50:00,4970.0,25.0,E,28,29051.0,0.0,0.0,7.0,
477402,79120,29127051,8.0,0.63,B,2018-01-02 15:27:15.250,132748051,104079,N,1304,,2018-01-02 01:09:00,4944.0,30.0,N,28,68051.0,27.03,39.64,3.5,0.0
477403,51120,34743051,6.0,0.526,B,2018-01-02 15:33:54.620,2378051,577051,N,1014,,2018-01-02 01:50:00,4512.0,35.0,E,28,60051.0,26.8,38.04,8.0,0.0
477404,79120,29127051,8.0,0.63,B,2018-01-02 16:19:47.233,132748051,924051,N,1304,,2018-01-02 00:55:00,4944.0,30.0,N,28,68051.0,19.69,38.02,3.5,29.751860116117168
477405,79120,29127051,7.0,0.63,B,2018-01-02 16:44:40.873,132748051,162079,N,1141,,2018-01-02 01:14:00,4326.0,30.0,N,28,68051.0,24.84,36.62,3.5,36.16575090523614
477406,51120,34743051,4.0,0.526,B,2018-01-02 18:24:02.000,2378051,577051,N,676,,2018-01-02 00:36:00,3008.0,35.0,E,28,60051.0,0.0,0.0,8.0,0.0
477412,51020,33121051,8.0,0.5589999999999999,B,2018-01-03 07:02:53.477,7138051,226051,N,1576,,2018-01-03 00:46:00,2752.0,30.0,E,28,75051.0,27.38,33.26,9.0,31.486170672519744
477415,51020,34531051,7.0,0.653,B,2018-01-03 07:16:37.783,246655998,66079,N,1666,,2018-01-03 00:42:00,4970.0,25.0,E,28,29051.0,0.0,0.0,7.0,
477416,79120,35703051,7.0,0.557,B,2018-01-03 07:18:37.863,216930998,107079,N,1169,,2018-01-03 00:37:00,4900.0,30.0,E,28,68051.0,0.0,0.0,7.0,
477418,80020,35777051,8.0,0.701,B,2018-01-03 07:29:44.293,134605051,40080,N,1320,,2018-01-03 00:40:00,2160.0,25.0,N,28,79051.0,25.74,34.09,6.0,34.67271939829285
477419,51020,29827051,5.0,0.611,C,2018-01-03 07:31:21.727,102649051,727051,N,1025,,2018-01-03 03:40:00,3260.0,30.0,N,28,29051.0,17.45,25.18,6.0,26.730815320149496
477422,51020,33121051,8.0,0.5589999999999999,B,2018-01-03 07:41:22.333,7138051,419051,N,1576,,2018-01-03 00:51:00,2752.0,30.0,E,28,75051.0,0.0,0.0,9.0,
477424,79020,29796051,8.0,0.7040000000000001,B,2018-01-03 07:53:26.027,281626998,105079,N,1248,,2018-01-03 00:51:00,4304.0,25.0,N,28,62051.0,0.0,0.0,3.5,
477425,51020,34531051,7.0,0.653,B,2018-01-03 08:02:31.307,246655998,222051,N,1666,,2018-01-03 00:53:00,4970.0,25.0,E,28,29051.0,0.0,0.0,7.0,
477426,51120,28149051,6.5,0.7559999999999999,C,2018-01-03 08:02:50.920,119627085,49079,N,1047,,2018-01-03 01:36:00,3330.0,20.0,N,28,60051.0,0.0,0.0,6.0,
477428,51120,36109051,5.0,0.644,C,2018-01-03 08:12:49.187,4108051,897051,N,865,,2018-01-03 00:28:00,3100.0,25.0,E,28,60051.0,23.41,33.17,7.5,34.78267346760418
477429,79020,29796051,8.0,0.7040000000000001,B,2018-01-03 08:24:07.580,281626998,162079,N,1248,,2018-01-03 03:20:00,4304.0,25.0,N,28,62051.0,20.86,32.65,3.5,31.009992120172157
477430,51020,33121051,8.0,0.5589999999999999,B,2018-01-03 08:36:06.143,7138051,731051,N,1576,,2018-01-03 00:50:00,2752.0,30.0,E,28,75051.0,22.24,33.77,9.0,27.050429762418524
477431,80020,35777051,7.0,0.701,B,2018-01-03 08:36:54.823,134605051,42080,N,1155,,2018-01-03 00:38:00,1890.0,25.0,N,28,79051.0,0.0,0.0,6.0,
477432,79120,35703051,7.0,0.557,B,2018-01-03 08:38:07.803,216930998,399051,N,1169,,2018-01-03 01:52:00,4900.0,30.0,E,28,68051.0,28.25,42.35,7.0,40.26926902805415
477433,51120,36109051,5.0,0.644,C,2018-01-03 08:52:34.000,4108051,704051,N,865,,2018-01-03 00:29:00,3100.0,25.0,E,28,60051.0,0.0,0.0,7.5,
477435,51020,34531051,7.0,0.653,B,2018-01-03 09:00:54.960,246655998,85079,N,1666,,2018-01-03 00:20:00,4970.0,25.0,E,28,29051.0,23.86,39.32,7.0,34.833052089999626
477439,51120,36109051,5.0,0.644,C,2018-01-03 09:26:32.630,4108051,911051,N,865,,2018-01-03 00:30:00,3100.0,25.0,E,28,60051.0,0.0,0.0,7.5,
477440,51020,33121051,8.0,0.5589999999999999,B,2018-01-03 09:29:41.767,7138051,173051,N,1576,,2018-01-03 00:24:00,2752.0,30.0,E,28,75051.0,31.19,38.85,9.0,34.57127320837081
477441,51020,34531051,7.0,0.653,B,2018-01-03 09:40:11.243,246655998,517051,N,1666,,2018-01-03 00:44:00,4970.0,25.0,E,28,29051.0,0.0,0.0,7.0,
477442,80020,35777051,5.5,0.701,B,2018-01-03 09:42:05.217,134605051,11080,N,908,,2018-01-03 00:29:00,1485.0,25.0,N,28,79051.0,0.0,0.0,6.0,
477443,51020,30775051,5.5,0.6779999999999999,B,2018-01-03 10:01:10.343,280131998,54079,N,1166,,2018-01-03 00:29:00,3346.0,25.0,N,28,29051.0,20.34,29.67,6.0,30.440934312799573
477445,51020,33121051,8.0,0.5589999999999999,B,2018-01-03 10:11:14.023,7138051,340051,N,1576,,2018-01-03 00:17:00,2752.0,30.0,E,28,75051.0,0.0,0.0,9.0,
477448,51020,34531051,7.0,0.653,B,2018-01-03 10:28:56.833,246655998,577051,N,1666,,2018-01-03 00:45:00,4970.0,25.0,E,28,29051.0,22.24,34.42,7.0,32.82767964061523
477450,51020,33121051,8.0,0.5589999999999999,B,2018-01-03 10:39:36.900,7138051,897051,N,1576,,2018-01-03 01:33:00,2752.0,30.0,E,28,75051.0,0.0,0.0,9.0,
477454,51120,36109051,4.5,0.644,C,2018-01-03 11:23:21.873,4108051,226051,N,779,,2018-01-03 00:28:00,2792.0,25.0,E,28,60051.0,23.21,33.68,7.5,34.529324160573864
477456,51020,34531051,7.0,0.653,B,2018-01-03 11:25:06.780,246655998,419051,N,1666,,2018-01-03 01:41:00,4970.0,25.0,E,28,29051.0,26.34,40.43,7.0,37.85452045998364
477458,51020,30775051,5.5,0.6779999999999999,B,2018-01-03 11:32:45.653,280131998,222051,N,1166,,2018-01-03 00:14:00,3346.0,25.0,N,28,29051.0,0.0,0.0,6.0,
477460,51020,33121051,8.0,0.5589999999999999,B,2018-01-03 11:40:50.180,7138051,66079,N,1576,,2018-01-03 00:39:00,2752.0,30.0,E,28,75051.0,28.62,37.04,9.0,32.50774818547889
477461,51120,34467051,7.0,0.645,B,2018-01-03 11:55:08.053,246655998,340051,N,1344,,2018-01-03 02:02:00,5054.0,25.0,E,28,60051.0,0.0,0.0,7.5,
477462,51120,22573051,8.0,0.581,B,2018-01-03 12:07:00.787,7138051,49079,N,1232,,2018-01-03 00:33:00,5280.0,30.0,E,28,60051.0,22.37,32.58,7.5,33.46107797544427
477463,80020,35860051,6.0,0.875,C,2018-01-03 12:09:39.557,69609051,40080,N,1020,,2018-01-03 03:46:00,1338.0,15.0,N,28,79051.0,0.0,0.0,6.0,
477464,51120,28032051,6.0,0.6779999999999999,C,2018-01-03 12:23:11.180,225165998,704051,N,828,,2018-01-03 01:50:00,3180.0,25.0,N,28,60051.0,0.0,0.0,6.0,
477465,51020,28190051,7.0,0.7559999999999999,C,2018-01-03 12:42:28.110,251163998,731051,N,1281,,2018-01-03 00:33:00,3304.0,20.0,N,28,29051.0,0.0,0.0,6.0,
477471,51020,30775051,5.0,0.6779999999999999,B,2018-01-03 13:08:02.583,280131998,517051,N,1060,,2018-01-03 00:40:00,3040.0,25.0,N,28,29051.0,0.0,28.27,6.0,
477472,51020,28104051,6.0,0.847,C,2018-01-03 13:16:55.570,11003051,222051,N,1182,,2018-01-03 01:45:00,2712.0,15.0,N,28,29051.0,0.0,0.0,6.0,
477475,51020,28190051,7.0,0.7559999999999999,C,2018-01-03 13:30:26.733,251163998,54079,N,1281,,2018-01-03 00:30:00,3304.0,20.0,N,28,29051.0,16.29,23.3,6.0,25.211595984892295
477477,51020,33121051,8.0,0.5589999999999999,B,2018-01-03 13:43:57.163,7138051,226051,N,1576,,2018-01-03 00:18:00,2752.0,30.0,E,28,75051.0,0.0,0.0,9.0,
477479,51020,34531051,7.0,0.653,B,2018-01-03 13:53:19.227,246655998,897051,N,1666,,2018-01-03 01:28:00,4970.0,25.0,E,28,29051.0,22.61,38.29,7.0,33.28801959360674
477480,79020,29224051,7.0,0.8059999999999999,B,2018-01-03 14:00:33.267,281626998,107079,N,1071,,2018-01-03 02:54:00,3290.0,20.0,N,28,62051.0,17.35,27.05,3.0,26.61362869361952
477485,51020,33121051,8.0,0.5589999999999999,B,2018-01-03 14:25:02.323,7138051,49079,N,1576,,2018-01-03 00:39:00,2752.0,30.0,E,28,75051.0,26.1,35.9,9.0,30.412832766431112
477486,80020,35858051,7.0,0.78,C,2018-01-03 14:30:10.620,9032051,8148,N,1092,,2018-01-03 01:00:00,1617.0,20.0,N,28,79051.0,0.0,0.0,6.0,
477488,51020,8960051,5.0,0.677,B,2018-01-03 14:48:54.837,151544051,731051,N,960,,2018-01-03 01:07:00,2770.0,25.0,N,28,29051.0,0.0,0.0,6.0,
477493,51020,34531051,4.0,0.653,B,2018-01-03 15:07:37.633,246655998,517051,N,952,,2018-01-03 00:11:00,2840.0,25.0,E,28,29051.0,0.0,0.0,7.0,
477495,51020,8960051,5.0,0.677,B,2018-01-03 15:18:10.153,151544051,704051,N,960,,2018-01-03 00:28:00,2770.0,25.0,N,28,29051.0,19.44,29.16,6.0,29.296341588966808
477499,51020,8960051,5.0,0.677,B,2018-01-03 15:54:00.613,151544051,340051,N,960,,2018-01-03 00:20:00,2770.0,25.0,N,28,29051.0,0.0,0.0,6.0,
477502,51120,22256051,4.0,0.677,B,2018-01-03 17:21:32.067,151544051,517051,N,596,,2018-01-03 00:26:00,2216.0,25.0,N,28,60051.0,0.0,0.0,6.0,
477510,51120,34467051,7.0,0.645,B,2018-01-04 07:13:20.420,246655998,226051,N,1379,,2018-01-04 01:19:00,5054.0,25.0,E,28,60051.0,0.0,0.0,7.5,
477512,79020,30918051,5.0,0.63,B,2018-01-04 07:21:15.870,224648998,104079,N,815,40.0,2018-01-04 00:36:00,3090.0,30.0,N,28,62051.0,28.3,38.42,3.5,39.85162180860597
477513,60020,11357051,8.0,0.727,B,2018-01-04 07:24:44.147,226085998,518051,N,1440,,2018-01-04 00:46:00,2216.0,25.0,N,28,24051.0,0.0,0.0,7.5,
477514,51120,27941051,8.0,0.662,B,2018-01-04 07:31:15.237,225410998,897051,N,1232,,2018-01-04 00:32:00,2320.0,25.0,E,7,61051.0,25.85,,7.5,29.832918387493084
477515,51120,34467051,7.0,0.645,B,2018-01-04 07:44:42.833,246655998,66079,N,1379,,2018-01-04 01:20:00,5054.0,25.0,E,28,60051.0,0.0,0.0,7.5,
477517,79120,29087051,5.0,0.7040000000000001,B,2018-01-04 07:46:21.850,227467998,107079,N,780,,2018-01-04 00:34:00,2690.0,25.0,N,28,68051.0,0.0,0.0,3.5,
477518,60020,11357051,8.0,0.727,B,2018-01-04 07:54:53.490,226085998,873051,N,1440,,2018-01-04 00:36:00,2216.0,25.0,N,28,24051.0,28.45,33.47,7.5,34.47678470471589
477519,51120,33802051,7.0,0.58,B,2018-01-04 07:55:05.427,2709051,49079,N,1092,,2018-01-04 01:11:00,4676.0,30.0,E,28,60051.0,28.63,38.11,7.5,41.27071398677361
477520,79120,29087051,8.0,0.7040000000000001,B,2018-01-04 07:58:24.630,108558051,342051,N,1248,,2018-01-04 00:26:00,4304.0,25.0,N,28,68051.0,22.44,31.05,3.5,33.211866824456806
477521,51020,33121051,8.0,0.5589999999999999,B,2018-01-04 08:05:03.423,7138051,731051,N,1576,,2018-01-04 00:53:00,2752.0,30.0,E,28,75051.0,31.84,37.06,9.0,35.08224325149936
477522,79020,30918051,4.5,0.63,B,2018-01-04 08:06:39.970,224648998,399051,N,734,20.0,2018-01-04 00:15:00,2782.0,30.0,N,28,62051.0,0.0,0.0,3.5,
477523,51120,27941051,8.0,0.662,B,2018-01-04 08:09:48.797,225410998,911051,N,1152,,2018-01-04 00:21:00,2320.0,25.0,E,7,61051.0,0.0,,7.5,
477525,51120,36109051,5.0,0.644,C,2018-01-04 08:18:36.393,4108051,222051,N,805,,2018-01-04 00:25:00,3100.0,25.0,E,28,60051.0,19.38,28.81,7.5,29.600369486685974
477526,60020,11357051,8.0,0.727,B,2018-01-04 08:19:38.490,226085998,643051,N,1440,,2018-01-04 00:35:00,2216.0,25.0,N,28,24051.0,25.96,32.12,7.5,31.950781164277263
477527,79120,29087051,8.0,0.7040000000000001,B,2018-01-04 08:20:20.123,108558051,924051,N,1248,,2018-01-04 00:28:00,4304.0,25.0,N,28,68051.0,0.0,0.0,3.5,
477528,79120,29087051,5.0,0.7040000000000001,B,2018-01-04 08:30:23.010,227467998,49080,N,780,,2018-01-04 00:45:00,2690.0,25.0,N,28,68051.0,21.9,30.14,3.5,32.53907840890041
477529,51120,33802051,7.0,0.58,B,2018-01-04 08:31:11.210,2709051,340051,N,1092,,2018-01-04 01:18:00,4676.0,30.0,E,28,60051.0,0.0,0.0,7.5,
477530,51020,33121051,8.0,0.5589999999999999,B,2018-01-04 08:33:33.830,7138051,419051,N,1576,,2018-01-04 00:53:00,2752.0,30.0,E,28,75051.0,28.8,36.23,9.0,32.65459924324993
477531,79020,30918051,5.0,0.63,B,2018-01-04 08:40:12.553,224648998,105079,N,815,,2018-01-04 00:35:00,3090.0,30.0,N,28,62051.0,0.0,0.0,3.5,
477532,51120,34467051,7.0,0.645,B,2018-01-04 08:40:39.607,246655998,577051,N,1316,,2018-01-04 02:16:00,5054.0,25.0,E,28,60051.0,17.07,25.28,7.5,26.54878394527744
477533,51020,17263051,8.0,0.662,B,2018-01-04 08:41:41.870,225410998,517051,N,1576,,2018-01-04 00:18:00,2320.0,25.0,E,7,28051.0,0.0,,7.5,
477534,60020,11357051,8.0,0.727,B,2018-01-04 08:51:22.263,226085998,890051,N,1440,,2018-01-04 00:28:00,2216.0,25.0,N,28,24051.0,26.67,33.17,7.5,32.67588180927108
477536,80020,35917051,8.0,0.78,B,2018-01-04 08:55:52.927,225643998,6080,N,1512,,2018-01-04 01:30:00,2208.0,20.0,N,28,79051.0,0.0,0.0,6.0,
477538,51020,33121051,8.0,0.5589999999999999,B,2018-01-04 09:04:30.730,7138051,54079,N,1576,,2018-01-04 00:30:00,2752.0,30.0,E,28,75051.0,0.0,0.0,9.0,
477539,51120,27941051,8.0,0.662,B,2018-01-04 09:09:35.300,225410998,173051,N,1152,,2018-01-04 00:39:00,2320.0,25.0,E,7,61051.0,0.0,,7.5,
477540,79120,29087051,5.0,0.7040000000000001,B,2018-01-04 09:28:10.440,227467998,104079,N,780,,2018-01-04 00:20:00,2690.0,25.0,N,28,68051.0,26.35,34.23,3.5,37.995699196117606
477543,51120,27941051,8.0,0.662,B,2018-01-04 09:46:03.727,225410998,897051,N,1152,,2018-01-04 00:40:00,2320.0,25.0,E,7,61051.0,27.37,,7.5,31.21695672030179
477546,51120,33802051,6.0,0.58,B,2018-01-04 09:57:41.890,2709051,226051,N,936,,2018-01-04 00:34:00,4008.0,30.0,E,28,60051.0,0.0,0.0,7.5,
477547,51020,33121051,8.0,0.5589999999999999,B,2018-01-04 10:01:20.603,7138051,911051,N,1576,,2018-01-04 00:21:00,2752.0,30.0,E,28,75051.0,0.0,0.0,9.0,
477548,80020,35917051,8.0,0.78,B,2018-01-04 10:07:25.440,225643998,12080,N,1512,,2018-01-04 00:50:00,2208.0,20.0,N,28,79051.0,18.33,24.0,6.0,26.240747270068724
477549,79120,29087051,8.0,0.7040000000000001,B,2018-01-04 10:13:07.727,108558051,107079,N,1248,,2018-01-04 00:14:00,4304.0,25.0,N,28,68051.0,23.47,30.68,3.5,34.48666888716852
477550,51120,36109051,5.0,0.644,C,2018-01-04 10:14:04.757,4108051,731051,N,805,,2018-01-04 00:43:00,3100.0,25.0,E,28,60051.0,0.0,0.0,7.5,
477551,51020,17263051,8.0,0.662,B,2018-01-04 10:17:09.307,225410998,704051,N,1576,,2018-01-04 00:18:00,2320.0,25.0,E,7,28051.0,27.84,,7.5,33.90654069454108
477552,60020,11357051,8.0,0.727,B,2018-01-04 10:23:16.083,226085998,518051,N,1440,,2018-01-04 00:20:00,2216.0,25.0,N,28,24051.0,29.32,35.03,7.5,35.34853259344279
477555,51120,34467051,7.0,0.645,B,2018-01-04 10:36:30.570,246655998,517051,N,1316,,2018-01-04 01:50:00,5054.0,25.0,E,28,60051.0,19.63,30.08,7.5,29.926857966805844
477556,51020,33121051,8.0,0.5589999999999999,B,2018-01-04 10:36:36.710,7138051,85079,N,1576,,2018-01-04 00:30:00,2752.0,30.0,E,28,75051.0,0.0,0.0,9.0,
477558,51120,27941051,7.0,0.662,B,2018-01-04 10:50:26.643,225410998,340051,N,1008,,2018-01-04 00:36:00,2030.0,25.0,E,7,61051.0,0.0,,7.5,
477559,51020,33121051,8.0,0.5589999999999999,B,2018-01-04 11:01:31.687,7138051,54079,N,1576,,2018-01-04 01:01:00,2752.0,30.0,E,28,75051.0,27.03,33.84,9.0,31.194614599598424
477560,79120,29127051,8.0,0.63,B,2018-01-04 11:05:49.183,224648998,105079,N,1304,,2018-01-04 00:35:00,4944.0,30.0,N,28,68051.0,26.06,34.55,3.5,37.64588060485541
477561,79120,29087051,5.0,0.7040000000000001,B,2018-01-04 11:20:16.153,227467998,924051,N,720,,2018-01-04 00:40:00,2690.0,25.0,N,28,68051.0,0.0,0.0,3.5,
477563,60020,11357051,8.0,0.727,B,2018-01-04 11:31:09.713,226085998,873051,N,1440,,2018-01-04 01:06:00,2216.0,25.0,N,28,24051.0,27.84,34.24,7.5,33.86228917254225
