CodigoCentroSaida,TipoTraco,TipoLancamento,Aglomerante,DataProjecao,MPaAcimaPeriodosReais,MPaAcimaPeriodosProjetados,PercentualAbaixoPeriodosReais,PercentualAbaixoPeriodosProjetados,UltimaAlteracaoDesvioImpactouDadosReais,AlteracaoDesvio
51020,E,B,28051.0,2016-07-15 08:33:14.490,0.0,0.0,0.0,0.0,False,INDEFINIDO
51020,N,B,28051.0,2016-07-15 09:46:45.890,0.0,0.23427902334464168,0.0,50.0,False,INDEFINIDO
51020,E,B,29051.0,2016-07-15 09:31:04.333,0.0,7.571947774107199,0.0,0.0,False,INDEFINIDO
51120,E,B,60051.0,2016-07-15 11:25:28.113,0.0,4.144743762309125,0.0,9.090909090909092,False,INDEFINIDO
51120,N,B,60051.0,2016-07-15 15:14:47.480,0.0,4.636732525510745,0.0,0.0,False,INDEFINIDO
60020,N,B,66051.0,2016-07-15 12:29:39.310,0.0,6.049400800424647,0.0,0.0,False,INDEFINIDO
60020,E,B,66051.0,2016-07-15 14:33:58.270,0.0,6.978541349063831,0.0,0.0,False,INDEFINIDO
80020,E,C,70051.0,2016-07-15 13:41:43.457,0.0,17.986293349308145,0.0,0.0,False,INDEFINIDO
80020,N,C,70051.0,2016-07-15 14:41:39.070,0.0,5.036418672093998,0.0,0.0,False,INDEFINIDO
51120,N,C,61051.0,2016-07-15 14:13:06.380,0.0,2.3320275840718643,0.0,0.0,False,INDEFINIDO
51020,N,B,72051.0,2016-07-15 15:42:34.030,0.0,7.4587555228217965,0.0,0.0,False,INDEFINIDO
79120,N,B,68051.0,2016-07-15 07:47:53.390,0.0,3.3942722401088745,0.0,0.0,False,INDEFINIDO
79120,E,B,68051.0,2016-07-15 08:09:46.380,0.0,6.169036909539651,0.0,0.0,False,INDEFINIDO
148020,N,C,71051.0,2016-07-15 07:49:18.410,0.0,4.489332809022126,0.0,33.33333333333333,False,INDEFINIDO
79120,E,B,64051.0,2016-07-15 09:15:11.840,0.0,2.274857080368802,0.0,0.0,False,INDEFINIDO
79120,N,B,69051.0,2016-07-15 12:42:07.763,0.0,1.4688938781915297,0.0,0.0,False,INDEFINIDO
51120,E,B,61051.0,2016-07-22 07:14:03.750,0.0,0.0,0.0,0.0,False,INDEFINIDO
51120,N,C,61051.0,2016-07-22 13:03:15.943,0.0,3.3188283368779268,0.0,8.823529411764707,False,DIMINUIU POUCO
51020,N,B,72051.0,2016-07-22 07:39:31.247,0.0,7.884338045513385,0.0,0.0,False,MANTEVE
51020,E,B,72051.0,2016-07-22 12:29:38.847,0.0,0.0,0.0,0.0,False,INDEFINIDO
51120,N,B,60051.0,2016-07-22 08:17:15.170,0.0,5.341484617608053,0.0,0.0,False,MANTEVE
51120,E,B,60051.0,2016-07-22 06:56:52.553,0.0,5.980719406753847,0.0,4.166666666666666,False,MANTEVE
51020,E,B,29051.0,2016-07-22 09:22:06.940,0.0,5.793184670557142,0.0,0.0,False,MANTEVE
51020,N,C,29051.0,2016-07-22 08:04:12.413,0.0,1.8163584678281153,0.0,15.789473684210526,False,INDEFINIDO
80020,N,C,70051.0,2016-07-22 07:11:03.580,0.0,6.846961120657261,0.0,3.125,False,DIMINUIU POUCO
80020,E,B,70051.0,2016-07-22 07:45:58.320,0.0,17.80863630178856,0.0,0.0,False,MANTEVE
79120,N,C,68051.0,2016-07-22 07:25:27.480,0.0,2.4935648442341733,0.0,6.8181818181818175,False,MANTEVE
79120,E,B,68051.0,2016-07-22 13:52:28.090,0.0,5.218622643174209,0.0,0.0,False,DIMINUIU POUCO
148020,N,B,71051.0,2016-07-22 07:40:58.130,0.0,6.039338213343702,0.0,0.0,False,MANTEVE
148020,E,C,71051.0,2016-07-22 09:34:17.247,0.0,0.0,0.0,0.0,False,INDEFINIDO
51020,N,B,28051.0,2016-07-22 08:48:50.933,0.0,3.356398206474774,0.0,7.6923076923076925,False,DIMINUIU MUITO
51020,E,B,28051.0,2016-07-22 13:27:35.040,0.0,5.4637619653223135,0.0,0.0,False,DIMINUIU MUITO
60020,N,B,66051.0,2016-07-22 09:25:13.427,0.0,5.268605455254047,0.0,15.789473684210526,False,MANTEVE
60020,E,B,66051.0,2016-07-22 13:12:05.353,0.0,10.427277509279369,0.0,0.0,False,MANTEVE
79120,E,C,69051.0,2016-07-22 13:38:48.077,0.0,0.0,0.0,0.0,False,INDEFINIDO
51120,N,B,60051.0,2016-07-29 07:16:53.993,0.0,4.331603181039898,0.0,2.898550724637681,False,MANTEVE
51120,E,B,60051.0,2016-07-29 07:11:17.830,0.0,6.871904079557736,0.0,3.4482758620689653,False,AUMENTOU POUCO
51020,N,C,29051.0,2016-07-29 07:45:14.460,0.0,2.3095771216544283,0.0,7.894736842105263,False,MANTEVE
51020,E,C,29051.0,2016-07-29 09:28:07.353,0.0,5.721978609269592,0.0,0.0,False,MANTEVE
80020,N,B,70051.0,2016-07-29 17:05:12.190,0.0,5.456459630625536,0.0,1.25,False,DIMINUIU POUCO
80020,E,B,70051.0,2016-07-29 07:16:01.233,0.0,16.401646621532397,0.0,0.0,False,MANTEVE
79120,N,B,68051.0,2016-07-29 07:27:17.060,0.0,1.8226995898326022,0.0,17.045454545454543,False,MANTEVE
79120,E,B,68051.0,2016-07-29 12:32:59.680,0.0,5.155439648124818,0.0,0.0,False,MANTEVE
79120,E,C,69051.0,2016-07-29 08:46:57.767,0.0,0.0,0.0,0.0,False,DIMINUIU MUITO
148020,N,C,71051.0,2016-07-29 09:10:35.573,0.0,4.988467630292919,0.0,3.4482758620689653,False,MANTEVE
148020,E,B,71051.0,2016-07-29 09:22:32.603,0.0,8.240923087861637,0.0,0.0,False,MANTEVE
51120,N,C,61051.0,2016-07-29 12:08:16.983,0.0,3.4554672071576578,0.0,8.333333333333332,False,AUMENTOU MUITO
51120,E,B,61051.0,2016-07-29 10:12:16.740,0.0,0.0,0.0,0.0,False,AUMENTOU MUITO
51020,N,B,28051.0,2016-07-29 12:34:26.463,0.0,3.1837622362265625,0.0,8.333333333333332,False,MANTEVE
51020,E,B,28051.0,2016-07-29 06:52:55.037,0.0,5.4637619653223135,0.0,0.0,False,MANTEVE
79120,E,B,64051.0,2016-07-29 07:40:58.757,0.0,0.7062134071436766,0.0,44.44444444444444,False,INDEFINIDO
79120,N,B,64051.0,2016-07-29 10:43:02.003,0.0,5.474878027690522,0.0,0.0,False,INDEFINIDO
60020,E,B,66051.0,2016-07-29 09:24:42.237,0.0,9.703906363358932,0.0,0.0,False,AUMENTOU MUITO
60020,N,B,66051.0,2016-07-29 15:24:12.150,0.0,5.325956731548674,0.0,12.0,False,AUMENTOU MUITO
51120,N,B,60051.0,2016-08-05 06:52:34.583,5.5635849056603774,-5.789610690304621,0.0,33.035714285714285,True,MANTEVE
51120,E,B,60051.0,2016-08-05 07:13:31.443,4.4745333333333335,-6.034278511618902,9.090909090909092,40.74074074074074,False,AUMENTOU POUCO
51020,N,B,29051.0,2016-08-05 06:55:23.923,0.0,-9.144725991612123,0.0,46.25,False,MANTEVE
51020,E,B,29051.0,2016-08-05 11:06:21.603,9.526410256410255,-4.424981913219167,0.0,27.586206896551722,True,MANTEVE
80020,N,C,70051.0,2016-08-05 07:07:35.340,5.519342105263157,-0.3806856407544469,10.0,24.210526315789473,False,MANTEVE
80020,E,B,70051.0,2016-08-05 15:08:24.010,17.89313725490196,14.629220852905767,0.0,2.564102564102564,False,DIMINUIU POUCO
79120,N,B,68051.0,2016-08-05 07:17:09.433,3.498245614035088,-5.044373891019101,11.11111111111111,37.38317757009346,True,MANTEVE
79120,E,B,68051.0,2016-08-05 07:11:10.200,4.465,5.031332978747432,0.0,0.0,False,MANTEVE
79120,E,B,69051.0,2016-08-05 07:49:16.363,0.0,0.0,0.0,0.0,False,MANTEVE
79120,N,B,69051.0,2016-08-05 16:13:52.357,3.844999999999999,0.0,0.0,0.0,False,INDEFINIDO
148020,N,B,71051.0,2016-08-05 08:54:39.277,6.96780487804878,-3.4356503371052645,0.0,33.33333333333333,False,DIMINUIU POUCO
51020,N,B,28051.0,2016-08-05 06:53:09.577,0.33749999999999947,-1.5487217416649437,50.0,19.696969696969695,False,MANTEVE
51020,E,C,28051.0,2016-08-05 07:10:27.980,0.0,5.4637619653223135,0.0,0.0,False,MANTEVE
60020,E,B,66051.0,2016-08-05 07:23:28.983,10.051666666666666,0.3841676935170047,0.0,27.27272727272727,False,DIMINUIU POUCO
60020,N,B,66051.0,2016-08-05 07:37:14.780,7.8646666666666665,-6.102792807891864,0.0,48.148148148148145,False,DIMINUIU POUCO
79120,E,B,64051.0,2016-08-05 07:49:52.933,4.399999999999999,-11.82090870337514,0.0,60.86956521739131,False,MANTEVE
79120,N,B,64051.0,2016-08-05 08:12:16.617,0.0,4.6338413958172175,0.0,0.0,False,MANTEVE
51120,N,B,61051.0,2016-08-05 07:23:57.160,2.705853658536585,-0.42307980882835783,0.0,19.444444444444446,False,MANTEVE
51120,E,B,61051.0,2016-08-05 06:55:09.793,0.0,0.0,0.0,0.0,False,AUMENTOU POUCO
51120,E,B,61051.0,2016-08-12 07:07:25.657,0.0,0.0,0.0,0.0,False,DIMINUIU POUCO
51120,N,B,61051.0,2016-08-12 07:22:57.790,3.260745098039216,-11.216992583164291,11.76470588235294,40.0,True,MANTEVE
79120,N,B,64051.0,2016-08-12 07:21:36.167,0.0,3.61453532803401,0.0,0.0,False,MANTEVE
51120,E,B,60051.0,2016-08-12 07:24:07.573,6.2869461077844315,-5.079339352734185,4.166666666666666,34.78260869565217,True,DIMINUIU POUCO
51120,N,B,60051.0,2016-08-12 07:55:00.947,4.88,-6.1649077437299145,0.0,35.39823008849557,True,AUMENTOU POUCO
148020,E,C,71051.0,2016-08-12 07:27:51.240,0.0,8.014094024934028,0.0,0.0,False,INDEFINIDO
148020,N,B,71051.0,2016-08-12 07:58:00.260,6.615963302752292,-2.738973169160147,0.0,34.92063492063492,False,MANTEVE
51020,E,C,72051.0,2016-08-12 07:32:33.210,0.0,1.5010666877802241,0.0,29.629629629629626,False,INDEFINIDO
79120,N,B,68051.0,2016-08-12 08:09:38.313,2.3128797468354425,-4.034513525794064,9.090909090909092,37.903225806451616,False,AUMENTOU POUCO
79120,E,B,68051.0,2016-08-12 15:20:58.330,5.534999999999998,4.6978958604043495,0.0,0.0,True,MANTEVE
80020,E,C,70051.0,2016-08-12 08:11:02.843,16.902670807453415,9.70581749069282,0.0,6.666666666666667,True,AUMENTOU POUCO
80020,N,C,70051.0,2016-08-12 13:47:37.230,6.5529801324503305,-1.6341773248248497,6.25,25.882352941176475,True,AUMENTOU POUCO
60020,N,B,66051.0,2016-08-12 09:15:53.363,5.970279720279721,-8.833694995115916,10.526315789473683,47.61904761904761,False,MANTEVE
60020,E,C,66051.0,2016-08-12 12:45:00.680,11.712952380952382,0.38221836121876285,0.0,26.08695652173913,False,AUMENTOU POUCO
51020,N,C,29051.0,2016-08-12 16:00:44.787,2.3435849056603764,-9.85509245028994,0.0,47.2972972972973,True,AUMENTOU POUCO
51020,E,B,29051.0,2016-08-12 10:23:02.413,6.19290780141844,-6.216026111201362,4.761904761904762,32.0,True,DIMINUIU POUCO
79120,N,B,69051.0,2016-08-12 16:42:25.413,3.844999999999999,-14.840194454971282,0.0,100.0,False,MANTEVE
79120,E,B,69051.0,2016-08-12 07:01:34.370,0.0,3.6690267587409244,0.0,6.25,False,MANTEVE
51020,E,B,28051.0,2016-08-12 18:40:35.743,11.521666666666667,3.247895203796261,0.0,50.0,True,AUMENTOU POUCO
51020,N,B,28051.0,2016-08-12 07:17:27.150,3.383662337662338,-0.9818973011694471,7.6923076923076925,20.8955223880597,True,MANTEVE
79020,N,B,62051.0,2016-08-12 07:25:36.540,0.0,3.6849635058903765,0.0,0.0,False,INDEFINIDO
51120,N,B,60051.0,2016-08-19 07:07:26.643,4.454854819976771,-8.240383146248172,3.278688524590164,40.625,True,DIMINUIU POUCO
51120,E,B,60051.0,2016-08-19 07:17:10.370,10.038157894736841,-5.841178560559552,0.0,41.66666666666667,True,MANTEVE
51020,E,B,29051.0,2016-08-19 07:15:18.280,7.122916666666667,-7.727454989106181,0.0,40.909090909090914,True,AUMENTOU POUCO
51020,N,C,29051.0,2016-08-19 07:36:57.393,3.0158614232209735,-10.482018135869675,0.0,51.42857142857142,True,DIMINUIU POUCO
80020,N,C,70051.0,2016-08-19 06:50:27.223,6.083818707810994,-4.804035278505934,1.4285714285714286,40.0,True,MANTEVE
80020,E,C,70051.0,2016-08-19 07:28:05.617,16.221490125673252,7.055621809747886,0.0,9.090909090909092,True,MANTEVE
79120,N,B,69051.0,2016-08-19 07:04:09.473,0.0,-5.59608399895546,0.0,50.0,False,AUMENTOU POUCO
79120,E,B,69051.0,2016-08-19 11:49:39.553,0.0,3.314022863686597,0.0,11.11111111111111,True,MANTEVE
60020,E,B,66051.0,2016-08-19 07:24:53.620,10.592960000000003,3.7071897018744098,0.0,20.689655172413794,True,MANTEVE
60020,N,C,66051.0,2016-08-19 12:25:30.100,5.003023255813953,-7.004408883868954,11.76470588235294,41.66666666666667,False,MANTEVE
148020,N,B,71051.0,2016-08-19 07:42:47.890,6.090124223602484,-2.758527460818021,0.0,39.705882352941174,False,MANTEVE
79120,N,B,68051.0,2016-08-19 09:12:39.390,1.6783304042179263,-3.256964784296678,8.860759493670885,31.896551724137932,False,MANTEVE
79120,E,C,68051.0,2016-08-19 16:09:55.470,5.72505154639175,4.307362052228994,0.0,4.545454545454546,True,AUMENTOU POUCO
51020,E,C,72051.0,2016-08-19 06:59:05.760,0.0,1.5384272630727507,0.0,28.57142857142857,False,MANTEVE
79120,N,B,64051.0,2016-08-19 07:40:09.600,9.357586206896553,4.564018993572912,0.0,0.0,True,MANTEVE
79120,E,B,64051.0,2016-08-19 08:59:43.947,2.927090909090908,-15.569293770849914,0.0,58.82352941176471,True,INDEFINIDO
79020,E,C,62051.0,2016-08-19 10:53:17.790,0.0,0.809766258952406,0.0,0.0,False,INDEFINIDO
51020,N,B,28051.0,2016-08-19 13:03:22.793,4.643997539975399,-2.0704670484236813,0.0,22.0,True,MANTEVE
51020,E,C,28051.0,2016-08-19 13:23:38.157,11.521666666666667,3.247895203796261,0.0,50.0,True,DIMINUIU POUCO
51120,E,B,61051.0,2016-08-19 06:53:52.903,0.0,4.452902797447988,0.0,0.0,True,AUMENTOU POUCO
51120,N,B,61051.0,2016-08-19 12:41:55.607,3.4028387096774195,-6.64387208370682,9.67741935483871,28.57142857142857,True,MANTEVE
79020,N,C,56051.0,2016-08-19 13:30:07.817,0.0,0.0,0.0,0.0,False,INDEFINIDO
51120,N,C,60051.0,2016-08-26 06:51:10.290,4.712518101367659,2.963744134792344,5.813953488372093,7.792207792207792,True,MANTEVE
51120,E,B,60051.0,2016-08-26 07:16:16.353,7.480263157894737,3.81851694008815,0.0,9.30232558139535,False,MANTEVE
79020,N,B,62051.0,2016-08-26 06:59:57.797,0.0,2.9518961140389526,0.0,6.666666666666667,False,INDEFINIDO
79020,E,B,62051.0,2016-08-26 07:39:20.483,0.0,2.9389769639254655,0.0,0.0,False,MANTEVE
79120,N,B,69051.0,2016-08-26 07:01:00.690,0.0,0.1314743715205316,0.0,38.46153846153847,True,DIMINUIU POUCO
79120,E,B,69051.0,2016-08-26 07:27:58.877,0.0,3.7252138778716524,0.0,8.333333333333332,True,MANTEVE
79120,N,B,64051.0,2016-08-26 07:40:23.467,8.795945945945943,4.518630499550189,0.0,7.142857142857142,True,MANTEVE
148020,N,B,71051.0,2016-08-26 06:43:35.200,5.424525691699605,2.3214388069476235,2.564102564102564,18.181818181818183,True,MANTEVE
148020,E,C,71051.0,2016-08-26 14:02:40.730,9.502222222222223,3.636492404338428,0.0,33.33333333333333,True,INDEFINIDO
80020,N,B,70051.0,2016-08-26 06:51:28.110,5.560938337801608,2.486920929682541,1.3513513513513513,22.641509433962266,False,MANTEVE
80020,E,B,70051.0,2016-08-26 08:26:41.470,14.144454545454545,10.012564549278322,0.0,0.0,False,MANTEVE
51020,E,B,28051.0,2016-08-26 07:13:46.407,0.0,5.651468315704338,0.0,33.33333333333333,False,AUMENTOU MUITO
51020,N,C,28051.0,2016-08-26 16:00:41.997,4.877317880794702,5.0741727000135874,0.0,3.3333333333333335,False,AUMENTOU MUITO
79120,N,B,68051.0,2016-08-26 07:16:43.930,1.5906075216972027,3.5536396007298134,12.5,11.320754716981133,False,AUMENTOU POUCO
79120,E,C,68051.0,2016-08-26 15:07:09.620,4.285555555555556,6.666298153054804,6.666666666666667,4.651162790697675,False,AUMENTOU POUCO
51020,E,C,29051.0,2016-08-26 08:22:01.570,7.918530805687204,2.69365531149713,0.0,3.3333333333333335,True,MANTEVE
51020,N,B,29051.0,2016-08-26 09:08:29.447,3.9046300448430484,2.4935070765257237,0.0,9.30232558139535,True,AUMENTOU POUCO
51120,N,C,61051.0,2016-08-26 14:07:07.653,4.502105263157896,3.8317461737340786,0.0,0.0,True,MANTEVE
51120,E,B,61051.0,2016-08-26 15:47:43.320,0.0,4.91620959449378,0.0,0.0,True,DIMINUIU POUCO
51020,E,B,72051.0,2016-08-26 08:41:44.853,0.0,1.4628174964295848,0.0,28.985507246376812,False,MANTEVE
60020,N,B,66051.0,2016-08-26 08:08:22.517,4.385374149659864,5.23781750990732,0.0,0.0,False,DIMINUIU POUCO
51120,N,C,60051.0,2016-09-02 06:49:43.587,5.137576923076923,1.5897969718232898,4.285714285714286,8.333333333333332,True,MANTEVE
51120,E,B,60051.0,2016-09-02 10:45:42.080,6.680191082802548,0.9978770511113817,0.0,13.333333333333334,True,AUMENTOU POUCO
79020,E,B,63051.0,2016-09-02 07:17:07.213,0.0,11.802059323278414,0.0,0.0,False,INDEFINIDO
51020,E,B,28051.0,2016-09-02 07:54:26.897,4.565384615384616,9.14394270916188,0.0,0.0,False,AUMENTOU POUCO
51020,N,B,28051.0,2016-09-02 12:08:44.743,4.032431372549021,3.973726062477002,5.714285714285714,8.333333333333332,False,MANTEVE
51120,N,B,61051.0,2016-09-02 08:41:00.113,4.0606779661016965,0.4295699281038519,0.0,8.333333333333332,True,MANTEVE
51120,E,B,61051.0,2016-09-02 08:30:04.113,0.0,4.420021471602347,0.0,0.0,True,MANTEVE
79120,N,B,68051.0,2016-09-02 09:30:22.330,2.0849157979149955,2.7143100836729244,18.29268292682927,10.38961038961039,False,MANTEVE
79120,E,C,68051.0,2016-09-02 12:15:50.120,3.792500000000001,6.409321350107289,8.333333333333332,3.7735849056603774,False,MANTEVE
80020,N,B,70051.0,2016-09-02 06:57:29.943,5.038801742919389,3.2935358080460415,0.0,17.6056338028169,True,DIMINUIU POUCO
80020,E,C,70051.0,2016-09-02 15:30:24.367,8.728055555555557,8.40486627611581,0.0,0.0,True,DIMINUIU POUCO
51020,E,B,29051.0,2016-09-02 07:03:37.163,7.106454183266933,-3.398226215122507,0.0,20.833333333333336,True,DIMINUIU POUCO
51020,N,C,29051.0,2016-09-02 13:09:28.447,4.175417185554173,-1.5256704157869814,1.8181818181818181,28.57142857142857,True,DIMINUIU POUCO
79120,E,B,69051.0,2016-09-02 07:29:52.157,4.72448275862069,3.281888648671398,0.0,12.0,False,AUMENTOU MUITO
79120,E,B,64051.0,2016-09-02 07:39:16.837,6.7620000000000005,7.662821825639606,0.0,0.0,True,INDEFINIDO
79120,N,B,64051.0,2016-09-02 07:13:53.670,4.49616,3.1581683482166216,0.0,12.903225806451612,True,MANTEVE
148020,N,B,71051.0,2016-09-02 07:51:59.140,4.425986509274875,1.2129693773499304,8.88888888888889,20.54794520547945,False,AUMENTOU POUCO
148020,E,C,71051.0,2016-09-02 17:13:28.130,6.777333333333333,6.815557666819128,0.0,0.0,True,DIMINUIU POUCO
60020,E,B,66051.0,2016-09-02 10:57:01.737,7.784489795918368,13.667968499249541,0.0,0.0,True,INDEFINIDO
60020,N,C,66051.0,2016-09-02 13:51:48.843,4.004056224899599,3.9757819543066284,0.0,4.545454545454546,False,MANTEVE
79020,N,C,62051.0,2016-09-02 15:31:13.293,3.7874999999999996,3.3500177971900356,0.0,7.6923076923076925,True,MANTEVE
79020,E,C,62051.0,2016-09-02 14:53:25.160,0.0,-10.776520818365217,0.0,50.0,False,AUMENTOU MUITO
79120,E,C,68051.0,2016-09-09 07:03:52.443,4.145000000000001,6.643681739757328,9.090909090909092,3.4482758620689653,True,MANTEVE
79120,N,B,68051.0,2016-09-09 06:51:01.703,3.374798449612403,1.456114251048697,12.643678160919542,12.727272727272727,True,MANTEVE
51120,E,B,60051.0,2016-09-09 07:29:51.350,5.147159090909091,2.8472018588216965,0.0,5.263157894736842,True,MANTEVE
51120,N,C,60051.0,2016-09-09 07:36:12.150,4.315307994757536,1.8640536723562817,0.0,7.6923076923076925,True,MANTEVE
79120,E,C,69051.0,2016-09-09 08:28:09.817,4.937024390243903,3.7656761028531176,0.0,7.6923076923076925,False,MANTEVE
51120,N,B,61051.0,2016-09-09 06:54:35.847,3.5954666666666664,0.04617999058421233,0.0,9.090909090909092,True,MANTEVE
51120,E,B,61051.0,2016-09-09 07:54:13.800,6.407142857142857,4.800401429865825,0.0,0.0,True,AUMENTOU POUCO
60020,N,B,66051.0,2016-09-09 06:56:38.467,4.458627450980394,4.5382352923930735,0.0,0.0,True,MANTEVE
51020,E,B,29051.0,2016-09-09 07:11:57.110,6.110219780219781,-1.9224026480065544,0.0,16.363636363636363,True,AUMENTOU POUCO
51020,N,C,29051.0,2016-09-09 12:34:03.400,4.358457711442785,-0.5442750713433488,3.571428571428571,33.80281690140845,True,MANTEVE
79120,E,B,64051.0,2016-09-09 07:20:16.937,8.034999999999997,7.940468915780105,0.0,0.0,True,MANTEVE
148020,N,B,71051.0,2016-09-09 07:23:04.450,3.0401949025487256,2.714996664969363,8.333333333333332,15.942028985507244,False,MANTEVE
148020,E,C,71051.0,2016-09-09 12:16:37.780,6.777333333333333,5.9941011485354805,0.0,16.666666666666664,False,AUMENTOU POUCO
80020,E,B,70051.0,2016-09-09 08:43:24.653,10.86456692913386,15.459225614360179,0.0,0.0,False,MANTEVE
80020,N,C,70051.0,2016-09-09 09:04:29.603,6.354458333333333,3.01318358742728,0.0,19.083969465648856,False,MANTEVE
79020,N,B,62051.0,2016-09-09 13:55:22.653,3.7874999999999996,5.584317893290283,0.0,4.761904761904762,False,AUMENTOU MUITO
79020,E,B,62051.0,2016-09-09 11:15:14.430,2.3949999999999996,0.14933311277892447,0.0,30.76923076923077,False,MANTEVE
51020,E,B,28051.0,2016-09-09 07:18:58.600,0.0,7.939738190319453,0.0,0.0,False,DIMINUIU POUCO
51020,N,B,28051.0,2016-09-09 15:57:38.027,3.766976351351351,3.751945191256099,5.0,11.11111111111111,True,DIMINUIU MUITO
79020,E,B,63051.0,2016-09-09 08:38:01.670,0.0,11.802059323278414,0.0,0.0,False,MANTEVE
51020,E,B,28051.0,2016-09-16 09:14:15.497,8.810000000000002,7.939738190319453,0.0,0.0,False,DIMINUIU MUITO
51020,N,B,28051.0,2016-09-16 13:41:40.560,5.376666666666668,3.061036074417324,0.0,10.81081081081081,True,MANTEVE
51120,N,B,60051.0,2016-09-16 07:09:40.143,4.569427753934191,2.5840931182971425,4.0,4.166666666666666,True,MANTEVE
51120,E,B,60051.0,2016-09-16 08:24:19.197,4.615227272727272,2.9618864864385537,0.0,8.333333333333332,True,MANTEVE
60020,N,B,66051.0,2016-09-16 07:13:19.490,5.117521367521367,2.5240688858447236,0.0,10.0,True,MANTEVE
79020,E,B,62051.0,2016-09-16 07:31:39.400,6.292499999999998,3.6611801803426443,0.0,21.052631578947366,False,MANTEVE
79020,N,B,62051.0,2016-09-16 07:41:36.703,7.354920634920637,8.239889793205585,0.0,0.0,False,MANTEVE
51020,N,C,29051.0,2016-09-16 07:32:45.220,4.628915094339622,0.374168008605385,0.0,26.923076923076923,True,MANTEVE
51020,E,B,29051.0,2016-09-16 10:00:28.300,6.918486842105264,-1.3145528798027641,0.0,16.9811320754717,True,DIMINUIU POUCO
148020,N,C,71051.0,2016-09-16 07:44:14.503,2.800248344370861,2.659163502796568,2.380952380952381,18.461538461538463,True,DIMINUIU POUCO
80020,N,B,70051.0,2016-09-16 08:00:29.570,3.5458394648829437,5.319047604279918,11.34020618556701,2.5316455696202533,False,MANTEVE
80020,E,C,70051.0,2016-09-16 15:56:04.323,10.710054054054057,14.942339092283646,0.0,0.0,False,AUMENTOU POUCO
51120,N,B,61051.0,2016-09-16 08:16:03.810,4.647428571428571,-0.4093559231641803,0.0,9.523809523809524,True,MANTEVE
51120,E,B,61051.0,2016-09-16 09:27:13.577,8.051132075471699,0.0,0.0,0.0,False,DIMINUIU POUCO
79120,N,B,68051.0,2016-09-16 08:32:31.437,6.162853260869566,1.3291329986131313,3.8461538461538463,13.23529411764706,False,DIMINUIU POUCO
79120,E,B,68051.0,2016-09-16 08:49:09.887,8.011317957166389,6.440993649652342,2.380952380952381,2.564102564102564,True,MANTEVE
79120,E,B,64051.0,2016-09-16 07:13:02.523,8.034999999999997,7.784675823581047,0.0,0.0,True,MANTEVE
79020,N,B,56051.0,2016-09-16 07:33:57.420,0.0,0.03186877751745776,0.0,50.0,True,INDEFINIDO
79120,E,B,69051.0,2016-09-16 09:13:10.567,6.231045751633987,2.2292536794900673,0.0,12.5,True,MANTEVE
51120,E,B,60051.0,2016-09-23 06:56:20.050,5.647006802721089,5.4697188350613715,4.545454545454546,0.0,True,DIMINUIU POUCO
51120,N,B,60051.0,2016-09-23 07:45:07.023,5.014481525625744,3.7916285538100274,3.4482758620689653,1.0526315789473684,True,MANTEVE
51020,N,B,29051.0,2016-09-23 07:01:58.490,4.400216535433071,2.4970536274390014,0.0,19.047619047619047,True,MANTEVE
51020,E,B,29051.0,2016-09-23 12:19:24.113,6.69795107033639,5.138910734772394,0.0,0.0,True,MANTEVE
79020,N,B,56051.0,2016-09-23 07:06:22.910,0.0,3.706255317666794,0.0,20.0,False,MANTEVE
79020,E,B,56051.0,2016-09-23 07:30:12.613,0.0,0.0,0.0,0.0,False,INDEFINIDO
79120,N,C,68051.0,2016-09-23 07:20:04.590,5.52010752688172,3.602649102624214,4.651162790697675,5.084745762711865,False,MANTEVE
79120,E,C,68051.0,2016-09-23 16:07:16.160,7.839728867623605,6.295303392642795,0.0,5.555555555555555,True,MANTEVE
80020,E,B,70051.0,2016-09-23 07:24:27.147,6.907105263157894,14.97478905324471,10.0,0.0,True,DIMINUIU POUCO
80020,N,B,70051.0,2016-09-23 08:03:24.210,3.408185676392571,5.26895130555707,9.090909090909092,2.272727272727273,True,MANTEVE
51020,E,B,28051.0,2016-09-23 07:25:25.020,8.810000000000002,8.953700106732347,0.0,0.0,False,MANTEVE
51020,N,B,28051.0,2016-09-23 09:53:41.997,5.328319327731092,4.70012273400054,6.0606060606060606,2.7777777777777777,False,MANTEVE
148020,N,B,71051.0,2016-09-23 07:26:49.767,4.657050147492626,4.828537356343518,4.0,8.928571428571429,True,MANTEVE
60020,N,C,66051.0,2016-09-23 08:38:45.270,4.968982035928144,2.409623601711615,0.0,11.538461538461538,True,MANTEVE
60020,E,B,66051.0,2016-09-23 14:13:05.510,0.0,0.0,0.0,0.0,True,INDEFINIDO
79020,E,B,62051.0,2016-09-23 10:14:21.230,7.977073170731706,12.256572632682838,0.0,0.0,True,MANTEVE
79020,N,B,62051.0,2016-09-23 12:51:26.607,7.311521739130437,8.74184955431736,0.0,0.0,True,MANTEVE
51120,N,B,61051.0,2016-09-23 12:15:30.487,3.1754477611940297,3.9402754765958155,5.555555555555555,0.0,True,MANTEVE
51120,E,B,61051.0,2016-09-23 07:09:29.600,8.948,7.576628609595161,0.0,0.0,True,AUMENTOU POUCO
79120,N,B,69051.0,2016-09-23 07:58:55.320,2.6176923076923084,2.3572647873312165,0.0,0.0,False,INDEFINIDO
