CodigoCentroSaida,TipoTraco,TipoLancamento,Aglomerante,DataProjecao,MPaAcimaPeriodosReais,MPaAcimaPeriodosProjetados,PercentualAbaixoPeriodosReais,PercentualAbaixoPeriodosProjetados,UltimaAlteracaoDesvioImpactouDadosReais,AlteracaoDesvio
79120,N,B,68051.0,2017-01-06 17:22:58.317,3.717356608478804,5.623575554493135,6.557377049180328,4.587155963302752,True,MANTEVE
60020,E,B,24051.0,2017-01-06 18:43:05.217,0.0,-27.333333333333332,0.0,100.0,True,INDEFINIDO
60020,N,B,24051.0,2017-01-06 09:38:00.027,0.0,-28.70967741935484,0.0,100.0,False,INDEFINIDO
80020,N,B,70051.0,2017-01-06 07:02:44.000,4.810981735159818,-2.1770351471861145,3.225806451612903,22.22222222222222,True,MANTEVE
80020,E,C,70051.0,2017-01-06 13:18:07.513,11.712,8.112404171560783,0.0,0.0,True,DIMINUIU POUCO
51120,E,B,61051.0,2017-01-06 07:05:11.197,15.879999999999999,0.0,0.0,0.0,True,DIMINUIU POUCO
51120,N,C,60051.0,2017-01-06 07:29:49.090,5.4182312925170075,7.215487130261293,3.3333333333333335,1.8518518518518516,False,DIMINUIU POUCO
51120,E,B,60051.0,2017-01-06 07:39:22.613,8.82555844155844,7.40543406210432,0.0,0.0,True,MANTEVE
60020,E,B,66051.0,2017-01-06 11:34:46.767,11.05,2.0823067424359394,0.0,0.0,False,MANTEVE
60020,N,B,66051.0,2017-01-06 07:50:06.253,5.987235772357725,0.7189824662252245,0.0,50.0,True,MANTEVE
79020,N,B,62051.0,2017-01-06 09:56:02.710,3.5833333333333344,3.449697224617056,0.0,8.333333333333332,True,INDEFINIDO
79020,E,B,63051.0,2017-01-06 07:18:17.290,12.98826446280992,7.746453813021508,0.0,0.0,True,MANTEVE
51020,N,B,29051.0,2017-01-13 07:12:11.730,5.07140625,5.890045396299648,0.0,3.3333333333333335,True,DIMINUIU POUCO
51020,E,B,29051.0,2017-01-13 12:19:32.287,10.096235864297256,7.706715203874025,0.0,0.0,True,MANTEVE
79120,N,B,68051.0,2017-01-13 07:17:33.697,4.179135802469137,5.754482002932199,2.5,2.307692307692308,False,DIMINUIU POUCO
79120,E,C,68051.0,2017-01-13 13:16:28.570,10.839047619047621,6.6013477126106075,0.0,0.0,True,INDEFINIDO
51120,N,C,60051.0,2017-01-13 07:33:52.927,7.216633333333332,7.225918135252771,2.4390243902439024,1.6666666666666667,False,MANTEVE
51120,E,B,60051.0,2017-01-13 11:33:09.020,10.423100000000002,9.754274099792235,0.0,0.0,True,AUMENTOU POUCO
148020,N,B,71051.0,2017-01-13 07:38:06.930,2.5359999999999996,2.5543814010869803,19.148936170212767,13.953488372093023,True,AUMENTOU POUCO
60020,E,B,24051.0,2017-01-13 08:40:17.140,0.0,0.0,0.0,0.0,True,MANTEVE
60020,N,B,24051.0,2017-01-13 07:52:57.587,0.0,-28.181818181818183,0.0,100.0,True,DIMINUIU POUCO
80020,E,C,70051.0,2017-01-13 09:04:03.913,8.729753694581282,7.773067406972874,0.0,0.0,True,MANTEVE
80020,N,B,70051.0,2017-01-13 13:26:59.040,5.913209549071619,-1.923022602476733,0.0,21.153846153846153,True,MANTEVE
79120,E,B,69051.0,2017-01-13 07:32:55.877,0.0,0.0,0.0,0.0,True,INDEFINIDO
51020,N,C,28051.0,2017-01-13 08:11:21.247,7.413132530120483,1.5899408951160143,0.0,0.0,True,INDEFINIDO
51120,N,C,61051.0,2017-01-13 15:19:14.487,0.0,5.3664038098094595,0.0,50.0,True,INDEFINIDO
60020,E,B,25051.0,2017-01-13 07:18:05.923,0.0,-30.0,0.0,100.0,False,INDEFINIDO
60020,N,B,25051.0,2017-01-13 08:03:37.307,0.0,3.2811588024370515,0.0,0.0,False,INDEFINIDO
79020,E,B,63051.0,2017-01-13 07:41:13.427,10.667167630057806,6.289953230158731,0.0,0.0,True,MANTEVE
51120,N,B,60051.0,2017-01-20 07:35:33.277,7.041252446183951,6.4773649820975425,2.7027027027027026,2.8169014084507045,True,AUMENTOU POUCO
51120,E,B,60051.0,2017-01-20 07:34:20.773,8.945322580645161,7.204011195380774,0.0,5.405405405405405,True,DIMINUIU POUCO
51020,N,C,28051.0,2017-01-20 07:45:47.507,7.1274358974358965,2.9622635124945007,0.0,2.272727272727273,True,MANTEVE
51020,E,B,28051.0,2017-01-20 08:37:08.890,0.0,0.0,0.0,0.0,True,INDEFINIDO
148020,N,B,71051.0,2017-01-20 07:49:59.900,1.5889389067524116,3.7225676154958878,21.73913043478261,8.695652173913043,True,MANTEVE
79120,N,B,68051.0,2017-01-20 08:35:17.343,4.040372208436725,5.761743789959327,12.903225806451612,3.4782608695652173,False,MANTEVE
79120,E,B,68051.0,2017-01-20 12:31:08.887,8.092715231788079,5.347475617580122,0.0,0.0,True,MANTEVE
60020,N,B,25051.0,2017-01-20 08:49:04.687,0.0,5.506256901092291,0.0,0.0,False,MANTEVE
60020,E,B,25051.0,2017-01-20 07:04:37.037,0.0,-1.193736507524576,0.0,22.22222222222222,False,MANTEVE
80020,N,C,70051.0,2017-01-20 09:37:48.407,3.8102524271844653,-3.2533135658380186,5.555555555555555,24.528301886792452,True,MANTEVE
80020,E,C,70051.0,2017-01-20 07:33:53.307,4.370165413533835,4.997248469859178,2.3255813953488373,0.0,True,MANTEVE
51020,N,B,29051.0,2017-01-20 12:41:19.610,5.474848484848485,5.4471983597197555,0.0,2.7027027027027026,True,MANTEVE
51020,E,B,29051.0,2017-01-20 13:54:36.667,8.681442411194833,9.92903676034131,0.0,0.0,False,DIMINUIU POUCO
79020,N,C,62051.0,2017-01-20 13:05:15.850,1.7290277777777776,7.330003650673178,0.0,0.0,True,INDEFINIDO
79020,E,B,62051.0,2017-01-20 13:43:13.937,3.7978846153846155,0.0,0.0,0.0,False,INDEFINIDO
51120,E,B,61051.0,2017-01-20 07:02:06.690,0.0,0.0,0.0,0.0,True,INDEFINIDO
51120,N,B,61051.0,2017-01-20 11:45:25.220,0.0,3.447617041573817,0.0,66.66666666666666,False,AUMENTOU POUCO
51020,N,B,29051.0,2017-01-27 06:53:33.300,4.65451247165533,4.150907517861861,3.125,5.063291139240507,False,DIMINUIU POUCO
51020,E,B,29051.0,2017-01-27 07:21:37.210,8.900000000000004,8.248528585615384,0.0,0.0,False,MANTEVE
51020,N,C,28051.0,2017-01-27 07:39:52.433,0.0,2.7194938501049952,0.0,2.4390243902439024,False,MANTEVE
80020,N,B,70051.0,2017-01-27 06:58:30.273,3.519225700164745,3.109460069678062,4.878048780487805,11.940298507462686,True,MANTEVE
80020,E,B,70051.0,2017-01-27 08:34:16.013,3.597756653992395,3.9675866334064342,2.941176470588235,3.8461538461538463,True,MANTEVE
51120,E,B,60051.0,2017-01-27 06:58:54.400,8.052195121951218,6.134737171665049,0.0,3.3333333333333335,True,MANTEVE
51120,N,B,60051.0,2017-01-27 07:09:15.077,6.210864745011087,4.81060025306186,3.125,2.4691358024691357,False,DIMINUIU POUCO
79020,N,C,62051.0,2017-01-27 06:59:08.667,4.71578947368421,8.50625831103672,0.0,0.0,True,MANTEVE
79020,E,B,62051.0,2017-01-27 10:11:55.653,0.0,5.15033865253132,0.0,0.0,False,MANTEVE
79120,N,B,68051.0,2017-01-27 07:19:50.393,5.5555358649789035,4.286144432599881,7.608695652173914,5.607476635514018,False,DIMINUIU POUCO
79120,E,B,68051.0,2017-01-27 09:23:56.500,1.8433333333333328,5.3879317234240585,0.0,0.0,True,MANTEVE
148020,N,C,71051.0,2017-01-27 07:56:06.543,2.01177370030581,6.235109427942548,20.833333333333336,1.6129032258064515,True,MANTEVE
148020,E,C,71051.0,2017-01-27 12:42:43.390,0.0,0.0,0.0,0.0,False,INDEFINIDO
60020,N,C,25051.0,2017-01-27 13:21:54.490,0.0,5.745685222383539,0.0,0.0,False,MANTEVE
79020,E,B,63051.0,2017-01-27 12:00:31.277,6.5875,5.771408433220306,0.0,0.0,True,INDEFINIDO
60020,E,B,24051.0,2017-01-27 08:08:26.720,0.0,7.418938809443552,0.0,0.0,False,INDEFINIDO
60020,N,B,24051.0,2017-01-27 10:09:24.550,3.2445161290322586,-6.094440834088453,0.0,40.0,True,INDEFINIDO
79120,E,B,69051.0,2017-01-27 07:04:25.713,0.0,0.0,0.0,0.0,True,INDEFINIDO
51120,E,B,61051.0,2017-01-27 07:07:59.860,0.0,0.0,0.0,0.0,True,MANTEVE
51020,N,B,29051.0,2017-02-03 07:05:58.143,4.8535471698113195,-1.4147423501715555,3.571428571428571,16.304347826086957,False,MANTEVE
51020,E,B,29051.0,2017-02-03 07:19:21.337,10.79323442136499,1.504163618311076,0.0,14.102564102564102,False,MANTEVE
79120,N,C,68051.0,2017-02-03 07:15:22.407,6.44289727831431,-1.905722814141244,3.5294117647058822,27.692307692307693,False,AUMENTOU POUCO
79120,E,B,68051.0,2017-02-03 06:52:02.677,7.313181818181817,1.8844297045974678,0.0,12.82051282051282,True,MANTEVE
51120,N,B,60051.0,2017-02-03 07:43:34.153,6.470183206106871,2.7860867490480086,0.0,8.955223880597014,False,MANTEVE
51120,E,B,60051.0,2017-02-03 06:58:31.710,13.41903448275862,0.5092048138948145,0.0,17.24137931034483,True,MANTEVE
60020,N,B,25051.0,2017-02-03 08:16:54.663,3.5150000000000006,3.4742852966732034,0.0,6.451612903225806,True,MANTEVE
60020,E,B,25051.0,2017-02-03 08:46:59.303,3.7171428571428566,6.932089046544513,0.0,0.0,True,INDEFINIDO
80020,N,B,70051.0,2017-02-03 07:26:22.227,3.3598292682926836,-1.6513484324315446,0.0,34.21052631578947,True,MANTEVE
80020,E,B,70051.0,2017-02-03 13:41:33.067,5.273563218390804,1.1887107280792695,0.0,13.513513513513514,True,MANTEVE
51020,N,C,28051.0,2017-02-03 07:40:46.673,1.5666666666666675,2.897113030530306,0.0,0.0,False,DIMINUIU MUITO
148020,N,B,71051.0,2017-02-03 07:27:11.260,2.110090909090909,4.793358386069113,15.384615384615385,7.936507936507936,True,DIMINUIU POUCO
79020,E,B,63051.0,2017-02-03 10:43:12.413,9.080512820512821,-21.626668667429232,0.0,75.0,True,MANTEVE
51120,E,B,60051.0,2017-02-10 07:36:21.193,9.662264150943393,0.8408477262449077,0.0,15.384615384615385,True,MANTEVE
51120,N,C,60051.0,2017-02-10 11:14:13.750,4.897280334728033,2.794278067570385,3.9215686274509802,5.797101449275362,True,MANTEVE
51020,N,B,29051.0,2017-02-10 07:21:48.380,4.0205687203791465,-1.0887513023625417,6.521739130434782,16.831683168316832,True,AUMENTOU POUCO
51020,E,C,29051.0,2017-02-10 09:23:51.457,9.539200968523,0.4926429537149755,0.0,15.942028985507244,True,MANTEVE
60020,E,B,25051.0,2017-02-10 07:53:32.137,7.423833333333333,3.0091379907117743,0.0,15.789473684210526,True,MANTEVE
60020,N,C,25051.0,2017-02-10 15:40:53.887,4.842323232323233,2.9906400811383738,0.0,10.0,True,MANTEVE
80020,E,B,70051.0,2017-02-10 07:53:39.063,2.1303414634146343,0.11757560781154552,13.333333333333334,18.6046511627907,True,MANTEVE
80020,N,C,70051.0,2017-02-10 08:23:22.873,1.8952772073921966,-2.705136713537064,5.555555555555555,44.61538461538462,True,MANTEVE
79120,N,B,68051.0,2017-02-10 10:47:50.763,5.106047717842321,-2.238281533380762,5.88235294117647,27.27272727272727,False,MANTEVE
79120,E,B,68051.0,2017-02-10 15:47:57.317,4.082916666666667,2.5672607539068553,0.0,13.157894736842104,True,MANTEVE
148020,N,B,71051.0,2017-02-10 15:15:54.103,2.703950381679389,4.171780583288682,7.5,11.76470588235294,True,AUMENTOU POUCO
79120,E,B,69051.0,2017-02-10 16:52:12.077,0.0,6.569323279237606,0.0,0.0,True,INDEFINIDO
51020,E,B,28051.0,2017-02-10 07:03:42.800,0.0,0.0,0.0,0.0,False,INDEFINIDO
51020,N,C,28051.0,2017-02-10 13:28:52.357,1.97485549132948,2.990536275742719,15.909090909090908,0.0,True,AUMENTOU MUITO
79020,E,B,62051.0,2017-02-10 14:58:49.650,0.0,4.463596125220536,0.0,14.285714285714285,True,INDEFINIDO
51120,E,B,61051.0,2017-02-10 11:10:01.280,0.0,0.0,0.0,0.0,True,INDEFINIDO
79020,E,B,63051.0,2017-02-10 12:30:53.627,10.2,-19.387630489117587,0.0,66.66666666666666,True,MANTEVE
51120,N,B,60051.0,2017-02-17 07:07:36.067,3.356199494949494,2.6033802913539152,5.454545454545454,6.666666666666667,True,MANTEVE
51120,E,B,60051.0,2017-02-17 06:53:50.303,5.035239669421488,0.9654569981843557,0.0,16.091954022988507,True,MANTEVE
51020,N,B,29051.0,2017-02-17 07:15:17.800,0.9782112676056338,-1.884786178192121,19.607843137254903,16.455696202531644,True,DIMINUIU POUCO
51020,E,C,29051.0,2017-02-17 10:12:28.757,6.837279005524864,1.4641170490729354,0.0,13.253012048192772,True,MANTEVE
79020,E,B,63051.0,2017-02-17 08:20:28.817,8.355,-30.0,0.0,100.0,True,MANTEVE
79120,N,C,68051.0,2017-02-17 08:53:53.917,2.8160000000000003,-2.29627642409422,8.823529411764707,27.192982456140353,True,MANTEVE
79120,E,B,68051.0,2017-02-17 06:52:25.803,3.1293796526054587,2.6726450980131076,3.7037037037037033,12.195121951219512,True,MANTEVE
80020,N,B,70051.0,2017-02-17 11:35:51.813,1.5582249322493222,-4.058002143056937,11.11111111111111,49.09090909090909,True,MANTEVE
80020,E,B,70051.0,2017-02-17 13:22:50.847,1.733581081081081,-0.2702882139265091,19.047619047619047,20.0,True,MANTEVE
148020,N,B,71051.0,2017-02-17 07:34:16.680,3.9564655172413787,3.5606083064446534,4.545454545454546,10.638297872340425,True,MANTEVE
60020,N,B,25051.0,2017-02-17 08:15:14.463,4.744782608695654,2.4485335203358103,0.0,12.0,True,MANTEVE
60020,E,C,25051.0,2017-02-17 11:09:13.047,8.55195652173913,2.2712705726550038,0.0,12.5,True,MANTEVE
51120,E,C,61051.0,2017-02-17 14:01:20.733,0.0,0.0,0.0,0.0,False,AUMENTOU POUCO
79020,N,B,62051.0,2017-02-17 07:03:24.133,5.4239999999999995,-0.7592633089668702,0.0,60.0,True,INDEFINIDO
79120,E,B,69051.0,2017-02-17 07:16:59.610,0.0,6.94815333738783,0.0,0.0,True,MANTEVE
51020,N,B,28051.0,2017-02-17 07:03:39.743,1.6043828264758502,2.8820952947507643,16.666666666666664,0.0,True,MANTEVE
51020,E,B,29051.0,2017-02-24 06:57:07.860,4.816781214203896,4.041042403374719,5.172413793103448,12.345679012345679,True,MANTEVE
51020,N,B,29051.0,2017-02-24 07:50:35.553,1.7973674059787847,1.4406823426446242,16.43835616438356,30.555555555555557,True,AUMENTOU POUCO
79020,E,B,56051.0,2017-02-24 06:58:44.537,0.0,4.141532204050542,0.0,0.0,False,INDEFINIDO
51120,N,B,60051.0,2017-02-24 07:08:56.493,3.246937086092715,2.787155600200425,2.380952380952381,5.319148936170213,True,MANTEVE
51120,E,B,60051.0,2017-02-24 07:24:51.157,6.18800975609756,5.618412171583257,0.0,1.639344262295082,True,MANTEVE
79120,N,C,68051.0,2017-02-24 07:13:13.740,3.255142857142857,3.6291772879863373,18.0,10.75268817204301,True,MANTEVE
79120,E,B,68051.0,2017-02-24 07:54:27.740,1.7543266475644705,5.66128246983536,4.3478260869565215,0.0,True,MANTEVE
79020,N,C,62051.0,2017-02-24 07:31:16.607,5.564516129032258,0.6735797629297644,0.0,38.095238095238095,True,MANTEVE
80020,N,B,70051.0,2017-02-24 07:32:45.013,1.7027184466019412,2.2267059541119893,19.230769230769234,15.384615384615385,True,MANTEVE
80020,E,B,70051.0,2017-02-24 08:49:13.440,4.357061994609165,1.2926997473187223,7.4074074074074066,16.666666666666664,True,MANTEVE
60020,N,C,25051.0,2017-02-24 07:10:29.580,4.233343653250774,1.9756968677097448,0.0,30.434782608695656,True,MANTEVE
60020,E,C,25051.0,2017-02-24 14:50:04.730,10.046000000000001,2.341093911540388,0.0,16.216216216216218,True,MANTEVE
148020,N,B,71051.0,2017-02-24 07:50:20.360,4.739712746858169,5.035829115690026,5.0,9.75609756097561,True,MANTEVE
79120,E,B,69051.0,2017-02-24 07:00:50.750,0.0,6.94815333738783,0.0,0.0,True,MANTEVE
51020,N,B,28051.0,2017-02-24 07:06:42.637,0.0,1.4811416781847861,0.0,10.0,True,MANTEVE
60020,N,B,24051.0,2017-02-24 12:50:04.017,5.059999999999998,0.0,0.0,0.0,False,INDEFINIDO
79020,N,B,63051.0,2017-02-24 07:05:41.260,0.0,0.0,0.0,0.0,False,INDEFINIDO
51120,N,B,60051.0,2017-03-03 07:08:04.190,3.8568148148148147,-2.128729500035131,0.0,27.73109243697479,True,MANTEVE
51120,E,C,60051.0,2017-03-03 07:56:49.903,6.551810526315789,-4.437530735729731,1.4925373134328357,27.11864406779661,True,MANTEVE
51020,N,B,29051.0,2017-03-03 07:16:45.530,2.4632435344827583,-5.3039789731650195,9.230769230769232,51.515151515151516,False,AUMENTOU POUCO
51020,E,B,29051.0,2017-03-03 07:13:19.870,3.6993138936535166,-3.053368046251474,7.6923076923076925,31.818181818181817,True,MANTEVE
79120,N,C,68051.0,2017-03-03 08:49:25.453,3.752428702851886,0.9443036209821362,15.853658536585366,21.839080459770116,True,MANTEVE
79120,E,B,68051.0,2017-03-03 06:51:39.207,4.132955974842768,-5.073186840790657,0.0,27.083333333333332,True,MANTEVE
79020,E,B,63051.0,2017-03-03 09:20:51.710,9.2675,-30.0,0.0,100.0,True,INDEFINIDO
79020,N,B,63051.0,2017-03-03 08:56:35.877,0.0,-30.0,0.0,100.0,False,MANTEVE
79020,E,B,56051.0,2017-03-03 07:48:55.753,0.0,3.6940363287606646,0.0,0.0,False,MANTEVE
79020,N,B,62051.0,2017-03-03 11:09:46.113,0.0,-6.2312463676195,0.0,48.38709677419355,False,MANTEVE
79120,N,B,69051.0,2017-03-03 11:33:08.027,0.0,-18.362499381041363,0.0,83.33333333333334,False,INDEFINIDO
80020,N,B,70051.0,2017-03-03 07:31:44.733,1.651549893842887,-2.687630734525511,17.647058823529413,26.582278481012654,True,MANTEVE
148020,N,B,71051.0,2017-03-03 07:33:46.823,5.176773455377574,-2.880779275096456,0.0,30.952380952380953,True,DIMINUIU POUCO
60020,N,C,25051.0,2017-03-03 07:37:41.640,4.226595744680851,-6.546768125107382,4.3478260869565215,59.09090909090909,True,MANTEVE
60020,E,C,25051.0,2017-03-03 12:31:31.050,4.968571428571428,2.187235922612711,5.263157894736842,13.793103448275861,True,MANTEVE
51020,N,B,28051.0,2017-03-03 14:06:09.543,2.401499999999999,-6.227208839914216,0.0,33.33333333333333,True,MANTEVE
51020,E,B,28051.0,2017-03-03 10:37:28.130,0.0,-30.0,0.0,100.0,True,INDEFINIDO
60020,N,B,24051.0,2017-03-03 14:14:15.933,0.0,-11.61942939759925,0.0,100.0,False,MANTEVE
51120,N,C,60051.0,2017-03-10 07:37:15.887,3.5387786259541985,-2.5353134140452678,3.125,30.76923076923077,True,MANTEVE
51120,E,B,60051.0,2017-03-10 09:51:07.147,6.535143884892087,-3.633534041582717,2.564102564102564,25.423728813559322,True,MANTEVE
80020,N,C,70051.0,2017-03-10 06:54:52.483,1.2846604215456676,-3.708695067154449,6.451612903225806,29.850746268656714,False,AUMENTOU POUCO
80020,E,B,70051.0,2017-03-10 13:54:49.657,2.9146913580246907,2.4091384053413094,0.0,0.0,True,INDEFINIDO
60020,E,B,25051.0,2017-03-10 07:07:06.383,1.92019801980198,2.940431610605347,3.8461538461538463,11.538461538461538,True,MANTEVE
60020,N,C,25051.0,2017-03-10 13:00:46.860,4.342985074626865,-6.702109113168125,10.0,59.09090909090909,True,MANTEVE
148020,N,B,71051.0,2017-03-10 07:44:23.033,5.334946524064172,-4.352404386533918,0.0,38.095238095238095,True,MANTEVE
79120,N,B,68051.0,2017-03-10 10:01:17.153,3.311345875542691,-0.58347277098686,1.8867924528301887,30.158730158730158,True,MANTEVE
79120,E,B,68051.0,2017-03-10 12:02:40.530,4.407748815165877,-5.896822051665642,3.4482758620689653,30.952380952380953,True,MANTEVE
79120,E,C,69051.0,2017-03-10 11:21:22.557,5.791999999999999,0.0,0.0,0.0,True,INDEFINIDO
79120,N,C,69051.0,2017-03-10 12:19:28.177,0.0,-18.362499381041363,0.0,83.33333333333334,False,MANTEVE
79020,N,B,62051.0,2017-03-10 07:38:32.317,2.282000000000001,-5.649091780688033,0.0,35.483870967741936,False,AUMENTOU MUITO
79020,E,B,62051.0,2017-03-10 07:15:14.277,0.0,1.9280386532620515,0.0,0.0,False,INDEFINIDO
79020,E,B,63051.0,2017-03-10 14:37:06.027,5.637500000000001,0.4852951711281459,0.0,33.33333333333333,True,MANTEVE
51020,N,C,29051.0,2017-03-10 07:05:41.387,2.4012776831345826,-4.463573545740555,7.142857142857142,53.2258064516129,False,AUMENTOU POUCO
51020,E,B,29051.0,2017-03-10 07:37:28.833,6.342869565217389,-6.738641168770309,0.0,44.776119402985074,False,AUMENTOU POUCO
79020,E,B,56051.0,2017-03-10 07:06:01.553,0.0,3.6940363287606646,0.0,0.0,False,MANTEVE
60020,N,C,24051.0,2017-03-10 08:45:31.577,0.0,-0.6986893371595229,0.0,12.5,False,AUMENTOU POUCO
51020,N,B,75051.0,2017-03-10 14:43:53.140,0.0,0.0,0.0,0.0,False,INDEFINIDO
51020,N,B,28051.0,2017-03-10 06:47:49.587,1.333275862068965,-2.3081619116378684,0.0,25.0,True,MANTEVE
79120,N,B,68051.0,2017-03-17 07:07:14.670,1.9863110667996007,3.7421047265234884,13.88888888888889,7.633587786259542,False,AUMENTOU POUCO
79120,E,B,68051.0,2017-03-17 07:07:43.933,3.863968565815324,-1.7698057250348647,2.857142857142857,22.22222222222222,True,MANTEVE
60020,N,B,25051.0,2017-03-17 07:27:41.153,1.4531304347826088,-14.011975827208863,25.0,66.66666666666666,False,AUMENTOU POUCO
60020,E,B,25051.0,2017-03-17 07:35:23.840,2.7751162790697674,1.5816165922823684,7.142857142857142,7.6923076923076925,True,MANTEVE
79020,E,B,63051.0,2017-03-17 07:31:05.120,4.142500000000001,2.5807809339911345,0.0,18.181818181818183,True,MANTEVE
79020,N,B,63051.0,2017-03-17 07:41:13.583,0.0,-11.757582528897489,0.0,55.00000000000001,True,INDEFINIDO
79020,N,B,62051.0,2017-03-17 07:41:26.383,2.8303999999999996,-8.076420918506146,0.0,30.434782608695656,False,DIMINUIU POUCO
60020,N,B,24051.0,2017-03-17 09:57:14.930,0.0,2.9400560177059587,0.0,11.76470588235294,True,DIMINUIU POUCO
51020,E,B,29051.0,2017-03-17 07:06:57.430,4.37798237022527,-2.130319270721227,8.571428571428571,21.59090909090909,False,MANTEVE
51020,N,B,29051.0,2017-03-17 07:27:42.470,1.4230132450331126,-2.880388887785061,25.0,26.785714285714285,False,MANTEVE
148020,N,B,71051.0,2017-03-17 07:13:29.017,4.137358490566038,-1.6197809894271393,3.225806451612903,30.76923076923077,True,AUMENTOU POUCO
80020,E,B,70051.0,2017-03-17 07:14:49.223,1.3359701492537313,0.0,20.0,0.0,True,MANTEVE
80020,N,C,70051.0,2017-03-17 07:35:02.533,1.5010834236186348,-5.773234518041713,10.76923076923077,43.47826086956522,False,MANTEVE
51120,E,B,60051.0,2017-03-17 07:43:22.250,7.623682373472947,-5.74707310907278,0.0,31.818181818181817,False,AUMENTOU POUCO
51120,N,B,60051.0,2017-03-17 08:12:33.640,2.8642901234567884,-1.3128223162390142,7.462686567164178,26.08695652173913,False,AUMENTOU MUITO
51020,N,B,28051.0,2017-03-17 07:44:52.480,1.4017241379310343,-0.2420606885591546,0.0,16.129032258064516,True,MANTEVE
51020,E,B,28051.0,2017-03-17 12:34:11.320,0.0,-30.0,0.0,100.0,False,INDEFINIDO
79120,E,C,69051.0,2017-03-17 12:59:30.747,0.0,0.0,0.0,0.0,True,MANTEVE
51020,N,B,28051.0,2017-03-24 07:08:48.733,2.1734482758620692,2.9812544544057595,0.0,3.4482758620689653,True,MANTEVE
148020,N,B,71051.0,2017-03-24 07:11:15.507,3.199557739557739,3.8124372004591627,3.4482758620689653,12.371134020618557,True,DIMINUIU POUCO
51120,N,B,60051.0,2017-03-24 07:21:34.573,2.594380305602716,3.951264402917022,10.975609756097562,2.1739130434782608,False,MANTEVE
51120,E,B,60051.0,2017-03-24 08:01:13.350,7.321272084805651,6.2550100153354675,0.0,0.0,False,MANTEVE
60020,N,B,25051.0,2017-03-24 07:23:40.517,1.5711070110701106,7.223464133139412,25.0,0.0,False,MANTEVE
60020,E,B,25051.0,2017-03-24 07:34:56.727,4.615154639175258,5.9767501596004555,7.6923076923076925,0.0,True,MANTEVE
80020,N,C,70051.0,2017-03-24 07:30:31.903,2.013684210526316,4.35574470922463,10.16949152542373,16.39344262295082,True,MANTEVE
80020,E,B,70051.0,2017-03-24 15:51:56.030,-1.4430769230769243,0.0,50.0,0.0,True,MANTEVE
51020,E,B,29051.0,2017-03-24 07:52:44.843,2.5363939393939394,4.741456729649842,15.909090909090908,2.5316455696202533,False,MANTEVE
51020,N,C,29051.0,2017-03-24 09:02:29.300,2.4888317107093187,4.132671861796052,19.607843137254903,9.859154929577464,False,MANTEVE
79120,N,B,68051.0,2017-03-24 07:11:49.120,1.6527540106951868,5.259825521146348,16.363636363636363,1.935483870967742,False,MANTEVE
79120,E,B,68051.0,2017-03-24 07:46:17.180,5.12568445475638,5.692443209156754,0.0,1.5384615384615385,True,MANTEVE
60020,N,B,24051.0,2017-03-24 08:36:36.840,1.530769230769231,4.62981108885568,0.0,4.3478260869565215,False,AUMENTOU POUCO
51120,E,B,61051.0,2017-03-24 07:15:12.427,0.0,0.0,0.0,0.0,False,INDEFINIDO
79020,N,B,63051.0,2017-03-24 09:49:51.773,10.466451612903226,10.303471158271012,0.0,0.0,True,MANTEVE
79120,E,B,69051.0,2017-03-24 07:30:45.407,0.0,0.0,0.0,0.0,True,MANTEVE
80020,E,C,44051.0,2017-03-24 13:03:15.407,0.0,0.0,0.0,0.0,False,INDEFINIDO
51020,N,B,75051.0,2017-03-24 12:13:31.350,0.0,3.551779807113782,0.0,0.0,False,INDEFINIDO
79120,N,B,68051.0,2017-03-31 07:01:01.663,4.447649253731344,5.138138820352667,0.0,1.744186046511628,False,MANTEVE
79120,E,B,68051.0,2017-03-31 08:22:17.363,6.0531088082901565,5.463813665119743,0.0,1.694915254237288,True,MANTEVE
51020,N,B,29051.0,2017-03-31 07:05:09.780,6.215903083700439,3.708109648969132,0.0,10.227272727272728,True,DIMINUIU POUCO
51020,E,B,29051.0,2017-03-31 06:56:41.360,5.150333333333335,4.880326678185983,2.4390243902439024,1.5625,True,MANTEVE
51120,N,B,60051.0,2017-03-31 07:20:28.737,3.5634990253411303,3.8954205423024453,8.21917808219178,1.9047619047619049,True,MANTEVE
51120,E,B,60051.0,2017-03-31 08:20:45.437,8.822218045112784,4.50780005023646,0.0,4.081632653061225,True,DIMINUIU POUCO
79020,N,B,62051.0,2017-03-31 08:07:19.540,5.437578947368421,3.554580081204826,0.0,14.285714285714285,False,INDEFINIDO
79020,E,B,63051.0,2017-03-31 08:39:58.570,15.74276595744681,7.997065223337432,0.0,0.0,True,INDEFINIDO
60020,N,B,24051.0,2017-03-31 08:53:50.190,3.749318181818182,4.588637299002131,0.0,3.8461538461538463,True,DIMINUIU POUCO
80020,N,B,70051.0,2017-03-31 06:56:03.923,3.7880402010050247,3.1152829553311343,7.4074074074074066,14.705882352941178,True,MANTEVE
148020,N,B,71051.0,2017-03-31 08:32:15.103,4.100625,4.1209269617076085,4.166666666666666,8.49056603773585,True,AUMENTOU POUCO
60020,N,C,25051.0,2017-03-31 12:23:15.347,3.0155000000000003,8.057838914117415,14.285714285714285,0.0,False,DIMINUIU POUCO
