CodigoNotaFiscal,CodigoCentroSaida,CodigoReceita,Volume,RelacaoAguaCimento,TipoLancamento,DataEmissaoNotaFiscal,CodigoCliente,CodigoMotorista,Status,QuantidadeAgua,QuantidadeAdicaoAgua,TempoPermanenciaObra,ConsumoTotal,FCK,TipoTraco,IdadeTraco,Aglomerante,Rompimento7Dias,Rompimento28Dias,DesvioUtilizado,Projecao
439185,60020,32973051,8.0,0.696,B,2017-01-02 07:06:34.277,131117051,643051,N,1464,,2017-01-02 01:31:00,2274.0,25.0,E,28,24051.0,0.0,0.0,7.0,0.0
439186,51020,28753051,9.0,0.779,B,2017-01-02 07:11:22.333,131194051,812051,C,1620,,,4772.0,20.0,N,28,29051.0,0.0,0.0,5.0,0.0
439187,51020,28096051,8.0,0.7040000000000001,B,2017-01-02 07:21:33.010,122899051,94079,N,1296,,2017-01-02 01:30:00,4256.0,25.0,N,28,29051.0,0.0,0.0,4.5,0.0
439189,60020,32973051,8.0,0.696,B,2017-01-02 07:48:07.593,131117051,518051,N,1464,70.0,2017-01-02 03:06:00,2274.0,25.0,E,28,24051.0,24.77,29.76,7.0,0.0
439190,51020,28753051,9.0,0.779,B,2017-01-02 07:48:49.830,131194051,812051,N,1620,,2017-01-02 02:25:00,4772.0,20.0,N,28,29051.0,23.09,29.25,5.0,0.0
439191,51020,28096051,8.0,0.7040000000000001,B,2017-01-02 08:00:40.603,122899051,419051,N,1296,,2017-01-02 02:46:00,4256.0,25.0,N,28,29051.0,0.0,0.0,4.5,0.0
439193,60020,32973051,8.0,0.696,B,2017-01-02 08:31:59.070,131117051,873051,C,1464,,2017-01-02 02:31:00,2274.0,25.0,E,28,24051.0,0.0,0.0,7.0,0.0
439194,51020,28096051,7.0,0.7040000000000001,B,2017-01-02 08:44:20.963,122899051,222051,N,1134,,2017-01-02 02:18:00,3724.0,25.0,N,28,29051.0,18.79,26.12,4.5,0.0
439197,60020,32973051,8.0,0.696,B,2017-01-02 09:03:48.483,131117051,624051,C,1464,,2017-01-02 02:00:00,2274.0,25.0,E,28,24051.0,0.0,0.0,7.0,0.0
439198,60020,32973051,6.0,0.696,B,2017-01-02 09:48:22.050,131117051,173051,N,1098,150.0,2017-01-02 02:36:00,1705.0,25.0,E,28,24051.0,0.0,0.0,7.0,0.0
439199,60020,32973051,6.0,0.696,B,2017-01-02 10:50:33.330,131117051,643051,N,1098,180.0,2017-01-02 02:13:00,1705.0,25.0,E,28,24051.0,15.14,17.9,7.0,0.0
439201,51120,22344051,4.5,0.7809999999999999,B,2017-01-02 12:14:37.160,115318051,900000008,N,797,,2017-01-02 00:30:00,1211.0,20.0,N,28,60051.0,0.0,0.0,5.0,0.0
439202,79120,29051051,6.0,0.853,C,2017-01-02 12:26:05.263,74510051,65079,N,972,70.0,2017-01-02 00:43:00,2540.0,15.0,N,28,68051.0,9.95,14.79,6.0,0.0
439204,148020,31256051,4.5,0.7170000000000001,B,2017-01-02 13:14:08.123,127353051,42080,N,779,,2017-01-02 01:00:00,1223.0,20.0,N,28,71051.0,0.0,0.0,7.0,0.0
439205,79120,29051051,5.0,0.853,C,2017-01-02 13:42:34.837,74510051,399051,N,810,,2017-01-02 00:20:00,2118.0,15.0,N,28,68051.0,0.0,0.0,6.0,0.0
439207,148020,31256051,4.5,0.7170000000000001,B,2017-01-02 14:41:19.160,127353051,8148,C,810,,,1223.0,20.0,N,28,71051.0,0.0,0.0,7.0,0.0
439208,148020,31256051,5.5,0.7170000000000001,B,2017-01-02 15:04:49.077,127353051,8148,N,990,,2017-01-02 00:30:00,1495.0,20.0,N,28,71051.0,15.96,22.02,7.0,0.0
439209,51120,32333051,7.5,0.768,B,2017-01-02 15:09:26.357,127617051,812051,N,1365,,2017-01-02 02:07:00,4034.0,20.0,E,28,60051.0,0.0,0.0,6.0,
439210,60020,32973051,8.0,0.696,B,2017-01-02 15:26:40.400,131117051,518051,N,1504,,2017-01-02 01:22:00,2274.0,25.0,E,28,24051.0,0.0,0.0,7.0,0.0
439211,148020,31266051,4.0,0.7170000000000001,B,2017-01-02 15:32:50.457,131294051,17148,N,776,,2017-01-02 01:30:00,1168.0,20.0,N,28,71051.0,15.99,21.39,7.0,0.0
439218,60020,32973051,8.0,0.696,B,2017-01-02 16:22:25.237,131117051,643051,N,1464,,2017-01-02 01:38:00,2274.0,25.0,E,28,24051.0,0.0,0.0,7.0,0.0
439219,51020,9196051,6.0,0.7829999999999999,B,2017-01-02 16:34:37.997,115318051,900000008,N,1050,,2017-01-02 00:20:00,1602.0,20.0,N,28,29051.0,0.0,0.0,5.0,
439222,79120,29605051,8.0,0.521,B,2017-01-02 16:53:09.020,8087051,105079,N,1464,,2017-01-02 00:40:00,6024.0,35.0,N,28,68051.0,0.0,0.0,6.0,
439225,79120,29605051,8.0,0.521,B,2017-01-02 17:22:58.317,8087051,65079,N,1464,,2017-01-02 01:44:00,6024.0,35.0,N,28,68051.0,29.69,36.65,6.0,39.39712775071017
439226,60020,32977051,8.0,0.6970000000000001,B,2017-01-02 17:30:47.287,131117051,873051,C,1512,,,2335.0,25.0,E,28,24051.0,0.0,0.0,7.0,0.0
439227,60020,32977051,8.0,0.6970000000000001,B,2017-01-02 17:34:19.953,131117051,873051,C,1512,,,2335.0,25.0,E,28,24051.0,0.0,0.0,7.0,0.0
439230,60020,32977051,8.0,0.6970000000000001,B,2017-01-02 18:43:05.217,131117051,873051,N,1512,,2017-01-02 01:39:00,2335.0,25.0,E,28,24051.0,23.07,26.27,7.0,0.0
439241,79120,32964051,6.0,0.612,C,2017-01-03 06:50:57.210,85308051,120079,N,1068,,2017-01-03 01:15:00,3750.0,25.0,E,28,68051.0,0.0,0.0,8.0,
439242,80020,30499051,6.5,0.628,B,2017-01-03 07:02:44.000,129604051,39080,N,1144,,2017-01-03 01:36:00,2071.0,30.0,N,28,70051.0,22.71,30.88,5.0,0.0
439243,51020,28096051,8.0,0.7040000000000001,B,2017-01-03 07:02:54.740,13503051,169051,N,1296,,2017-01-03 01:08:00,4256.0,25.0,N,28,29051.0,21.14,29.22,4.5,31.52481803318095
439244,51120,28520051,5.5,0.5710000000000001,B,2017-01-03 07:05:11.197,117188051,731051,N,941,,2017-01-03 02:31:00,1848.0,30.0,E,7,61051.0,33.71,,9.0,39.33187976483176
439245,51120,22310051,6.5,0.7040000000000001,B,2017-01-03 07:19:03.070,13060051,812051,N,1099,,2017-01-03 01:19:00,3546.0,25.0,N,28,60051.0,0.0,0.0,4.5,
439246,79120,29075051,7.0,0.75,C,2017-01-03 07:21:49.657,117278051,95079,N,1141,,2017-01-03 00:27:00,3370.0,20.0,N,28,68051.0,0.0,0.0,6.0,
439247,51120,28032051,7.0,0.705,C,2017-01-03 07:29:49.090,125558051,94079,N,1099,,2017-01-03 02:30:00,3550.0,25.0,N,28,60051.0,21.26,26.87,4.5,31.24758032063733
439248,80020,30459051,8.0,0.627,B,2017-01-03 07:31:02.683,12343051,114079,N,1360,,2017-01-03 00:51:00,2478.0,30.0,N,28,70051.0,0.0,0.0,5.0,0.0
439249,51120,28141051,7.0,0.7040000000000001,B,2017-01-03 07:39:15.770,121121051,173051,N,1155,,2017-01-03 00:47:00,3724.0,25.0,N,28,60051.0,0.0,0.0,4.5,
439250,79120,29087051,7.0,0.6629999999999999,B,2017-01-03 07:46:15.787,5125051,399051,N,1204,,2017-01-03 00:32:00,3994.0,25.0,N,28,68051.0,0.0,0.0,6.0,
439251,80020,30499051,6.5,0.628,B,2017-01-03 08:02:56.837,129604051,12080,N,1144,,2017-01-03 01:35:00,2071.0,30.0,N,28,70051.0,23.4,33.73,5.0,0.0
439252,51020,28096051,7.0,0.7040000000000001,B,2017-01-03 08:07:54.943,5125051,624051,N,1134,,2017-01-03 00:34:00,3724.0,25.0,N,28,29051.0,0.0,0.0,4.5,
439253,60020,32981051,7.0,0.0,B,2017-01-03 08:10:56.890,131117051,518051,C,1323,,,2205.0,25.0,E,28,66051.0,0.0,0.0,7.0,
439254,80020,30459051,8.0,0.627,B,2017-01-03 08:11:26.000,12343051,342051,N,1360,,2017-01-03 00:20:00,2478.0,30.0,N,28,70051.0,0.0,0.0,5.0,0.0
439256,51020,28096051,8.0,0.7040000000000001,B,2017-01-03 08:23:22.463,13503051,890051,N,1296,,2017-01-03 00:16:00,4256.0,25.0,N,28,29051.0,24.06,33.0,4.5,34.652728262274664
439257,80020,30497051,7.5,0.769,B,2017-01-03 08:27:35.780,110579051,585051,N,1290,,2017-01-03 01:22:00,1941.0,20.0,N,28,70051.0,16.55,26.12,5.0,0.0
439258,79120,29095051,5.0,0.664,B,2017-01-03 08:31:02.043,127122051,107079,N,970,,2017-01-03 00:13:00,3174.0,25.0,N,28,68051.0,20.99,26.82,6.0,30.822328433548815
439261,51020,28096051,7.0,0.7040000000000001,B,2017-01-03 08:43:07.543,5125051,340051,N,1134,,2017-01-03 00:29:00,3724.0,25.0,N,28,29051.0,0.0,0.0,4.5,
439262,80020,30455051,8.0,0.86,C,2017-01-03 08:43:19.913,131283051,40080,N,1384,,2017-01-03 00:46:00,1851.0,15.0,N,28,70051.0,12.49,19.92,5.0,0.0
439264,79120,29075051,7.0,0.75,C,2017-01-03 08:50:10.680,117278051,106079,N,1141,,2017-01-03 00:20:00,3370.0,20.0,N,28,68051.0,0.0,0.0,6.0,
439265,80020,30499051,7.0,0.628,B,2017-01-03 08:51:55.757,129604051,116079,N,1232,,2017-01-03 01:34:00,2230.0,30.0,N,28,70051.0,0.0,0.0,5.0,0.0
439266,51020,28096051,8.0,0.7040000000000001,B,2017-01-03 08:55:54.143,13503051,419051,N,1296,,2017-01-03 00:19:00,4256.0,25.0,N,28,29051.0,23.67,31.46,4.5,34.243433526366005
439267,80020,30459051,8.0,0.627,B,2017-01-03 09:01:49.373,12343051,11148,N,1360,,2017-01-03 00:13:00,2478.0,30.0,N,28,70051.0,24.05,32.67,5.0,0.0
439268,79120,29095051,5.0,0.664,B,2017-01-03 09:07:18.177,127122051,120079,N,970,,2017-01-03 00:14:00,3174.0,25.0,N,28,68051.0,24.12,31.19,6.0,34.05066518119061
439269,51120,22310051,6.0,0.7040000000000001,B,2017-01-03 09:09:46.483,13060051,222051,N,1014,,2017-01-03 00:31:00,3274.0,25.0,N,28,60051.0,21.13,27.27,4.5,31.10809005640503
439270,51020,28096051,8.0,0.7040000000000001,B,2017-01-03 09:19:16.870,13503051,173051,N,1296,,2017-01-03 00:24:00,4256.0,25.0,N,28,29051.0,0.0,0.0,4.5,
439271,80020,30455051,8.0,0.86,C,2017-01-03 09:20:36.973,131283051,114079,N,1384,,2017-01-03 00:55:00,1851.0,15.0,N,28,70051.0,0.0,0.0,5.0,0.0
439272,79120,29095051,5.0,0.664,B,2017-01-03 09:25:59.130,127122051,95079,N,970,,2017-01-03 00:10:00,3174.0,25.0,N,28,68051.0,0.0,0.0,6.0,
439273,80020,30459051,8.0,0.627,B,2017-01-03 09:29:36.210,12343051,342051,N,1360,,2017-01-03 00:14:00,2478.0,30.0,N,28,70051.0,24.8,34.32,5.0,0.0
439274,51020,28096051,6.5,0.7040000000000001,B,2017-01-03 09:39:42.137,5125051,727051,N,1053,,2017-01-03 00:33:00,3458.0,25.0,N,28,29051.0,20.92,28.96,4.5,31.282972583033803
439275,51120,22344051,4.0,0.7809999999999999,B,2017-01-03 09:47:05.227,115318051,900000008,N,708,,2017-01-03 00:20:00,1076.0,20.0,N,28,60051.0,0.0,0.0,5.0,
439276,79120,29095051,5.0,0.664,B,2017-01-03 09:48:00.237,127122051,399051,N,970,,2017-01-03 00:12:00,3174.0,25.0,N,28,68051.0,0.0,0.0,6.0,
439277,51120,22344051,4.0,0.7809999999999999,B,2017-01-03 09:57:48.107,115318051,900000008,N,708,,2017-01-03 00:10:00,1076.0,20.0,N,28,60051.0,0.0,0.0,5.0,
439278,51020,28096051,8.0,0.7040000000000001,B,2017-01-03 10:01:29.523,13503051,608051,N,1296,,2017-01-03 00:28:00,4256.0,25.0,N,28,29051.0,0.0,0.0,4.5,
439279,79120,29095051,5.0,0.664,B,2017-01-03 10:12:34.827,127122051,105079,N,970,,2017-01-03 00:14:00,3174.0,25.0,N,28,68051.0,22.61,32.54,6.0,32.51534936605022
439280,80020,30459051,6.0,0.627,B,2017-01-03 10:15:37.437,12343051,11148,N,1020,,2017-01-03 00:10:00,1859.0,30.0,N,28,70051.0,0.0,0.0,5.0,0.0
439281,51020,28190051,6.0,0.782,C,2017-01-03 10:19:43.867,117278051,828051,N,924,,2017-01-03 00:29:00,2742.0,20.0,N,28,29051.0,17.63,23.75,5.0,27.551755220498467
439282,80020,30459051,6.0,0.627,B,2017-01-03 10:31:23.947,12343051,39080,N,1020,,2017-01-03 00:11:00,1859.0,30.0,N,28,70051.0,25.29,32.5,5.0,0.0
439283,79120,29095051,5.0,0.664,B,2017-01-03 10:39:22.857,127122051,106079,N,970,,2017-01-03 00:14:00,3174.0,25.0,N,28,68051.0,0.0,0.0,6.0,
439284,51020,28096051,8.0,0.7040000000000001,B,2017-01-03 10:50:51.000,13503051,517051,N,1296,,2017-01-03 00:36:00,4256.0,25.0,N,28,29051.0,0.0,0.0,4.5,
439285,80020,30455051,8.0,0.86,C,2017-01-03 10:58:19.447,131283051,342051,N,1384,,2017-01-03 00:48:00,1851.0,15.0,N,28,70051.0,0.0,0.0,5.0,0.0
439286,51020,28096051,8.0,0.7040000000000001,B,2017-01-03 11:02:05.710,13503051,518051,N,1296,,2017-01-03 01:18:00,4256.0,25.0,N,28,29051.0,18.94,25.13,4.5,29.06413497375872
439287,79120,29095051,5.0,0.664,B,2017-01-03 11:04:57.753,127122051,107079,N,970,,2017-01-03 00:25:00,3174.0,25.0,N,28,68051.0,0.0,0.0,6.0,
439288,51120,22310051,4.0,0.7040000000000001,B,2017-01-03 11:07:20.720,13060051,226051,N,676,,2017-01-03 00:34:00,2184.0,25.0,N,28,60051.0,23.32,31.33,4.5,33.41695550199272
439289,51120,28032051,4.0,0.705,C,2017-01-03 11:16:31.667,125558051,49079,N,628,,2017-01-03 01:24:00,2030.0,25.0,N,28,60051.0,0.0,0.0,4.5,
439290,79120,29095051,5.0,0.664,B,2017-01-03 11:20:42.863,127122051,120079,N,970,,2017-01-03 00:16:00,3174.0,25.0,N,28,68051.0,23.79,31.26,6.0,33.718512597296126
439291,80020,30459051,8.0,0.627,B,2017-01-03 11:28:20.137,12343051,40080,N,1360,,2017-01-03 00:20:00,2478.0,30.0,N,28,70051.0,25.46,35.64,5.0,0.0
439292,79120,29095051,5.0,0.664,B,2017-01-03 11:30:00.590,127122051,65079,N,970,,2017-01-03 00:16:00,3174.0,25.0,N,28,68051.0,0.0,0.0,6.0,
439293,60020,32981051,8.0,0.6459999999999999,B,2017-01-03 11:34:46.767,131117051,873051,N,1512,,2017-01-03 01:22:00,2520.0,25.0,E,28,66051.0,20.38,26.01,7.0,29.45753883991691
439294,80020,30455051,6.0,0.86,C,2017-01-03 11:43:53.750,131283051,11148,N,1038,,2017-01-03 02:33:00,1388.0,15.0,N,28,70051.0,0.0,0.0,5.0,0.0
439295,148020,31256051,7.5,0.7170000000000001,B,2017-01-03 12:27:41.967,127196051,42080,N,1350,,2017-01-03 00:59:00,2038.0,20.0,N,28,71051.0,13.58,21.22,7.0,21.314454737560155
439296,80020,30459051,8.0,0.627,B,2017-01-03 12:32:55.193,12343051,39080,N,1360,,2017-01-03 00:15:00,2478.0,30.0,N,28,70051.0,24.47,36.65,5.0,0.0
439297,80020,30980051,4.0,0.627,C,2017-01-03 12:47:37.847,116138051,12080,N,756,,2017-01-03 02:45:00,1345.0,30.0,N,28,70051.0,0.0,0.0,5.0,0.0
439298,80020,30459051,5.0,0.627,B,2017-01-03 12:57:45.243,12343051,114079,N,850,,2017-01-03 00:40:00,1549.0,30.0,N,28,70051.0,0.0,0.0,5.0,0.0
439299,51020,28108051,8.0,0.705,C,2017-01-03 13:06:09.753,340051,169051,N,1240,,2017-01-03 02:19:00,4056.0,25.0,N,28,29051.0,0.0,0.0,4.5,
439300,60020,32981051,6.0,0.6459999999999999,B,2017-01-03 13:10:07.413,131117051,643051,N,1134,,2017-01-03 01:07:00,1890.0,25.0,E,28,66051.0,0.0,0.0,7.0,
439301,80020,30455051,8.0,0.86,C,2017-01-03 13:18:30.820,131283051,116079,N,1384,,2017-01-03 02:30:00,1851.0,15.0,N,28,70051.0,9.37,15.43,5.0,0.0
439302,51020,28096051,8.0,0.7040000000000001,B,2017-01-03 13:18:47.823,13503051,890051,C,1296,,,4256.0,25.0,N,28,29051.0,0.0,0.0,4.5,
439304,51020,24606051,8.0,0.705,B,2017-01-03 13:44:50.660,13503051,624051,N,1496,,2017-01-03 00:31:00,4794.0,25.0,N,28,29051.0,0.0,0.0,4.5,
439306,51020,28764051,8.0,0.703,B,2017-01-03 14:01:58.080,13303051,890051,N,1400,,2017-01-03 00:40:00,4548.0,25.0,N,28,29051.0,25.87,32.32,4.5,36.52028850523359
439308,148020,31256051,7.5,0.7170000000000001,B,2017-01-03 14:13:02.800,127196051,8148,N,1350,,2017-01-03 00:44:00,2038.0,20.0,N,28,71051.0,17.68,26.77,7.0,27.558350000609984
439310,51020,28764051,8.0,0.703,B,2017-01-03 14:26:42.657,13303051,340051,N,1400,,2017-01-03 00:46:00,4548.0,25.0,N,28,29051.0,22.79,29.43,4.5,33.310529325710824
439313,60020,32981051,5.0,0.6459999999999999,B,2017-01-03 14:37:07.587,131117051,518051,N,945,,2017-01-03 00:31:00,1575.0,25.0,E,28,66051.0,0.0,0.0,7.0,
439314,51020,28096051,8.0,0.7040000000000001,B,2017-01-03 14:45:10.520,13503051,419051,N,1296,,2017-01-03 00:14:00,4256.0,25.0,N,28,29051.0,0.0,0.0,4.5,
439315,51020,28764051,8.0,0.703,B,2017-01-03 14:55:48.437,13303051,731051,N,1400,,2017-01-03 00:59:00,4548.0,25.0,N,28,29051.0,23.89,32.4,4.5,34.47462636031492
439317,51020,28764051,6.0,0.703,B,2017-01-03 15:32:07.243,13303051,222051,N,1050,,2017-01-03 00:50:00,3412.0,25.0,N,28,29051.0,22.25,29.37,4.5,32.73146878150072
439318,51020,28096051,5.0,0.7040000000000001,B,2017-01-03 15:55:27.257,13503051,226051,N,810,,2017-01-03 00:38:00,2662.0,25.0,N,28,29051.0,0.0,0.0,4.5,
439319,51020,28764051,5.0,0.703,B,2017-01-03 16:05:51.070,13303051,727051,N,875,,2017-01-03 00:55:00,2844.0,25.0,N,28,29051.0,20.3,27.59,4.5,30.596472029212954
439320,80020,30465051,6.0,0.767,C,2017-01-04 06:59:51.317,12343051,39080,N,948,,2017-01-04 00:44:00,1441.0,20.0,N,28,70051.0,0.0,0.0,5.0,0.0
439321,51020,29650051,8.0,0.586,B,2017-01-04 07:06:11.893,119942051,828051,N,1368,,2017-01-04 00:46:00,5162.0,30.0,E,28,29051.0,0.0,0.0,6.0,
439322,51120,31753051,8.0,0.7829999999999999,B,2017-01-04 07:07:59.917,131319051,585051,N,1520,,2017-01-04 03:01:00,4394.0,20.0,N,28,60051.0,22.74,28.81,5.0,32.81377578542844
439324,51020,23009051,8.0,0.706,B,2017-01-04 07:16:05.540,129071051,49079,N,1328,,2017-01-04 01:07:00,4332.0,25.0,N,28,29051.0,16.99,24.76,4.5,26.79910472303623
439325,51120,30632051,7.0,0.624,B,2017-01-04 07:18:13.103,130452051,812051,N,1260,,2017-01-04 02:00:00,4544.0,30.0,N,28,60051.0,0.0,0.0,4.5,
439327,79120,29114051,6.0,0.5870000000000001,B,2017-01-04 07:28:16.463,10367051,120079,N,1014,,2017-01-04 01:47:00,3888.0,30.0,N,28,68051.0,0.0,0.0,6.0,
439328,51120,28141051,8.0,0.7040000000000001,B,2017-01-04 07:32:38.947,13432051,226051,N,1320,,2017-01-04 00:27:00,4256.0,25.0,N,28,60051.0,24.3,29.44,4.5,34.423147025258835
439332,80020,30457051,7.5,0.691,B,2017-01-04 07:44:39.647,130409051,12080,N,1253,,2017-01-04 00:40:00,2095.0,25.0,N,28,70051.0,21.5,30.12,5.0,0.0
439335,51020,29650051,8.0,0.586,B,2017-01-04 07:58:53.263,119942051,517051,N,1368,,2017-01-04 00:56:00,5162.0,30.0,E,28,29051.0,32.53,43.77,6.0,42.98604894449372
439336,80020,30465051,6.0,0.767,C,2017-01-04 08:08:17.693,12343051,342051,N,948,,2017-01-04 00:55:00,1441.0,20.0,N,28,70051.0,0.0,0.0,5.0,0.0
439338,79120,29087051,5.0,0.6629999999999999,B,2017-01-04 08:16:38.783,129684051,105079,N,830,,2017-01-04 00:32:00,2854.0,25.0,N,28,68051.0,19.15,27.31,6.0,28.837228422265817
439339,80020,30457051,7.0,0.691,B,2017-01-04 08:16:53.053,3633051,6080,N,1169,,2017-01-04 01:53:00,1956.0,25.0,N,28,70051.0,19.68,27.82,5.0,0.0
439340,51120,28141051,8.0,0.7040000000000001,B,2017-01-04 08:24:16.130,13432051,608051,N,1320,,2017-01-04 00:28:00,4256.0,25.0,N,28,60051.0,0.0,0.0,4.5,
439341,80020,30457051,7.5,0.691,B,2017-01-04 08:25:31.323,130409051,40080,N,1253,,2017-01-04 00:50:00,2095.0,25.0,N,28,70051.0,0.0,0.0,5.0,0.0
439342,51020,28190051,6.0,0.782,C,2017-01-04 08:34:54.150,125680051,727051,N,924,,2017-01-04 03:05:00,2742.0,20.0,N,28,29051.0,0.0,0.0,5.0,
439343,79120,29087051,5.0,0.6629999999999999,B,2017-01-04 08:44:40.377,129684051,95079,N,830,,2017-01-04 00:20:00,2854.0,25.0,N,28,68051.0,22.52,30.73,6.0,32.42256755093303
439344,79120,30174051,8.0,0.5529999999999999,B,2017-01-04 08:52:18.323,119942051,399051,N,1384,,2017-01-04 00:35:00,5528.0,30.0,E,28,68051.0,0.0,0.0,7.5,
439345,51020,23009051,8.0,0.706,B,2017-01-04 08:54:20.780,129071051,173051,N,1328,,2017-01-04 00:33:00,4332.0,25.0,N,28,29051.0,20.23,27.79,4.5,30.51849934677443
439346,60020,30833051,8.0,0.5870000000000001,B,2017-01-04 08:54:55.860,118699051,873051,N,1512,,2017-01-04 00:58:00,2788.0,25.0,E,7,66051.0,32.36,,7.0,42.77867525270483
439348,79120,29114051,6.0,0.5870000000000001,B,2017-01-04 09:06:01.017,10367051,106079,N,1014,,2017-01-04 01:54:00,3888.0,30.0,N,28,68051.0,24.38,31.63,6.0,34.3110624545186
439349,51020,28190051,6.0,0.782,C,2017-01-04 09:06:19.010,125680051,624051,N,924,,2017-01-04 03:17:00,2742.0,20.0,N,28,29051.0,0.0,0.0,5.0,
439350,80020,30457051,7.0,0.691,B,2017-01-04 09:09:00.847,130409051,39080,N,1169,,2017-01-04 00:52:00,1956.0,25.0,N,28,70051.0,19.87,28.02,5.0,30.479434428549233
439352,51120,28141051,8.0,0.7040000000000001,B,2017-01-04 09:15:24.000,13432051,419051,N,1320,,2017-01-04 00:39:00,4256.0,25.0,N,28,60051.0,25.28,34.32,4.5,35.41360427351695
439353,79120,29087051,5.0,0.6629999999999999,B,2017-01-04 09:16:10.167,129684051,116079,N,830,,2017-01-04 00:15:00,2854.0,25.0,N,28,68051.0,21.59,28.5,6.0,31.455120000432625
439354,51020,23009051,8.0,0.706,B,2017-01-04 09:28:55.400,129071051,340051,N,1328,,2017-01-04 00:56:00,4332.0,25.0,N,28,29051.0,18.75,26.82,4.5,28.8470561540237
439356,79120,29087051,5.0,0.6629999999999999,B,2017-01-04 09:36:30.653,129684051,65079,N,830,,2017-01-04 00:15:00,2854.0,25.0,N,28,68051.0,24.19,31.95,6.0,34.12088411685731
439357,51120,28141051,8.0,0.7040000000000001,B,2017-01-04 09:37:05.283,13432051,169051,N,1320,,2017-01-04 00:41:00,4256.0,25.0,N,28,60051.0,0.0,0.0,4.5,
439358,80020,32337051,4.5,0.775,B,2017-01-04 09:48:07.220,131372051,8148,N,833,,2017-01-04 02:00:00,1235.0,20.0,E,28,70051.0,0.0,0.0,5.5,
439359,51020,29650051,8.0,0.586,B,2017-01-04 09:53:24.223,119942051,222051,N,1368,,2017-01-04 00:21:00,5162.0,30.0,E,28,29051.0,0.0,0.0,6.0,
439360,79120,29087051,5.0,0.6629999999999999,B,2017-01-04 10:00:03.097,129684051,105079,N,830,,2017-01-04 00:15:00,2854.0,25.0,N,28,68051.0,21.67,28.76,6.0,31.53897400736417
439361,51020,23009051,6.0,0.706,B,2017-01-04 10:04:01.347,129071051,890051,N,996,,2017-01-04 00:46:00,3250.0,25.0,N,28,29051.0,19.3,27.01,4.5,29.473388829674796
439362,60020,30833051,6.0,0.5870000000000001,B,2017-01-04 10:08:13.420,118699051,643051,N,1134,,2017-01-04 00:52:00,2091.0,25.0,E,7,66051.0,33.71,,7.0,44.19545709390461
439363,51120,28141051,8.0,0.7040000000000001,B,2017-01-04 10:18:11.750,13432051,94079,N,1320,,2017-01-04 00:15:00,4256.0,25.0,N,28,60051.0,22.71,33.52,4.5,32.78241796430378
439364,79120,30174051,8.0,0.5529999999999999,B,2017-01-04 10:19:37.757,119942051,95079,N,1384,,2017-01-04 00:25:00,5528.0,30.0,E,28,68051.0,0.0,0.0,7.5,
439365,79120,29087051,5.0,0.6629999999999999,B,2017-01-04 10:36:00.830,129684051,120079,N,830,,2017-01-04 00:17:00,2854.0,25.0,N,28,68051.0,24.98,35.57,6.0,34.90768134820453
439366,51120,28141051,6.0,0.7040000000000001,B,2017-01-04 10:58:41.793,13432051,731051,N,990,,2017-01-04 00:21:00,3194.0,25.0,N,28,60051.0,0.0,0.0,4.5,
439367,79120,29087051,5.0,0.6629999999999999,B,2017-01-04 11:05:50.107,129684051,107079,N,830,,2017-01-04 00:45:00,2854.0,25.0,N,28,68051.0,20.25,27.5,6.0,30.032225095668846
439368,51020,23009051,5.0,0.706,B,2017-01-04 11:15:45.930,129071051,828051,N,830,20.0,2017-01-04 00:51:00,2708.0,25.0,N,28,29051.0,0.0,0.0,4.5,
439369,79120,30174051,5.0,0.5529999999999999,B,2017-01-04 11:16:54.000,119942051,116079,N,865,,2017-01-04 00:16:00,3454.0,30.0,E,28,68051.0,0.0,0.0,7.5,
439371,79120,29087051,5.0,0.6629999999999999,B,2017-01-04 11:30:52.390,129684051,399051,N,830,,2017-01-04 00:26:00,2854.0,25.0,N,28,68051.0,21.76,32.51,6.0,31.63316575371907
439372,51020,29650051,5.0,0.586,B,2017-01-04 11:38:41.560,119942051,226051,N,855,,2017-01-04 01:20:00,3226.0,30.0,E,28,29051.0,0.0,0.0,6.0,
439373,51120,28141051,6.0,0.7040000000000001,B,2017-01-04 11:42:58.643,13432051,49079,N,990,,2017-01-04 00:26:00,3194.0,25.0,N,28,60051.0,24.24,33.0,4.5,34.36200209472903
439375,79120,29087051,5.0,0.6629999999999999,B,2017-01-04 12:03:49.017,129684051,65079,N,830,,2017-01-04 00:13:00,2854.0,25.0,N,28,68051.0,19.86,28.57,6.0,29.611404487145265
439377,79120,29087051,5.0,0.6629999999999999,B,2017-01-04 12:23:11.710,129684051,120079,N,830,,2017-01-04 00:09:00,2854.0,25.0,N,28,68051.0,24.35,36.88,6.0,34.28107458130328
439378,80020,32260051,8.0,0.609,B,2017-01-04 12:30:34.270,116138051,11148,N,1400,,2017-01-04 00:50:00,2564.0,30.0,E,28,70051.0,0.0,0.0,6.0,
439379,80020,30455051,6.0,0.86,C,2017-01-04 12:40:53.720,131283051,12080,N,1038,,2017-01-04 02:05:00,1388.0,15.0,N,28,70051.0,11.36,18.27,5.0,17.68599736302465
439380,51020,23009051,7.0,0.706,B,2017-01-04 12:43:49.547,129071051,608051,N,1162,,2017-01-04 00:30:00,3792.0,25.0,N,28,29051.0,21.35,27.34,4.5,31.754828871030956
