CodigoAglomerante;Idade;AbramsX;AbramsY;FCKFaixa1;DesvioFaixa1;DesvioTEFaixa1;FCKFaixa2;DesvioFaixa2;DesvioTEFaixa2;FCKFaixa3;DesvioFaixa3;DesvioTEFaixa3;FCKFaixa4;DesvioFaixa4;DesvioTEFaixa4;DesvioMaximo;DesvioTEMaximo;DataAlteracao
10051;28;-13.574;815.450;20.00;5.80;NULL;25.00;6.00;NULL;30.00;3.50;NULL;35.00;1.50;NULL;1.00;NULL;2014-06-14 09:33:04.083
43051;28;-20.080;1.319.900;20.00;5.00;NULL;25.00;6.00;NULL;30.00;5.50;NULL;35.00;3.00;NULL;4.20;NULL;2014-06-15 13:46:49.910
46051;28;-13.574;815.450;20.00;7.80;NULL;25.00;5.20;NULL;30.00;5.00;NULL;35.00;4.20;NULL;6.00;NULL;2014-06-15 13:55:48.870
4051;28;-17.820;1.074.800;20.00;2.00;NULL;25.00;2.00;NULL;30.00;2.70;NULL;35.00;3.70;NULL;3.50;NULL;2014-06-17 21:31:01.393
14051;28;-17.820;1.074.800;15.00;2.20;NULL;20.00;2.00;NULL;30.00;2.70;NULL;35.00;2.00;NULL;2.00;NULL;2014-06-17 21:47:21.263
17051;7;-17.938;917.450;25.00;3.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.70;NULL;2014-06-22 11:07:20.940
25051;28;-20.080;1.319.900;20.00;4.00;NULL;25.00;4.00;NULL;30.00;5.00;NULL;35.00;4.70;NULL;9.00;NULL;2014-06-25 10:15:32.220
12051;28;-13.574;815.450;20.00;6.00;NULL;25.00;5.30;NULL;30.00;5.50;NULL;35.00;4.00;NULL;5.50;NULL;2014-06-27 15:57:53.620
12051;28;-13.574;815.450;20.00;6.00;NULL;25.00;5.30;NULL;30.00;5.00;NULL;35.00;4.00;NULL;5.50;NULL;2014-06-27 16:04:03.127
11051;28;-17.520;1.241.500;15.00;6.20;NULL;20.00;7.20;NULL;25.00;8.00;NULL;30.00;6.50;NULL;6.50;NULL;2014-06-27 17:38:36.647
11051;28;-17.520;1.241.500;15.00;7.90;NULL;20.00;7.90;NULL;25.00;8.00;NULL;30.00;8.00;NULL;8.00;NULL;2014-06-27 17:46:52.890
25051;28;-20.080;1.319.900;20.00;3.30;NULL;25.00;4.00;NULL;30.00;5.00;NULL;35.00;4.70;NULL;9.00;NULL;2014-06-30 11:48:35.060
10051;28;-13.574;815.450;20.00;5.80;NULL;25.00;5.30;NULL;30.00;3.50;NULL;35.00;1.50;NULL;0.50;NULL;2014-06-30 12:30:50.697
46051;28;-13.574;815.450;20.00;7.80;NULL;25.00;5.20;NULL;30.00;5.00;NULL;35.00;3.20;NULL;6.00;NULL;2014-06-30 13:25:45.643
15051;28;-14.763;1.035.000;25.00;7.30;NULL;30.00;7.00;NULL;35.00;5.80;NULL;40.00;5.80;NULL;5.60;NULL;2014-07-02 18:11:31.150
15051;0;-13.574;815.450;20.00;6.00;NULL;25.00;6.30;NULL;30.00;4.50;NULL;35.00;2.50;NULL;3.50;NULL;2014-07-02 18:39:51.403
15051;28;-13.574;815.450;25.00;6.30;NULL;30.00;4.50;NULL;35.00;2.50;NULL;NULL;NULL;NULL;1.00;NULL;2014-07-02 18:39:51.770
18051;0;-13.574;815.450;20.00;5.80;NULL;25.00;6.30;NULL;30.00;4.50;NULL;35.00;2.50;NULL;1.00;NULL;2014-07-02 18:44:45.393
18051;28;-13.574;815.450;25.00;6.30;NULL;30.00;4.50;NULL;35.00;2.50;NULL;40.00;1.00;NULL;1.00;NULL;2014-07-02 18:44:45.770
15051;28;-13.574;815.450;25.00;6.30;NULL;30.00;4.50;NULL;35.00;2.50;NULL;40.00;1.00;NULL;1.00;NULL;2014-07-02 18:46:28.233
10051;28;-13.574;815.450;20.00;5.80;NULL;25.00;5.30;NULL;30.00;3.00;NULL;35.00;1.50;NULL;0.50;NULL;2014-07-06 16:33:00.440
17051;28;-13.574;815.450;20.00;4.80;NULL;25.00;3.80;NULL;30.00;3.50;NULL;35.00;1.00;NULL;0.50;NULL;2014-07-06 16:44:59.437
46051;28;-13.574;815.450;20.00;6.80;NULL;25.00;5.20;NULL;30.00;5.00;NULL;35.00;3.20;NULL;6.00;NULL;2014-07-06 16:53:48.137
18051;28;-13.574;815.450;25.00;6.30;NULL;30.00;4.50;NULL;35.00;2.50;NULL;40.00;1.50;NULL;1.00;NULL;2014-07-07 00:25:01.333
15051;28;-13.574;815.450;25.00;6.30;NULL;30.00;4.50;NULL;35.00;2.50;NULL;40.00;1.50;NULL;1.00;NULL;2014-07-07 00:27:15.660
25051;28;-20.080;1.319.900;20.00;2.30;NULL;25.00;3.00;NULL;30.00;5.00;NULL;35.00;4.70;NULL;9.00;NULL;2014-07-12 18:34:27.767
10051;28;-13.574;815.450;20.00;5.80;NULL;25.00;4.30;NULL;30.00;2.50;NULL;35.00;1.50;NULL;0.50;NULL;2014-07-12 18:47:03.960
17051;28;-13.574;815.450;20.00;4.80;NULL;25.00;3.30;NULL;30.00;3.00;NULL;35.00;1.00;NULL;0.50;NULL;2014-07-12 19:02:12.707
43051;28;-20.080;1.319.900;20.00;5.00;NULL;25.00;5.00;NULL;30.00;5.00;NULL;35.00;3.00;NULL;4.20;NULL;2014-07-12 19:11:09.440
46051;28;-13.574;815.450;20.00;6.30;NULL;25.00;4.70;NULL;30.00;4.50;NULL;35.00;3.20;NULL;6.00;NULL;2014-07-12 19:17:08.840
15051;28;-13.574;815.450;25.00;6.30;NULL;30.00;3.50;NULL;35.00;2.50;NULL;40.00;1.50;NULL;1.00;NULL;2014-07-15 22:04:37.567
15051;28;-13.574;815.450;25.00;6.30;NULL;30.00;3.50;NULL;35.00;2.50;NULL;40.00;1.50;NULL;1.00;NULL;2014-07-15 22:32:40.293
15051;28;-13.574;815.450;25.00;5.30;NULL;30.00;3.50;NULL;35.00;2.50;NULL;40.00;1.50;NULL;1.00;NULL;2014-07-15 22:33:56.270
18051;28;-13.574;815.450;25.00;5.30;NULL;30.00;4.00;NULL;35.00;2.50;NULL;40.00;1.50;NULL;1.00;NULL;2014-07-15 22:36:51.470
18051;28;-13.574;815.450;25.00;3.80;NULL;30.00;3.50;NULL;35.00;1.50;NULL;40.00;1.50;NULL;1.00;NULL;2014-07-17 22:15:00.670
15051;28;-13.574;815.450;25.00;3.80;NULL;30.00;3.50;NULL;35.00;1.50;NULL;40.00;1.50;NULL;2.00;NULL;2014-07-17 23:01:03.137
18051;28;-13.574;815.450;25.00;3.80;NULL;30.00;3.50;NULL;35.00;1.50;NULL;40.00;1.50;NULL;2.00;NULL;2014-07-17 23:02:19.447
14051;28;-17.820;1.074.800;15.00;2.20;NULL;20.00;3.00;NULL;30.00;2.70;NULL;35.00;3.00;NULL;2.00;NULL;2014-07-19 20:16:42.210
15051;0;-13.574;815.450;20.00;5.80;NULL;25.00;4.30;NULL;30.00;2.50;NULL;35.00;1.50;NULL;0.50;NULL;2014-07-20 19:06:21.327
18051;0;-13.574;815.450;20.00;4.80;NULL;25.00;3.80;NULL;30.00;3.50;NULL;35.00;1.50;NULL;1.50;NULL;2014-07-20 19:16:35.263
15051;0;-13.574;815.450;20.00;4.80;NULL;25.00;3.80;NULL;30.00;3.50;NULL;35.00;1.50;NULL;1.50;NULL;2014-07-20 19:22:24.600
10051;28;-13.574;815.450;20.00;5.80;NULL;25.00;4.30;NULL;30.00;3.00;NULL;35.00;1.50;NULL;0.50;NULL;2014-07-20 20:05:33.233
15051;28;-13.574;815.450;20.00;5.80;NULL;25.00;4.30;NULL;30.00;3.50;NULL;35.00;2.00;NULL;2.00;NULL;2014-07-24 07:04:08.083
15051;28;-13.574;815.450;20.00;5.80;NULL;25.00;4.30;NULL;30.00;3.50;NULL;35.00;2.00;NULL;2.00;NULL;2014-07-24 07:07:36.217
18051;28;-13.574;815.450;20.00;5.80;NULL;25.00;4.30;NULL;30.00;3.50;NULL;35.00;2.00;NULL;2.00;NULL;2014-07-24 07:20:02.117
18051;28;-13.574;815.450;20.00;5.80;NULL;25.00;4.30;NULL;30.00;3.50;NULL;35.00;2.00;NULL;2.00;NULL;2014-07-24 07:21:46.667
10051;28;-13.574;815.450;20.00;5.80;NULL;25.00;4.80;NULL;30.00;4.00;NULL;35.00;2.50;NULL;2.00;NULL;2014-07-24 07:26:19.157
17051;28;-13.574;815.450;20.00;5.80;NULL;25.00;4.80;NULL;30.00;4.00;NULL;35.00;2.50;NULL;2.00;NULL;2014-07-24 07:41:48.280
46051;28;-13.574;815.450;20.00;7.00;NULL;25.00;5.70;NULL;30.00;4.50;NULL;35.00;3.20;NULL;6.00;NULL;2014-07-26 12:12:35.050
4051;28;-17.820;1.074.800;20.00;2.00;NULL;25.00;2.00;NULL;30.00;2.70;NULL;35.00;2.70;NULL;3.50;NULL;2014-08-02 10:26:12.770
17051;28;-13.574;815.450;20.00;5.80;NULL;25.00;4.80;NULL;30.00;3.50;NULL;35.00;2.50;NULL;2.00;NULL;2014-08-04 14:03:35.847
10051;28;-13.574;815.450;20.00;5.80;NULL;25.00;4.80;NULL;30.00;3.50;NULL;35.00;2.50;NULL;2.00;NULL;2014-08-04 14:05:33.230
43051;28;-20.080;1.319.900;20.00;5.00;NULL;25.00;5.00;NULL;30.00;4.50;NULL;35.00;3.00;NULL;4.20;NULL;2014-08-04 14:07:59.010
15051;28;-13.574;815.450;20.00;4.80;NULL;25.00;3.30;NULL;30.00;2.50;NULL;35.00;2.00;NULL;2.00;NULL;2014-08-09 09:04:08.323
18051;28;-13.574;815.450;20.00;4.80;NULL;25.00;4.30;NULL;30.00;2.50;NULL;35.00;2.00;NULL;2.00;NULL;2014-08-09 09:10:51.587
43051;28;-20.080;1.319.900;20.00;5.00;NULL;25.00;5.00;NULL;30.00;4.00;NULL;35.00;3.00;NULL;4.20;NULL;2014-08-09 09:19:08.183
11051;28;-17.520;1.241.500;15.00;7.90;NULL;20.00;7.90;NULL;25.00;7.00;NULL;30.00;8.00;NULL;8.00;NULL;2014-08-09 09:27:10.260
12051;28;-13.574;815.450;20.00;6.00;NULL;25.00;5.30;NULL;30.00;4.00;NULL;35.00;4.00;NULL;5.50;NULL;2014-08-09 09:30:48.900
46051;28;-13.574;815.450;20.00;6.00;NULL;25.00;5.00;NULL;30.00;4.00;NULL;35.00;2.20;NULL;6.00;NULL;2014-08-09 09:40:08.453
14051;28;-17.820;1.074.800;15.00;2.20;NULL;20.00;3.00;NULL;30.00;2.00;NULL;35.00;3.00;NULL;2.00;NULL;2014-08-09 10:17:01.167
3051;0;-17.820;1.074.800;20.00;3.20;NULL;25.00;4.00;NULL;30.00;3.70;NULL;35.00;4.00;NULL;4.00;NULL;2014-08-10 18:18:58.640
3051;28;-17.820;1.074.800;20.00;3.20;NULL;25.00;4.00;NULL;30.00;3.70;NULL;35.00;4.00;NULL;4.00;NULL;2014-08-10 18:18:59.087
13051;0;-17.820;1.074.800;20.00;3.20;NULL;25.00;4.00;NULL;30.00;3.70;NULL;35.00;4.00;NULL;4.00;NULL;2014-08-10 20:07:39.790
13051;28;-17.820;1.074.800;20.00;3.20;NULL;25.00;4.00;NULL;30.00;3.70;NULL;35.00;4.00;NULL;4.00;NULL;2014-08-10 20:07:40.153
15051;28;-13.574;815.450;20.00;4.80;NULL;25.00;3.80;NULL;30.00;2.50;NULL;35.00;2.50;NULL;2.00;NULL;2014-08-13 12:05:40.027
4051;28;-17.820;1.074.800;20.00;2.70;NULL;25.00;2.70;NULL;30.00;2.70;NULL;35.00;2.70;NULL;3.50;NULL;2014-08-13 17:55:05.560
4051;28;-17.820;1.074.800;20.00;3.20;NULL;25.00;3.20;NULL;30.00;3.20;NULL;35.00;3.20;NULL;3.50;NULL;2014-08-14 07:05:28.573
14051;28;-17.820;1.074.800;15.00;3.20;NULL;20.00;3.20;NULL;30.00;3.20;NULL;35.00;3.20;NULL;3.00;NULL;2014-08-14 08:06:06.683
15051;28;-13.574;815.450;20.00;4.80;NULL;25.00;3.80;NULL;30.00;2.50;NULL;35.00;2.50;NULL;1.00;NULL;2014-08-16 18:09:42.290
18051;28;-13.574;815.450;20.00;4.80;NULL;25.00;3.30;NULL;30.00;2.50;NULL;35.00;2.00;NULL;2.00;NULL;2014-08-16 18:19:19.140
12051;28;-13.574;815.450;20.00;6.50;NULL;25.00;6.00;NULL;30.00;4.00;NULL;35.00;4.00;NULL;5.50;NULL;2014-08-23 11:16:43.847
12051;28;-13.574;815.450;20.00;7.00;NULL;25.00;6.00;NULL;30.00;4.00;NULL;35.00;4.00;NULL;5.50;NULL;2014-08-23 11:20:45.830
55051;0;-23.078;1.691.600;20.00;4.00;NULL;25.00;4.00;NULL;30.00;4.00;NULL;35.00;4.00;NULL;4.00;NULL;2014-08-23 15:14:35.157
55051;28;-23.078;1.691.600;20.00;4.00;NULL;25.00;4.00;NULL;30.00;4.00;NULL;35.00;4.00;NULL;4.00;NULL;2014-08-23 15:14:35.220
3051;28;-17.820;1.074.800;20.00;3.20;NULL;25.00;4.00;NULL;30.00;2.70;NULL;35.00;4.00;NULL;4.00;NULL;2014-08-23 15:32:37.343
13051;28;-17.820;1.074.800;20.00;3.20;NULL;25.00;4.00;NULL;30.00;2.70;NULL;35.00;4.00;NULL;4.00;NULL;2014-08-23 15:33:58.560
25051;28;-20.080;1.319.900;20.00;3.20;NULL;25.00;4.00;NULL;30.00;5.00;NULL;35.00;4.70;NULL;9.00;NULL;2014-08-23 15:36:05.010
56051;3;-18.120;976.300;20.00;4.30;NULL;25.00;4.30;NULL;30.00;4.30;NULL;35.00;4.30;NULL;4.30;NULL;2014-08-25 17:20:54.823
56051;7;-18.209;1.035.100;20.00;3.10;NULL;25.00;3.10;NULL;30.00;3.10;NULL;35.00;3.10;NULL;3.10;NULL;2014-08-25 17:36:46.557
56051;0;-17.520;1.241.500;20.00;2.50;NULL;25.00;1.00;NULL;30.00;1.50;NULL;35.00;2.00;NULL;2.70;NULL;2014-08-25 17:36:46.577
56051;28;-17.520;1.241.500;20.00;6.50;NULL;25.00;6.50;NULL;30.00;6.50;NULL;35.00;6.50;NULL;6.50;NULL;2014-08-25 17:36:46.597
15051;28;-13.574;815.450;20.00;4.80;NULL;25.00;3.80;NULL;30.00;2.50;NULL;35.00;2.50;NULL;1.00;NULL;2014-08-27 23:51:46.783
46051;28;-13.574;815.450;20.00;6.00;NULL;25.00;4.00;NULL;30.00;4.00;NULL;35.00;2.20;NULL;6.00;NULL;2014-09-02 06:08:01.917
43051;28;-20.080;1.319.900;20.00;4.00;NULL;25.00;4.00;NULL;30.00;3.00;NULL;35.00;3.00;NULL;4.20;NULL;2014-09-02 06:20:55.313
18051;28;-13.574;815.450;20.00;4.80;NULL;25.00;3.30;NULL;30.00;2.00;NULL;35.00;2.00;NULL;2.00;NULL;2014-09-02 06:33:58.217
15051;28;-13.574;815.450;20.00;4.80;NULL;25.00;3.80;NULL;30.00;2.00;NULL;35.00;2.50;NULL;1.00;NULL;2014-09-02 06:38:18.130
13051;28;-17.820;1.074.800;20.00;3.00;NULL;25.00;3.00;NULL;30.00;2.20;NULL;35.00;3.50;NULL;4.00;NULL;2014-09-02 06:44:18.053
3051;28;-17.820;1.074.800;20.00;3.00;NULL;25.00;3.00;NULL;30.00;2.20;NULL;35.00;3.50;NULL;4.00;NULL;2014-09-02 07:11:10.080
4051;28;-17.820;1.074.800;20.00;3.20;NULL;25.00;3.20;NULL;30.00;3.20;NULL;35.00;2.50;NULL;3.50;NULL;2014-09-02 09:14:47.370
14051;28;-17.820;1.074.800;15.00;3.20;NULL;20.00;3.20;NULL;30.00;3.20;NULL;35.00;2.50;NULL;3.00;NULL;2014-09-02 09:57:22.530
15051;28;-13.574;815.450;20.00;4.80;NULL;25.00;5.00;NULL;30.00;3.60;NULL;35.00;3.80;NULL;2.00;NULL;2014-09-06 14:15:48.387
25051;28;-20.080;1.319.900;20.00;3.20;NULL;25.00;5.00;NULL;30.00;4.50;NULL;35.00;4.70;NULL;9.00;NULL;2014-09-07 16:54:45.637
4051;28;-17.820;1.074.800;20.00;2.20;NULL;25.00;3.20;NULL;30.00;3.20;NULL;35.00;2.50;NULL;3.50;NULL;2014-09-07 17:08:59.580
15051;28;-13.574;815.450;20.00;4.80;NULL;25.00;5.00;NULL;30.00;3.60;NULL;35.00;3.80;NULL;1.00;NULL;2014-09-07 17:27:47.297
18051;28;-13.574;815.450;20.00;4.80;NULL;25.00;4.30;NULL;30.00;2.00;NULL;35.00;2.00;NULL;2.00;NULL;2014-09-07 17:37:31.953
17051;28;-13.574;815.450;20.00;5.80;NULL;25.00;4.80;NULL;30.00;2.50;NULL;35.00;1.50;NULL;2.00;NULL;2014-09-07 17:45:27.840
11051;28;-17.520;1.241.500;15.00;7.90;NULL;20.00;7.90;NULL;25.00;5.00;NULL;30.00;8.00;NULL;8.00;NULL;2014-09-07 17:58:59.797
12051;28;-13.574;815.450;20.00;7.00;NULL;25.00;6.00;NULL;30.00;3.00;NULL;35.00;4.00;NULL;5.50;NULL;2014-09-07 18:01:18.243
46051;28;-13.574;815.450;20.00;5.00;NULL;25.00;4.00;NULL;30.00;3.00;NULL;35.00;2.20;NULL;6.00;NULL;2014-09-07 18:07:12.327
55051;28;-23.078;1.691.600;20.00;4.00;NULL;25.00;4.00;NULL;30.00;3.00;NULL;35.00;4.00;NULL;4.00;NULL;2014-09-07 20:26:07.200
10051;28;-13.574;815.450;20.00;5.80;NULL;25.00;4.80;NULL;30.00;5.00;NULL;35.00;4.80;NULL;2.00;NULL;2014-09-07 21:11:39.780
15051;28;-13.574;815.450;20.00;4.80;NULL;25.00;5.00;NULL;30.00;3.60;NULL;35.00;3.80;NULL;2.00;NULL;2014-09-07 21:36:57.620
12051;28;-13.574;815.450;20.00;7.00;NULL;25.00;6.00;NULL;30.00;4.50;NULL;35.00;5.00;NULL;5.50;NULL;2014-09-09 12:12:36.067
18051;28;-13.574;815.450;20.00;4.80;NULL;25.00;4.30;NULL;30.00;2.00;NULL;35.00;2.00;NULL;2.00;NULL;2014-09-09 18:39:23.800
3051;28;-17.820;1.074.800;20.00;3.00;NULL;25.00;3.00;NULL;30.00;1.50;NULL;35.00;3.50;NULL;4.00;NULL;2014-09-14 13:12:11.903
57051;0;26.630;2.119.700;20.00;4.00;NULL;25.00;4.00;NULL;30.00;4.00;NULL;35.00;4.00;NULL;4.00;NULL;2014-09-14 20:54:02.097
57051;0;-26.630;2.119.700;20.00;4.00;NULL;25.00;4.00;NULL;30.00;4.00;NULL;35.00;4.00;NULL;4.00;NULL;2014-09-14 20:57:01.080
57051;28;-26.630;2.119.700;20.00;4.00;NULL;25.00;4.00;NULL;30.00;4.00;NULL;35.00;4.00;NULL;4.00;NULL;2014-09-14 21:00:59.133
58051;3;-18.120;976.320;20.00;5.00;NULL;25.00;5.00;NULL;30.00;5.00;NULL;35.00;5.00;NULL;5.00;NULL;2014-09-14 21:45:39.340
58051;7;-18.209;1.035.100;20.00;5.00;NULL;25.00;5.00;NULL;30.00;5.00;NULL;35.00;5.00;NULL;5.00;NULL;2014-09-14 21:45:39.360
58051;28;-17.520;1.241.500;20.00;6.00;NULL;25.00;7.00;NULL;30.00;7.50;NULL;35.00;7.00;NULL;8.00;NULL;2014-09-14 21:45:39.380
43051;28;-20.080;1.319.900;20.00;5.00;NULL;25.00;5.00;NULL;30.00;4.00;NULL;35.00;4.00;NULL;4.20;NULL;2014-09-14 21:54:06.027
11051;28;-17.520;1.241.500;15.00;7.90;NULL;20.00;7.90;NULL;25.00;7.30;NULL;30.00;8.00;NULL;8.00;NULL;2014-09-14 22:02:19.733
3051;28;-17.820;1.074.800;20.00;2.50;NULL;25.00;2.50;NULL;30.00;1.50;NULL;35.00;3.00;NULL;4.00;NULL;2014-09-14 22:10:57.797
14051;28;-17.820;1.074.800;15.00;3.20;NULL;20.00;3.20;NULL;30.00;3.20;NULL;35.00;1.50;NULL;3.00;NULL;2014-09-14 22:43:09.757
10051;28;-13.574;815.450;20.00;5.80;NULL;25.00;4.80;NULL;30.00;4.00;NULL;35.00;4.80;NULL;2.00;NULL;2014-09-14 22:58:08.727
18051;28;-13.574;815.450;20.00;5.00;NULL;25.00;4.30;NULL;30.00;3.70;NULL;35.00;2.50;NULL;2.00;NULL;2014-09-14 23:08:34.077
17051;28;-13.574;815.450;20.00;5.80;NULL;25.00;4.80;NULL;30.00;2.50;NULL;35.00;0.50;NULL;2.00;NULL;2014-09-14 23:14:45.793
57051;28;-26.630;2.119.700;20.00;5.50;NULL;25.00;5.50;NULL;30.00;5.50;NULL;35.00;5.50;NULL;5.00;NULL;2014-09-15 15:59:04.667
12051;28;-13.574;815.450;20.00;7.00;NULL;25.00;7.00;NULL;30.00;7.00;NULL;35.00;6.00;NULL;5.50;NULL;2014-09-17 19:33:09.487
12051;28;-13.574;815.450;20.00;7.00;NULL;25.00;7.00;NULL;30.00;4.00;NULL;35.00;6.00;NULL;5.50;NULL;2014-09-18 12:50:00.630
57051;28;-26.630;2.119.700;20.00;4.50;NULL;25.00;5.50;NULL;30.00;5.50;NULL;35.00;5.50;NULL;5.00;NULL;2014-09-19 06:46:39.550
58051;28;-17.520;1.241.500;20.00;6.50;NULL;25.00;7.00;NULL;30.00;7.50;NULL;35.00;7.00;NULL;8.00;NULL;2014-09-19 06:47:20.733
58051;28;-17.520;1.241.500;20.00;6.50;NULL;25.00;7.00;NULL;30.00;7.50;NULL;35.00;7.00;NULL;8.00;NULL;2014-09-19 20:36:13.040
58051;28;-17.520;1.241.500;20.00;6.50;NULL;25.00;7.00;NULL;30.00;6.50;NULL;35.00;5.00;NULL;6.00;NULL;2014-09-19 20:51:26.287
58051;3;-18.120;976.320;20.00;5.00;NULL;25.00;5.00;NULL;30.00;5.00;NULL;35.00;5.00;NULL;5.00;NULL;2014-09-19 20:54:45.417
4051;28;-17.820;1.074.800;20.00;2.20;NULL;25.00;3.20;NULL;30.00;3.20;NULL;35.00;1.50;NULL;2.00;NULL;2014-09-20 16:28:38.680
13051;28;-17.820;1.074.800;20.00;3.00;NULL;25.00;3.00;NULL;30.00;2.20;NULL;35.00;5.00;NULL;4.00;NULL;2014-09-20 16:30:45.120
14051;28;-17.820;1.074.800;15.00;3.20;NULL;20.00;3.20;NULL;30.00;3.20;NULL;35.00;1.00;NULL;3.00;NULL;2014-09-20 16:32:13.997
4051;28;-17.820;1.074.800;20.00;2.20;NULL;25.00;3.20;NULL;30.00;3.20;NULL;35.00;1.00;NULL;2.00;NULL;2014-09-20 16:34:07.120
25051;28;-20.080;1.319.900;20.00;3.20;NULL;25.00;4.00;NULL;30.00;4.50;NULL;35.00;4.70;NULL;9.00;NULL;2014-09-20 16:37:12.653
43051;28;-20.080;1.319.900;20.00;7.00;NULL;25.00;7.00;NULL;30.00;7.00;NULL;35.00;7.00;NULL;7.00;NULL;2014-09-20 16:39:38.407
44051;3;-18.120;976.320;20.00;6.00;NULL;25.00;6.00;NULL;30.00;6.00;NULL;35.00;6.00;NULL;6.00;NULL;2014-09-20 16:41:50.657
44051;7;-18.209;1.035.100;20.00;6.00;NULL;25.00;6.00;NULL;30.00;6.00;NULL;35.00;6.00;NULL;6.00;NULL;2014-09-20 16:41:51.027
44051;28;-17.520;1.241.500;20.00;7.00;NULL;25.00;7.00;NULL;30.00;7.00;NULL;35.00;7.00;NULL;7.00;NULL;2014-09-20 16:41:51.397
10051;28;-13.574;815.450;20.00;5.80;NULL;25.00;4.80;NULL;30.00;4.00;NULL;35.00;3.20;NULL;2.00;NULL;2014-09-20 16:43:18.327
17051;28;-13.574;815.450;20.00;5.80;NULL;25.00;3.50;NULL;30.00;2.50;NULL;35.00;0.50;NULL;2.00;NULL;2014-09-20 16:45:22.763
12051;28;-13.574;815.450;20.00;7.00;NULL;25.00;5.50;NULL;30.00;3.00;NULL;35.00;6.00;NULL;5.50;NULL;2014-09-20 16:46:56.170
46051;28;-13.574;815.450;20.00;6.00;NULL;25.00;5.00;NULL;30.00;4.00;NULL;35.00;3.00;NULL;6.00;NULL;2014-09-20 16:48:41.110
4051;28;-17.820;1.074.800;20.00;3.80;NULL;25.00;3.80;NULL;30.00;3.80;NULL;35.00;2.00;NULL;2.00;NULL;2014-09-22 09:51:18.287
59051;0;-13.574;815.450;20.00;6.50;NULL;25.00;6.50;NULL;30.00;6.50;NULL;35.00;6.50;NULL;6.50;NULL;2014-09-25 16:42:13.700
59051;28;-13.574;815.450;20.00;6.00;NULL;25.00;5.00;NULL;30.00;4.00;NULL;35.00;3.20;NULL;6.00;NULL;2014-09-25 16:42:13.760
46051;28;-13.574;815.450;20.00;7.00;NULL;25.00;6.00;NULL;30.00;5.50;NULL;35.00;4.50;NULL;7.00;NULL;2014-09-25 16:43:17.947
46051;28;-13.574;815.450;20.00;7.80;NULL;25.00;7.80;NULL;30.00;7.80;NULL;35.00;7.80;NULL;7.80;NULL;2014-09-25 16:46:57.390
46051;28;-13.574;815.454;20.00;6.00;NULL;25.00;5.00;NULL;30.00;4.00;NULL;35.00;3.00;NULL;6.00;NULL;2014-09-25 18:23:50.550
46051;28;-13.574;815.454;20.00;7.00;NULL;25.00;6.00;NULL;30.00;5.00;NULL;35.00;4.00;NULL;7.00;NULL;2014-09-25 18:36:13.083
4051;28;-17.820;1.074.800;20.00;2.50;NULL;25.00;3.80;NULL;30.00;3.00;NULL;35.00;1.00;NULL;1.00;NULL;2014-09-26 15:54:38.103
3051;28;-17.820;1.074.800;20.00;2.50;NULL;25.00;1.70;NULL;30.00;0.80;NULL;35.00;3.00;NULL;4.00;NULL;2014-09-26 16:09:44.180
14051;28;-17.820;1.074.800;15.00;3.20;NULL;20.00;2.20;NULL;30.00;2.20;NULL;35.00;1.00;NULL;3.00;NULL;2014-09-26 16:31:27.923
13051;28;-17.820;1.074.800;20.00;2.00;NULL;25.00;3.00;NULL;30.00;1.50;NULL;35.00;5.00;NULL;4.00;NULL;2014-09-28 01:05:05.230
55051;28;-23.078;1.691.600;20.00;4.00;NULL;25.00;3.00;NULL;30.00;2.50;NULL;35.00;4.00;NULL;4.00;NULL;2014-09-28 01:25:15.420
10051;28;-13.574;815.450;20.00;5.80;NULL;25.00;3.80;NULL;30.00;3.00;NULL;35.00;3.20;NULL;1.00;NULL;2014-09-28 01:28:39.110
15051;28;-13.574;815.450;20.00;38.00;NULL;25.00;4.00;NULL;30.00;2.60;NULL;35.00;3.80;NULL;2.00;NULL;2014-09-28 01:38:33.693
17051;28;-13.574;815.450;20.00;5.80;NULL;25.00;3.50;NULL;30.00;1.50;NULL;35.00;0.50;NULL;1.00;NULL;2014-09-28 01:44:53.967
18051;28;-13.574;815.450;20.00;5.00;NULL;25.00;3.30;NULL;30.00;3.70;NULL;35.00;2.50;NULL;1.00;NULL;2014-09-28 01:52:36.043
15051;28;-13.574;815.450;20.00;4.30;NULL;25.00;4.00;NULL;30.00;2.60;NULL;35.00;3.80;NULL;2.00;NULL;2014-09-29 08:21:25.740
45051;28;-13.574;815.450;20.00;6.80;NULL;25.00;5.80;NULL;30.00;5.30;NULL;35.00;5.40;NULL;2.50;NULL;2014-09-29 14:02:39.283
45051;28;-13.574;815.450;20.00;6.80;NULL;25.00;5.80;NULL;30.00;5.30;NULL;35.00;3.00;NULL;2.50;NULL;2014-09-29 15:17:37.310
45051;28;-13.574;815.450;20.00;6.80;NULL;25.00;5.80;NULL;30.00;5.30;NULL;35.00;3.50;NULL;2.50;NULL;2014-09-29 15:19:39.890
59051;28;-13.574;815.450;20.00;5.00;NULL;25.00;4.00;NULL;30.00;4.00;NULL;35.00;3.20;NULL;6.00;NULL;2014-10-03 19:50:01.363
