,CodigoReceita,Volume,TipoLancamento,QuantidadeAgua,ConsumoTotal,TipoTraco,FCK,Rompimento7Dias,Rompimento28Dias,ResultadoEsperado
22013,9587051,8.0,B,1424.0,2752.0,N,30.0,22.8,33.79,45.10589308181281
22014,9587051,6.0,B,1068.0,2064.0,N,30.0,27.14,36.18,45.10589308181281
22015,9587051,5.0,B,890.0,1720.0,N,30.0,27.04,36.94,45.10589308181281
22019,9587051,8.0,B,1424.0,2752.0,N,30.0,22.8,33.42,45.10589308181281
22020,9587051,8.0,B,1424.0,2752.0,N,30.0,25.24,36.4,45.10589308181281
22024,9587051,6.0,B,1068.0,2064.0,N,30.0,24.61,37.9,45.10589308181281
22025,9587051,8.0,B,1200.0,2704.0,N,30.0,23.69,36.57,51.36034903805004
22027,9587051,8.0,B,1200.0,2704.0,N,30.0,21.79,33.15,51.36034903805004
22030,9587051,8.0,B,1200.0,2704.0,N,30.0,22.02,37.53,51.36034903805004
22031,9587051,8.0,B,1200.0,2704.0,N,30.0,22.57,34.69,51.36034903805004
22032,9587051,8.0,B,1200.0,2704.0,N,30.0,25.38,37.54,51.36034903805004
22034,9587051,8.0,B,1200.0,2704.0,N,30.0,25.01,37.01,51.36034903805004
22036,9587051,8.0,B,1200.0,2704.0,N,30.0,23.77,34.93,51.36034903805004
22037,9587051,8.0,B,1200.0,2704.0,N,30.0,23.73,37.57,51.36034903805004
22038,9587051,8.0,B,1200.0,2704.0,N,30.0,,,51.36034903805004
22040,9587051,8.0,B,1296.0,2704.0,N,30.0,27.36,40.33,48.244157834048906
22042,9587051,8.0,B,1296.0,2704.0,N,30.0,25.08,39.84,48.244157834048906
22044,9587051,8.0,B,1352.0,2704.0,N,30.0,24.15,35.06,46.514444788850554
22045,9587051,8.0,B,1136.0,2640.0,N,30.0,22.25,33.53,52.595925909436055
22049,9587051,8.0,B,1136.0,2640.0,N,30.0,22.42,36.26,52.595925909436055
22050,9587051,8.0,B,1136.0,2640.0,N,30.0,23.81,35.91,52.595925909436055
22052,9587051,8.0,B,1136.0,2640.0,N,30.0,,,52.595925909436055
22057,9587051,8.0,B,1264.0,2640.0,N,30.0,22.05,35.78,48.28687934927579
22058,9587051,4.0,B,632.0,1320.0,N,30.0,23.6,35.05,48.28687934927579
22060,9587051,4.5,B,788.0,1485.0,N,30.0,24.43,33.61,44.068491994612565
22061,9587051,7.0,B,1225.0,2310.0,N,30.0,26.85,33.87,44.094658935778604
22062,9587051,7.0,B,1225.0,2310.0,N,30.0,26.83,33.59,44.094658935778604
22064,9587051,7.0,B,1148.0,2310.0,N,30.0,25.68,34.08,46.7636096659253
22066,9587051,7.0,B,1148.0,2310.0,N,30.0,23.87,31.02,46.7636096659253
22067,9587051,7.0,B,1176.0,2268.0,N,30.0,21.03,30.42,45.02035662050889
22068,9587051,8.0,B,1344.0,2592.0,N,30.0,25.27,33.87,45.02035662050889
22070,9587051,4.0,B,672.0,1296.0,N,30.0,21.9,30.95,45.02035662050889
22071,9587051,7.0,B,1141.0,2457.0,N,30.0,,,49.52847740481831
22073,9587051,7.0,B,1141.0,2457.0,N,30.0,22.46,32.3,49.52847740481831
22077,9587051,4.0,B,736.0,1376.0,N,30.0,23.3,33.68,43.73999517662964
22080,9587051,8.0,B,1280.0,2752.0,N,30.0,22.74,30.91,48.53161445420648
22082,9587051,8.0,B,1280.0,2752.0,N,30.0,25.08,33.75,48.53161445420648
22083,9587051,8.0,B,1280.0,2752.0,N,30.0,25.46,34.59,48.53161445420648
22084,9587051,8.0,B,1280.0,2752.0,N,30.0,27.29,35.76,48.53161445420648
22086,9587051,8.0,B,1264.0,2752.0,N,30.0,21.39,29.66,49.12806923386672
22090,9587051,8.0,B,1264.0,2752.0,N,30.0,22.6,31.2,49.12806923386672
22092,9587051,8.0,B,1336.0,2752.0,N,30.0,22.79,31.11,46.50047478749875
22101,9587051,4.0,B,684.0,1352.0,N,30.0,23.27,34.24,44.54468219447594
22104,9587051,8.0,B,1400.0,2704.0,N,30.0,21.58,32.87,43.45078309023399
22105,9587051,8.0,B,1400.0,2704.0,N,30.0,21.79,29.64,43.45078309023399
22106,9587051,8.0,B,1400.0,2704.0,N,30.0,22.88,32.56,43.45078309023399
22107,9587051,8.0,B,1400.0,2704.0,N,30.0,21.73,31.07,43.45078309023399
22108,9587051,8.0,B,1400.0,2704.0,N,30.0,22.54,30.32,43.45078309023399
22109,9587051,8.0,B,1400.0,2704.0,N,30.0,22.4,31.04,43.45078309023399
22110,9587051,8.0,B,1400.0,2704.0,N,30.0,22.86,30.69,43.45078309023399
22113,9587051,8.0,B,1400.0,2704.0,N,30.0,20.72,27.39,43.45078309023399
22114,9587051,8.0,B,1312.0,2704.0,N,30.0,21.51,30.59,46.52568910808648
22115,9587051,8.0,B,1312.0,2704.0,N,30.0,20.56,31.39,46.52568910808648
22116,9587051,8.0,B,1312.0,2704.0,N,30.0,22.44,28.22,46.52568910808648
22122,9587051,8.0,B,1280.0,2704.0,N,30.0,22.0,32.89,47.69700078580429
22125,9587051,8.0,B,1368.0,2704.0,N,30.0,,32.41,44.54468219447594
22128,9587051,8.0,B,1312.0,2704.0,N,30.0,,33.1,46.52568910808648
22131,9587051,8.0,B,1312.0,2704.0,N,30.0,,35.02,46.52568910808648
22133,9587051,8.0,B,1312.0,2704.0,N,30.0,,34.31,46.52568910808648
22139,9587051,8.0,B,1280.0,2696.0,N,30.0,27.0,34.37,52.45084649258788
22142,9587051,8.0,B,1280.0,2696.0,N,30.0,26.99,36.08,52.45084649258788
22143,9587051,8.0,B,1280.0,2696.0,N,30.0,26.29,34.71,52.45084649258788
22147,9587051,6.5,B,1320.0,2158.0,N,30.0,23.16,33.1,39.86619857996788
22149,9587051,6.0,B,1218.0,1992.0,N,30.0,24.43,35.64,39.88471350408107
22150,9587051,6.0,B,1218.0,1992.0,N,30.0,22.66,34.54,39.88471350408107
22153,9587051,8.0,B,1624.0,2608.0,N,30.0,20.38,28.45,38.995291541398515
22154,9587051,8.0,B,1624.0,2608.0,N,30.0,25.18,36.83,38.995291541398515
22157,9587051,8.0,B,1624.0,2608.0,N,30.0,25.3,33.7,38.995291541398515
22158,9587051,8.0,B,1624.0,2608.0,N,30.0,27.0,34.74,38.995291541398515
22160,9587051,8.0,B,1624.0,2608.0,N,30.0,23.7,33.57,38.995291541398515
22162,9587051,8.0,B,1624.0,2608.0,N,30.0,28.8,39.26,38.995291541398515
22163,9587051,8.0,B,1624.0,2608.0,N,30.0,20.44,29.95,38.995291541398515
22164,9587051,8.0,B,1624.0,2608.0,N,30.0,23.41,34.28,38.995291541398515
22165,9587051,8.0,B,1624.0,2608.0,N,30.0,22.07,29.32,38.995291541398515
22166,9587051,8.0,B,1624.0,2608.0,N,30.0,24.03,32.75,38.995291541398515
22167,9587051,8.0,B,1624.0,2608.0,N,30.0,20.84,29.79,38.995291541398515
22168,9587051,8.0,B,1624.0,2608.0,N,30.0,22.61,31.16,38.995291541398515
22170,9587051,8.0,B,1624.0,2608.0,N,30.0,21.0,30.18,38.995291541398515
22172,9587051,8.0,B,1624.0,2608.0,N,30.0,19.68,27.14,38.995291541398515
22174,9587051,8.0,B,1624.0,2608.0,N,30.0,,,38.995291541398515
22175,9587051,8.0,B,1624.0,2608.0,N,30.0,22.11,28.1,38.995291541398515
22176,9587051,8.0,B,1624.0,2608.0,N,30.0,,,38.995291541398515
22177,9587051,8.0,B,1624.0,2608.0,N,30.0,19.81,28.86,38.995291541398515
22179,9587051,8.0,B,1624.0,2608.0,N,30.0,23.83,34.03,38.995291541398515
22180,9587051,8.0,B,1624.0,2608.0,N,30.0,25.17,34.15,38.995291541398515
22182,9587051,8.0,B,1624.0,2608.0,N,30.0,21.97,29.36,38.995291541398515
22183,9587051,8.0,B,1624.0,2608.0,N,30.0,23.84,31.81,38.995291541398515
22184,9587051,8.0,B,1520.0,2792.0,N,30.0,25.26,36.99,45.61915136183842
22186,9587051,8.0,B,1520.0,2792.0,N,30.0,26.94,36.66,45.61915136183842
22189,9587051,8.0,B,1520.0,2792.0,N,30.0,25.97,36.71,45.61915136183842
22190,9587051,8.0,B,1520.0,2792.0,N,30.0,28.29,39.91,45.61915136183842
22191,9587051,8.0,B,1520.0,2792.0,N,30.0,,,45.61915136183842
22193,9587051,8.0,B,1520.0,2792.0,N,30.0,27.31,38.16,45.61915136183842
22199,9587051,8.0,B,1600.0,2616.0,N,30.0,25.8,34.7,39.772866550293536
22200,9587051,8.0,B,1600.0,2616.0,N,30.0,24.1,31.51,39.772866550293536
22203,9587051,8.0,B,1576.0,2616.0,N,30.0,25.2,38.65,40.546561883427394
22204,9587051,8.0,B,1576.0,2616.0,N,30.0,23.9,36.82,40.546561883427394
22207,9587051,8.0,B,1624.0,2704.0,N,30.0,24.06,32.91,40.70479916111583
22208,9587051,8.0,B,1624.0,2704.0,N,30.0,26.8,35.15,40.70479916111583
22236,9587051,7.0,B,1407.0,2352.0,N,30.0,,,38.66335598137159
22240,9587051,8.0,B,1600.0,2688.0,N,30.0,26.33,38.53,38.90193776194261
22241,9587051,8.0,B,1600.0,2688.0,N,30.0,28.54,40.88,38.90193776194261
22242,9587051,8.0,B,1592.0,2688.0,N,30.0,27.15,37.68,39.14199177027492
22246,9587051,8.0,B,1632.0,2584.0,N,30.0,26.67,35.25,36.08681351304188
22248,9587051,6.0,B,1206.0,1944.0,N,30.0,22.06,30.06,36.93263769951437
22249,9587051,6.0,B,1206.0,1944.0,N,30.0,24.56,33.43,36.93263769951437
22250,9587051,7.0,B,1407.0,2268.0,N,30.0,22.98,32.26,36.93263769951437
22251,9587051,7.0,B,1407.0,2268.0,N,30.0,23.31,31.6,36.93263769951437
22255,9587051,8.0,B,1600.0,2592.0,N,30.0,26.08,36.26,37.169007423248765
22256,9587051,8.0,B,1600.0,2592.0,N,30.0,25.84,33.66,37.169007423248765
22259,9587051,8.0,B,1600.0,2592.0,N,30.0,27.41,35.45,37.169007423248765
22262,9587051,8.0,B,1600.0,2632.0,N,30.0,25.8,33.19,39.311122029398156
22263,9587051,8.0,B,1600.0,2632.0,N,30.0,26.15,34.84,39.311122029398156
22360,8974051,5.0,C,715.0,1490.0,N,30.0,26.07,37.34,50.357909255643584
22364,8974051,6.0,C,882.0,1746.0,N,30.0,25.19,35.77,47.864573921003014
22370,8974051,6.0,C,906.0,1728.0,N,30.0,21.17,36.73,46.05888131718415
22371,8974051,6.0,C,906.0,1728.0,N,30.0,19.64,31.91,46.05888131718415
22372,8974051,5.0,C,755.0,1440.0,N,30.0,18.04,38.84,46.05888131718415
22385,8974051,5.0,C,800.0,1490.0,N,30.0,25.63,39.84,44.907524165220934
22387,8974051,7.0,C,1106.0,2086.0,N,30.0,20.62,31.05,45.51681721726177
22388,8974051,7.0,C,1106.0,2086.0,N,30.0,22.44,33.09,45.51681721726177
22390,8974051,5.0,C,850.0,1490.0,N,30.0,24.67,35.53,41.9812380942505
22393,8974051,6.0,C,960.0,1758.0,N,30.0,22.9,34.65,44.088870933044745
22395,8974051,6.0,C,1008.0,1758.0,N,30.0,28.03,39.27,41.73672565023889
22397,8974051,7.0,C,1176.0,2051.0,N,30.0,24.28,36.12,41.73672565023889
22400,8974051,6.0,C,984.0,1728.0,N,30.0,20.69,31.49,42.06776278084221
22401,8974051,8.0,C,1328.0,2304.0,N,30.0,19.01,31.11,41.48522224137088
22404,8974051,6.5,C,1092.0,1872.0,N,30.0,23.63,38.81,40.91074853164504
22405,8974051,8.0,C,1344.0,2304.0,N,30.0,28.04,41.83,40.91074853164504
22409,8974051,7.0,C,1176.0,2016.0,N,30.0,22.71,33.58,40.91074853164504
22411,8974051,7.0,C,1176.0,2016.0,N,30.0,22.02,36.48,40.91074853164504
22420,8974051,8.0,C,1312.0,2304.0,N,30.0,,,42.06776278084221
22422,8974051,8.0,C,1312.0,2304.0,N,30.0,25.33,34.94,42.06776278084221
22423,8974051,8.0,C,1312.0,2304.0,N,30.0,24.35,36.15,42.06776278084221
22425,8974051,8.0,C,1312.0,2304.0,N,30.0,,,42.06776278084221
22426,8974051,8.0,C,1312.0,2304.0,N,30.0,23.36,34.36,42.06776278084221
22427,8974051,8.0,C,1312.0,2304.0,N,30.0,21.67,31.42,42.06776278084221
22428,8974051,8.0,C,1312.0,2304.0,N,30.0,23.63,34.1,42.06776278084221
22430,8974051,8.0,C,1312.0,2304.0,N,30.0,22.85,33.01,42.06776278084221
22431,8974051,8.0,C,1312.0,2304.0,N,30.0,24.48,37.63,42.06776278084221
22432,8974051,8.0,C,1208.0,2304.0,N,30.0,20.28,31.51,46.05888131718415
22433,8974051,5.0,C,840.0,1440.0,N,30.0,23.22,36.19,40.91074853164504
22435,8974051,8.0,C,1344.0,2304.0,N,30.0,19.66,35.17,40.91074853164504
22436,8974051,5.0,C,785.0,1440.0,N,30.0,23.21,37.29,44.17183078035564
22439,8974051,8.0,C,1280.0,2304.0,N,30.0,19.41,28.32,43.257499041268524
22440,8974051,8.0,C,1312.0,2264.0,N,30.0,23.3,33.48,41.226428495142784
22441,8974051,8.0,C,1312.0,2264.0,N,30.0,21.73,31.79,41.226428495142784
22442,8974051,6.5,C,923.0,1839.5,N,30.0,24.26,35.17,48.19129769265452
22445,8974051,7.0,C,1127.0,1981.0,N,30.0,18.6,31.3,42.11338982041267
22446,8974051,7.0,C,1099.0,1960.0,N,30.0,20.72,29.06,43.75554310796599
22448,8974051,7.0,C,1099.0,1960.0,N,30.0,20.53,28.9,43.75554310796599
22449,8974051,8.0,C,1336.0,2240.0,N,30.0,20.33,29.43,40.95213798877412
22452,8974051,4.0,C,656.0,1164.0,N,30.0,20.58,32.33,43.524178476300676
22456,8974051,7.0,C,1162.0,2037.0,N,30.0,30.92,44.06,42.973100177892974
22461,8974051,5.0,C,800.0,1425.0,N,30.0,24.28,37.74,43.69966712692453
22464,8974051,5.0,C,800.0,1425.0,N,30.0,26.11,34.85,43.69966712692453
22466,8974051,6.0,C,960.0,1710.0,N,30.0,26.01,34.41,43.69966712692453
22468,8974051,5.0,C,765.0,1425.0,N,30.0,22.33,34.79,45.735615498299445
22470,8974051,8.0,C,1008.0,2280.0,N,30.0,23.86,34.64,54.51737358296911
22471,8974051,8.0,C,1088.0,2280.0,N,30.0,21.64,32.09,51.08376828325341
22472,8974051,5.0,C,665.0,1425.0,N,30.0,20.74,28.71,52.09049998022921
22473,8974051,5.0,C,665.0,1425.0,N,30.0,24.07,34.22,52.09049998022921
22474,8974051,5.0,C,620.0,1425.0,N,30.0,,,55.23130756423241
22476,8974051,5.0,C,735.0,1425.0,N,30.0,,,47.55604479282812
22477,8974051,8.0,C,1176.0,2280.0,N,30.0,24.05,32.36,47.55604479282812
22478,8974051,8.0,C,1280.0,2280.0,N,30.0,25.13,39.48,43.69966712692453
22480,8974051,5.0,C,735.0,1425.0,N,30.0,21.0,31.79,47.55604479282812
22481,8974051,7.0,C,987.0,1995.0,N,30.0,18.92,30.65,49.44893321533119
22482,8974051,7.0,C,889.0,1995.0,N,30.0,18.66,31.58,54.16387476916544
22483,8974051,7.0,C,889.0,1995.0,N,30.0,21.04,32.3,54.16387476916544
22484,8974051,5.0,C,770.0,1475.0,N,30.0,26.91,41.77,47.00865542083656
22486,8974051,8.0,C,1136.0,2360.0,N,30.0,20.86,32.37,50.69101580297928
22488,8974051,5.0,C,770.0,1500.0,N,30.0,21.44,31.46,45.433796222935584
22489,8974051,6.0,C,894.0,1800.0,N,30.0,22.77,33.98,46.78859944482522
22492,8974051,7.5,C,1200.0,2205.0,N,30.0,19.95,30.59,43.02610922308215
22497,8974051,8.0,C,1296.0,2504.0,N,30.0,25.17,38.04,45.09555449741111
22498,8974051,5.0,C,810.0,1565.0,N,30.0,32.61,44.64,45.09555449741111
22503,8974051,7.0,C,1134.0,2191.0,N,30.0,23.3,33.85,45.09555449741111
22506,8974051,7.0,C,1092.0,2191.0,N,30.0,23.4,34.8,46.645627775571334
22507,8974051,6.0,C,936.0,1878.0,N,30.0,22.9,32.96,46.645627775571334
22510,8974051,5.0,C,780.0,1565.0,N,30.0,25.09,38.85,46.645627775571334
22513,8974051,7.0,C,1057.0,2191.0,N,30.0,24.8,39.73,47.97797916287373
22514,8974051,6.0,C,912.0,1842.0,N,30.0,25.73,33.1,46.91685119674996
22521,8974051,5.0,C,785.0,1470.0,N,30.0,25.04,37.3,43.8071444150873
22524,8974051,6.0,C,984.0,1764.0,N,30.0,19.29,32.37,42.00634709201668
22525,8974051,7.0,C,1148.0,2058.0,N,30.0,20.34,30.1,42.00634709201668
22526,8974051,5.5,C,902.0,1617.0,N,30.0,20.08,30.13,42.00634709201668
22532,8974051,6.0,C,972.0,1914.0,N,30.0,28.11,37.82,45.8761920397513
22537,8974051,6.5,C,988.0,2073.5,N,30.0,26.52,36.29,48.482977077268075
22541,8974051,7.0,C,1064.0,2233.0,N,30.0,23.16,35.87,48.482977077268075
22542,8974051,7.0,C,1036.0,2233.0,N,30.0,21.92,35.17,49.56670465998891
22544,8974051,8.0,C,1256.0,2504.0,N,30.0,23.05,35.34,46.383630732227324
22546,8974051,7.0,C,1155.0,2191.0,N,30.0,23.61,32.25,44.33994253458438
22547,8974051,8.0,C,1296.0,2504.0,N,30.0,24.91,34.8,45.09555449741111
22554,8974051,8.0,C,1224.0,2456.0,N,30.0,21.49,32.67,45.2565113228596
22556,8974051,5.0,C,750.0,1535.0,N,30.0,25.66,34.54,46.19527411890768
22557,8974051,8.0,C,1232.0,2456.0,N,30.0,27.75,37.68,44.94784907284601
22559,8974051,7.0,C,1078.0,2149.0,N,30.0,28.03,36.82,44.94784907284601
22564,8974051,6.5,C,930.0,1989.0,N,30.0,26.45,35.75,53.21375443938274
22567,8974051,8.0,C,1432.0,2488.0,N,30.0,28.34,37.4,42.85845007786326
22568,8974051,8.0,C,1432.0,2488.0,N,30.0,27.41,39.82,42.85845007786326
22569,8974051,8.0,C,1432.0,2488.0,N,30.0,25.0,36.13,42.85845007786326
22570,8974051,8.0,C,1432.0,2488.0,N,30.0,27.06,39.67,42.85845007786326
22571,8974051,8.0,C,1432.0,2488.0,N,30.0,26.44,37.07,42.85845007786326
22572,8974051,8.0,C,1432.0,2488.0,N,30.0,27.33,39.88,42.85845007786326
22574,8974051,6.5,C,1177.0,1930.5,N,30.0,25.45,33.56,39.93474409105645
22575,8974051,8.0,C,1448.0,2376.0,N,30.0,23.6,33.75,39.95647052806295
22576,8974051,8.0,C,1448.0,2376.0,N,30.0,24.58,34.46,39.95647052806295
22577,8974051,8.0,C,1448.0,2376.0,N,30.0,23.58,34.4,39.95647052806295
22578,8974051,8.0,C,1448.0,2376.0,N,30.0,22.23,28.54,39.95647052806295
22580,8974051,6.5,C,1177.0,1930.5,N,30.0,21.5,30.37,39.93474409105645
22581,8974051,8.0,C,1448.0,2376.0,N,30.0,20.85,27.52,39.95647052806295
22582,8974051,8.0,C,1440.0,2376.0,N,30.0,20.98,30.16,40.239992194854516
22583,8974051,8.0,C,1440.0,2376.0,N,30.0,,34.31,40.239992194854516
22584,8974051,8.0,C,1440.0,2376.0,N,30.0,,36.31,40.239992194854516
22585,8974051,8.0,C,1440.0,2376.0,N,30.0,,38.71,40.239992194854516
22586,8974051,8.0,C,1440.0,2376.0,N,30.0,,34.65,40.239992194854516
22587,8974051,8.0,C,1448.0,2376.0,N,30.0,25.88,38.14,39.95647052806295
22589,8974051,7.0,C,1267.0,2079.0,N,30.0,21.9,34.8,39.95647052806295
22590,8974051,8.0,C,1448.0,2376.0,N,30.0,24.77,31.4,39.95647052806295
22593,8974051,8.0,C,1464.0,2376.0,N,30.0,,,39.3954060036862
22594,8974051,8.0,C,1464.0,2376.0,N,30.0,20.74,26.85,39.3954060036862
22597,8974051,8.0,C,1464.0,2376.0,N,30.0,19.3,24.89,39.3954060036862
22599,8974051,7.0,C,1267.0,2079.0,N,30.0,23.22,34.29,39.95647052806295
22602,8974051,8.0,C,1448.0,2376.0,N,30.0,26.07,32.68,39.95647052806295
22605,8974051,6.0,C,1086.0,1782.0,N,30.0,27.23,36.5,39.95647052806295
22608,8974051,8.0,C,1456.0,2376.0,N,30.0,20.61,29.93,39.67494648928164
22609,8974051,8.0,C,1456.0,2376.0,N,30.0,20.86,31.82,39.67494648928164
22614,8974051,8.0,C,1456.0,2376.0,N,30.0,19.99,31.07,39.67494648928164
22621,8974051,8.0,C,1464.0,2376.0,N,30.0,22.54,31.3,39.3954060036862
22622,8974051,8.0,C,1448.0,2376.0,N,30.0,25.73,35.22,39.95647052806295
22623,8974051,5.0,C,905.0,1485.0,N,30.0,23.0,31.6,39.95647052806295
22625,8974051,5.0,C,920.0,1535.0,N,30.0,24.24,33.28,40.811205272263365
22626,8974051,7.0,C,1288.0,2149.0,N,30.0,,33.3,40.811205272263365
22627,8974051,8.0,C,1472.0,2456.0,N,30.0,,32.19,40.811205272263365
22628,8974051,8.0,C,1472.0,2456.0,N,30.0,,33.14,40.811205272263365
22629,8974051,8.0,C,1472.0,2456.0,N,30.0,,35.34,40.811205272263365
22630,8974051,8.0,C,1472.0,2456.0,N,30.0,23.16,31.99,40.811205272263365
22632,8974051,8.0,C,1472.0,2456.0,N,30.0,22.98,30.5,40.811205272263365
22638,8974051,6.0,C,1092.0,1842.0,N,30.0,24.07,30.69,41.37337113106282
22641,8974051,8.0,C,1456.0,2456.0,N,30.0,,34.04,41.37337113106282
22642,8974051,8.0,C,1456.0,2456.0,N,30.0,,33.17,41.37337113106282
22643,8974051,8.0,C,1456.0,2456.0,N,30.0,22.37,31.06,41.37337113106282
22644,8974051,5.0,C,910.0,1535.0,N,30.0,21.77,30.48,41.37337113106282
22646,8974051,6.0,C,1098.0,1812.0,N,30.0,21.96,33.34,40.2484723160088
22650,8974051,6.0,C,1104.0,1812.0,N,30.0,20.92,33.29,39.969569651528516
22651,8974051,6.0,C,1104.0,1812.0,N,30.0,,37.57,39.969569651528516
22660,8974051,8.0,C,1464.0,2448.0,N,30.0,,,38.6773496120366
22666,8974051,8.0,C,1464.0,2448.0,N,30.0,23.49,36.03,38.6773496120366
22669,8974051,8.0,C,1472.0,2448.0,N,30.0,23.3,32.49,38.41696832241713
22675,8974051,8.0,C,1456.0,2448.0,N,30.0,24.71,35.76,38.939495705568106
22677,8974051,8.0,C,1456.0,2448.0,N,30.0,19.32,34.15,38.939495705568106
22678,8974051,8.0,C,1440.0,2448.0,N,30.0,26.62,36.84,39.469130231163334
22679,8974051,8.0,C,1448.0,2448.0,N,30.0,26.08,37.71,39.20341856444274
22680,8974051,8.0,C,1448.0,2448.0,N,30.0,22.98,32.14,39.20341856444274
22685,8974051,8.0,C,1440.0,2448.0,N,30.0,,,39.469130231163334
22686,8974051,8.0,C,1472.0,2448.0,N,30.0,26.12,39.64,38.41696832241713
22689,8974051,8.0,C,1472.0,2448.0,N,30.0,22.66,34.75,38.41696832241713
22691,8974051,5.0,C,910.0,1470.0,N,30.0,22.57,33.66,37.03375439078962
22692,8974051,8.0,C,1456.0,2352.0,N,30.0,21.11,31.43,37.03375439078962
22696,8974051,8.0,C,1440.0,2448.0,N,30.0,28.2,35.96,40.7573655099311
22699,8974051,8.0,C,1448.0,2352.0,N,30.0,21.58,32.46,38.755885591075945
22702,8974051,8.0,C,1440.0,2352.0,N,30.0,27.28,36.55,38.99880208180903
22704,8974051,7.0,C,1281.0,2058.0,N,30.0,27.05,33.82,38.274582433660434
22707,8974051,6.0,C,930.0,1626.0,N,30.0,26.17,33.03,41.99464669560749
22709,8974051,8.0,C,1392.0,2168.0,N,30.0,31.37,36.47,36.91982953939028
22793,24273051,8.0,B,1344.0,2824.0,E,30.0,29.74,40.95,50.75841601232809
22795,24273051,8.0,B,1344.0,2824.0,E,30.0,33.53,48.99,50.75841601232809
22799,24273051,6.0,B,1008.0,2118.0,E,30.0,30.98,40.61,50.75841601232809
22804,24273051,8.0,B,1456.0,2824.0,E,30.0,28.46,38.05,46.87291686832551
22810,24273051,6.0,B,1092.0,2118.0,E,30.0,25.23,34.84,46.87291686832551
22812,24273051,8.0,B,1544.0,2824.0,E,30.0,28.13,40.02,44.02984965685806
22813,24273051,8.0,B,1544.0,2824.0,E,30.0,29.57,38.23,44.02984965685806
22817,24273051,8.0,B,1496.0,2824.0,E,30.0,25.21,37.04,45.55854111179506
22818,24273051,8.0,B,1496.0,2824.0,E,30.0,20.25,34.71,45.55854111179506
22819,24273051,8.0,B,1496.0,2824.0,E,30.0,20.75,32.05,45.55854111179506
22820,24273051,8.0,B,1496.0,2824.0,E,30.0,22.01,34.82,45.55854111179506
22821,24273051,8.0,B,1496.0,2824.0,E,30.0,25.85,37.22,45.55854111179506
22822,24273051,8.0,B,1496.0,2824.0,E,30.0,23.89,36.64,45.55854111179506
22823,24273051,8.0,B,1496.0,2824.0,E,30.0,25.63,35.03,45.55854111179506
22825,24273051,8.0,B,1496.0,2824.0,E,30.0,25.51,38.39,45.55854111179506
22827,24273051,8.0,B,1496.0,2824.0,E,30.0,24.15,35.52,45.55854111179506
22829,24273051,8.0,B,1432.0,2824.0,E,30.0,,,45.93728374090037
22830,24273051,8.0,B,1432.0,2824.0,E,30.0,22.84,34.46,45.93728374090037
22831,24273051,8.0,B,1432.0,2824.0,E,30.0,22.4,34.35,45.93728374090037
22832,24273051,8.0,B,1432.0,2824.0,E,30.0,23.31,34.12,45.93728374090037
22834,8980051,8.0,B,1192.0,2512.0,N,30.0,24.95,35.4,50.90114395234135
22835,8980051,5.0,B,805.0,1570.0,N,30.0,19.54,36.97,47.14116186439856
22837,8980051,7.0,B,1211.0,2142.0,N,30.0,20.2,32.19,42.414247514347416
22842,8980051,8.0,B,1216.0,2600.0,N,30.0,24.05,37.94,51.60404228597693
22845,8980051,7.0,B,1253.0,2240.0,N,30.0,25.66,41.51,42.92700702063225
22847,8980051,8.0,B,1448.0,2520.0,N,30.0,29.74,42.03,41.6342434094053
22849,8980051,8.0,B,1432.0,2520.0,N,30.0,29.15,42.45,42.1684450575043
22850,8980051,8.0,B,1440.0,2472.0,N,30.0,24.84,37.74,40.97726596568439
22854,8980051,8.0,B,1432.0,2392.0,N,30.0,21.28,31.3,40.782899255820695
22863,8980051,8.0,B,1480.0,2496.0,N,30.0,25.65,39.32,41.21720090929387
22865,8980051,8.0,B,1480.0,2496.0,N,30.0,23.37,36.59,41.21720090929387
22866,8980051,8.0,B,1480.0,2496.0,N,30.0,25.13,36.88,41.21720090929387
22867,8980051,8.0,B,1480.0,2496.0,N,30.0,24.19,37.16,41.21720090929387
22868,8980051,8.0,B,1432.0,2496.0,N,30.0,,,42.713264378564055
22870,8980051,8.0,B,1536.0,2496.0,N,30.0,,,39.53789239376364
22873,8980051,5.0,B,860.0,1560.0,N,30.0,26.38,35.71,44.52744172222869
22876,8980051,8.0,B,1376.0,2496.0,N,30.0,25.22,36.18,44.52744172222869
22879,8980051,4.0,B,688.0,1248.0,N,30.0,27.19,39.42,44.52744172222869
22885,8980051,8.0,B,1168.0,2448.0,N,30.0,24.89,38.7,51.090284646991826
22887,8980051,8.0,B,1080.0,2448.0,N,30.0,28.12,42.76,54.61133236199104
22888,8980051,8.0,B,1080.0,2448.0,N,30.0,25.31,37.73,54.61133236199104
22890,8980051,8.0,B,1080.0,2448.0,N,30.0,25.01,38.29,54.61133236199104
22891,8980051,8.0,B,1080.0,2448.0,N,30.0,25.91,39.49,54.61133236199104
22892,8980051,8.0,B,1080.0,2448.0,N,30.0,23.46,34.12,54.61133236199104
22893,8980051,8.0,B,1080.0,2448.0,N,30.0,25.15,38.6,54.61133236199104
22896,8980051,8.0,B,1312.0,2544.0,N,30.0,25.56,39.97,47.56188221872876
22897,8980051,8.0,B,1312.0,2544.0,N,30.0,25.89,37.04,47.56188221872876
