CodigoReceita;Idade;TipoTraco;CodigoAglomerante;FCK;RelacaoAguaCimento
23841051;28;N;15051;35.00;0.586
24869051;28;N;12051;35.00;0.519
26566051;28;N;65051;35.00;0.503
27181051;28;N;10051;35.00;0.544
27183051;28;N;41051;35.00;0.522
27185051;28;N;41051;35.00;0.500
27430051;28;N;63051;35.00;0.522
27432051;28;N;63051;35.00;0.522
29251051;28;N;68051;35.00;0.598
29778051;28;N;70051;35.00;0.553
32203051;28;N;66051;35.00;0.583
34154051;28;N;29051;35.00;0.581
35971051;28;N;79051;35.00;0.594
36310051;28;N;62051;35.00;0.598
37787051;28;N;72051;35.00;0.581
38359051;28;N;85051;35.00;0.553
38360051;28;N;83051;35.00;0.573
38731051;28;N;88051;35.00;0.529
40084051;28;N;93051;35.00;0.555
48684051;28;N;106051;35.00;0.718
48685051;28;N;107051;35.00;0.717
48686051;28;N;108051;35.00;0.727
48687051;28;N;109051;35.00;0.727
50130051;28;N;115051;35.00;0.690
50131051;28;N;111051;35.00;0.589
50132051;28;N;112051;35.00;0.612
50133051;28;N;116051;35.00;0.690
56723051;28;N;108051;35.00;0.767
56726051;28;N;11051;35.00;0.691
56792051;28;N;117051;35.00;0.656
56795051;28;N;118051;35.00;0.656
56796051;28;N;109051;35.00;0.768
6718051;28;N;15051;40.00;0.502
6719051;28;N;3051;40.00;0.471
6720051;28;N;13051;40.00;0.481
6721051;28;N;18051;40.00;0.503
9500051;28;N;15051;40.00;0.516
9501051;28;N;18051;40.00;0.516
13436051;28;N;35051;40.00;0.525
18256051;28;N;10051;40.00;0.527
27307051;28;N;10051;40.00;0.527
27309051;28;N;10051;40.00;0.547
27311051;28;N;63051;40.00;0.494
27313051;28;N;63051;40.00;0.478
27315051;28;N;41051;40.00;0.489
27317051;28;N;41051;40.00;0.489
29275051;28;N;68051;40.00;0.489
32225051;28;N;66051;40.00;0.526
49269051;28;N;119051;40.00;0.514
51831051;28;N;108051;40.00;0.669
51832051;28;N;117051;40.00;0.594
51833051;28;N;118051;40.00;0.594
51835051;28;N;109051;40.00;0.669
54949051;28;N;122051;40.00;0.644
12292051;28;N;10051;40.00;0.584
12293051;28;N;18051;40.00;0.504
26598051;28;N;65051;40.00;0.465
27376051;28;N;10051;40.00;0.479
27378051;28;N;10051;40.00;0.547
27380051;28;N;63051;40.00;0.458
27382051;28;N;63051;40.00;0.458
27384051;28;N;41051;40.00;0.459
27386051;28;N;41051;40.00;0.449
29289051;28;N;68051;40.00;0.489
32237051;28;N;66051;40.00;0.526
9625051;28;N;15051;35.00;0.604
9627051;28;N;18051;35.00;0.590
9723051;28;N;15051;35.00;0.569
9724051;28;N;18051;35.00;0.576
10451051;28;N;3051;35.00;0.541
10453051;28;N;13051;35.00;0.566
11929051;28;N;10051;35.00;0.599
11931051;28;N;17051;35.00;0.646
11933051;28;N;4051;35.00;0.637
11935051;28;N;14051;35.00;0.637
12195051;28;N;10051;35.00;0.627
13145051;28;N;17051;35.00;0.618
21344051;28;N;59051;35.00;0.496
23853051;28;N;15051;35.00;0.585
26578051;28;N;65051;35.00;0.503
27255051;28;N;10051;35.00;0.544
27257051;28;N;63051;35.00;0.522
27259051;28;N;63051;35.00;0.522
27261051;28;N;41051;35.00;0.522
27263051;28;N;41051;35.00;0.500
29263051;28;N;68051;35.00;0.598
32215051;28;N;66051;35.00;0.583
35983051;28;N;79051;35.00;0.594
37801051;28;N;75051;35.00;0.573
38628051;28;N;85051;35.00;0.553
38743051;28;N;88051;35.00;0.529
40096051;28;N;93051;35.00;0.555
9046051;28;N;3051;30.00;0.630
9047051;28;E;13051;30.00;0.625
9048051;28;E;15051;30.00;0.636
9049051;28;E;18051;30.00;0.642
11503051;28;N;4051;30.00;0.750
12280051;28;N;10051;30.00;0.702
12281051;28;N;18051;30.00;0.642
15886051;28;N;43051;30.00;0.575
18560051;28;N;14051;30.00;0.731
20831051;28;N;57051;30.00;0.640
21320051;28;N;59051;30.00;0.557
23827051;28;N;63051;30.00;0.606
23829051;28;N;15051;30.00;0.640
24158051;28;N;64051;30.00;0.610
24594051;28;N;25051;30.00;0.576
26386051;28;N;64051;30.00;0.594
26554051;28;N;65051;30.00;0.563
27155051;28;N;63051;30.00;0.606
27157051;28;N;63051;30.00;0.594
27159051;28;N;41051;30.00;0.592
27161051;28;N;41051;30.00;0.579
29243051;28;N;68051;30.00;0.677
29772051;28;N;70051;30.00;0.608
30980051;28;N;70051;30.00;0.690
31316051;28;N;28051;30.00;0.689
31534051;28;N;71051;30.00;0.618
32192051;28;N;66051;30.00;0.646
35959051;28;N;79051;30.00;0.673
37777051;28;N;75051;30.00;0.634
37919051;28;N;72051;30.00;0.649
38601051;28;N;85051;30.00;0.605
38719051;28;N;88051;30.00;0.578
39960051;28;N;87051;30.00;0.659
39962051;28;N;60051;30.00;0.643
40072051;28;N;93051;30.00;0.619
43390051;28;N;10051;30.00;0.687
46248051;28;N;108051;30.00;0.792
46249051;28;N;109051;30.00;0.792
46787051;28;N;17051;30.00;0.724
47746051;28;N;11051;30.00;0.736
49222051;28;N;119051;30.00;0.634
51888051;28;N;117051;30.00;0.724
51889051;28;N;118051;30.00;0.724
3787051;28;N;15051;25.00;0.698
3788051;28;N;18051;25.00;0.703
7550051;28;N;3051;25.00;0.720
7551051;28;N;13051;25.00;0.715
11893051;28;N;10051;25.00;0.755
11895051;28;N;17051;25.00;0.781
11897051;28;N;4051;25.00;0.806
12274051;28;N;10051;25.00;0.824
12275051;28;N;18051;25.00;0.703
19202051;28;N;10051;25.00;0.687
19204051;28;N;17051;25.00;0.717
20795051;28;N;57051;25.00;0.687
21298051;28;N;59051;25.00;0.642
22378051;28;N;60051;25.00;0.713
23779051;28;N;63051;25.00;0.689
23781051;28;N;15051;25.00;0.701
24134051;28;N;64051;25.00;0.685
26360051;28;N;64051;25.00;0.675
26435051;28;N;12051;25.00;0.643
26437051;28;N;46051;25.00;0.630
26530051;28;N;65051;25.00;0.655
26846051;28;N;63051;25.00;0.689
26848051;28;N;41051;25.00;0.658
29109051;28;N;68051;25.00;0.757
29758051;28;N;70051;25.00;0.671
30780051;28;N;29051;25.00;0.712
31935051;28;N;66051;25.00;0.719
32174051;28;N;24051;25.00;0.750
34497051;28;N;71051;25.00;0.681
35520051;28;N;62051;25.00;0.757
35939051;28;N;79051;25.00;0.742
37754051;28;N;75051;25.00;0.704
38575051;28;N;85051;25.00;0.663
38698051;28;N;88051;25.00;0.633
40050051;28;N;93051;25.00;0.691
42156051;28;N;91051;25.00;0.727
42229051;28;N;28051;25.00;0.777
47807051;28;N;11051;25.00;0.837
49815051;28;N;113051;25.00;0.744
50742051;28;N;119051;25.00;0.706
51927051;28;N;117051;25.00;0.831
51928051;28;N;118051;25.00;0.831
51930051;28;N;108051;25.00;0.803
51931051;28;N;109051;25.00;0.896
52954051;28;N;111051;25.00;0.793
52955051;28;N;112051;25.00;0.793
52957051;28;N;120051;25.00;0.806
56265051;28;N;122051;25.00;0.830
1772051;28;N;3051;20.00;0.805
1774051;28;N;13051;20.00;0.799
2603051;28;N;12051;20.00;0.720
3287051;28;N;15051;20.00;0.784
3288051;28;N;18051;20.00;0.784
4559051;28;N;8051;20.00;0.936
6487051;28;N;24051;20.00;0.837
11406051;28;N;4051;20.00;0.893
11602051;28;N;10051;20.00;0.835
11603051;28;N;17051;20.00;0.863
11605051;28;N;14051;20.00;0.893
12268051;28;N;10051;20.00;0.916
12269051;28;N;17051;20.00;0.916
20765051;28;N;57051;20.00;0.745
21280051;28;N;59051;20.00;0.698
22360051;28;N;60051;20.00;0.794
23731051;28;N;63051;20.00;0.784
23733051;28;N;15051;20.00;0.772
24110051;28;N;64051;20.00;0.769
26336051;28;N;64051;20.00;0.768
26506051;28;N;65051;20.00;0.737
26796051;28;N;63051;20.00;0.818
26798051;28;N;41051;20.00;0.749
29085051;28;N;68051;20.00;0.850
29730051;28;N;70051;20.00;0.743
37742051;28;N;75051;20.00;0.785
38552051;28;N;85051;20.00;0.730
38677051;28;N;88051;20.00;0.695
40026051;28;N;93051;20.00;0.774
43278051;28;N;7051;20.00;0.929
53069051;28;N;95051;20.00;0.859
53070051;28;N;111051;20.00;0.882
53071051;28;N;61051;20.00;0.925
12262051;28;N;10051;18.00;0.902
12263051;28;N;17051;18.00;0.958
24086051;28;N;64051;18.00;0.806
24219051;28;N;63051;18.00;0.827
12256051;28;N;10051;15.00;1.030
12257051;28;N;17051;15.00;1.030
21264051;28;N;59051;15.00;0.825
22338051;28;N;60051;15.00;0.890
23679051;28;N;15051;15.00;0.851
23681051;28;N;63051;15.00;0.898
23937051;28;N;28051;15.00;0.996
24063051;28;N;64051;15.00;0.869
26312051;28;N;64051;15.00;0.878
26470051;28;N;65051;15.00;0.835
26745051;28;N;41051;15.00;0.858
26747051;28;N;63051;15.00;0.939
29061051;28;N;68051;15.00;0.963
29714051;28;N;70051;15.00;0.828
32152051;28;N;24051;15.00;0.940
35913051;28;N;79051;15.00;0.919
37724051;28;N;75051;15.00;0.882
38531051;28;N;85051;15.00;0.807
38657051;28;N;88051;15.00;0.767
40004051;28;N;93051;15.00;0.871
340051;0;E;3051;0.00;0.930
341051;0;E;8051;0.00;0.900
342051;0;E;41051;0.00;0.930
343051;0;E;12051;0.00;0.940
349051;0;E;NULL;0.00;0.930
3168051;0;E;11051;0.00;0.940
7703051;0;E;15051;0.00;0.910
8186051;0;E;26051;0.00;0.910
8440051;0;E;25051;0.00;0.940
12167051;0;E;18051;0.00;0.910
12208051;0;E;15051;0.00;0.910
12209051;0;E;18051;0.00;0.910
12770051;0;E;13051;0.00;0.950
15420051;0;E;41051;0.00;0.930
15769051;0;E;42051;0.00;0.930
15773051;0;E;43051;0.00;0.930
16071051;0;E;46051;0.00;0.940
17797051;0;E;41051;0.00;0.930
17799051;0;E;42051;0.00;0.930
19729051;0;E;18051;0.00;0.930
19900051;0;E;15051;0.00;0.930
44051;28;N;3051;18.00;0.848
45051;28;N;8051;18.00;0.953
46051;28;N;41051;18.00;0.924
47051;28;N;12051;18.00;0.755
2740051;28;N;18051;18.00;0.827
5082051;28;N;25051;18.00;0.774
5249051;28;N;15051;18.00;0.928
5250051;28;N;18051;18.00;0.886
8140051;28;N;26051;18.00;0.831
12390051;28;N;10051;18.00;0.902
12391051;28;N;17051;18.00;0.958
23952051;28;N;63051;18.00;0.827
23954051;28;N;15051;18.00;0.802
24070051;28;N;64051;18.00;0.808
13051;28;N;3051;18.00;0.850
527051;28;N;12051;18.00;0.755
528051;28;N;NULL;18.00;0.937
529051;28;N;8051;18.00;0.956
530051;28;N;41051;18.00;0.918
1444051;28;N;15051;18.00;0.828
2782051;28;N;18051;18.00;0.824
3035051;28;N;11051;18.00;0.774
4392051;28;N;13051;18.00;0.865
5028051;28;N;25051;18.00;0.774
8080051;28;N;26051;18.00;0.831
11505051;28;N;10051;18.00;0.869
11507051;28;N;10051;18.00;0.902
24082051;28;N;64051;18.00;0.807
24236051;28;N;29051;18.00;0.801
24382051;28;N;60051;18.00;0.830
31126051;28;N;71051;18.00;0.802
32546051;28;N;62051;18.00;0.892
33669051;28;N;70051;18.00;0.880
18051;28;N;3051;35.00;0.533
367051;28;N;8051;35.00;0.609
368051;28;N;41051;35.00;0.594
369051;28;N;12051;35.00;0.519
545051;28;N;4051;35.00;0.656
549051;28;N;10051;35.00;0.599
692051;28;N;41051;35.00;0.570
752051;28;N;13051;35.00;0.555
1362051;28;N;15051;35.00;0.604
2776051;28;N;18051;35.00;0.574
3170051;28;N;11051;35.00;0.520
3853051;28;N;15051;35.00;0.570
4899051;28;N;18051;35.00;0.590
5022051;28;N;25051;35.00;0.510
5420051;28;N;24051;35.00;0.576
6088051;28;N;19051;35.00;0.481
8109051;28;N;26051;35.00;0.567
10995051;28;N;17051;35.00;0.581
10996051;28;N;29051;35.00;0.581
11113051;28;N;14051;35.00;0.637
11636051;28;N;27051;35.00;0.625
12243051;28;N;10051;35.00;0.627
12651051;28;N;17051;35.00;0.659
15112051;28;N;44051;35.00;0.558
16065051;28;N;46051;35.00;0.510
16251051;28;N;10051;35.00;0.607
16447051;28;N;17051;35.00;0.605
17888051;28;N;43051;35.00;0.518
19693051;28;N;18051;35.00;0.572
19695051;28;N;15051;35.00;0.586
21039051;28;N;57051;35.00;0.574
21334051;28;N;59051;35.00;0.496
22107051;28;N;55051;35.00;0.597
23843051;28;N;15051;35.00;0.586
25747051;28;N;41051;35.00;0.555
25749051;28;N;10051;35.00;0.607
26568051;28;N;65051;35.00;0.503
27219051;28;N;41051;35.00;0.500
27434051;28;N;63051;35.00;0.553
27436051;28;N;63051;35.00;0.522
28006051;28;N;60051;35.00;0.570
29253051;28;N;68051;35.00;0.598
29451051;28;N;60051;35.00;0.570
29527051;28;N;28051;35.00;0.612
29734051;28;N;70051;35.00;0.553
29877051;28;N;62051;35.00;0.598
29899051;28;N;71051;35.00;0.562
30006051;28;N;72051;35.00;0.570
30473051;28;N;70051;35.00;0.633
30765051;28;N;61051;35.00;0.612
30902051;28;N;66051;35.00;0.583
31810051;28;N;56051;35.00;0.580
31818051;28;N;69051;35.00;0.560
32205051;28;N;66051;35.00;0.583
33085051;28;N;71051;35.00;0.562
34714051;28;N;60051;35.00;0.554
35973051;28;N;79051;35.00;0.594
37789051;28;N;75051;35.00;0.573
38613051;28;N;85051;35.00;0.553
38733051;28;N;88051;35.00;0.529
40086051;28;N;93051;35.00;0.555
40770051;28;N;62051;35.00;0.629
40771051;28;N;83051;35.00;0.573
40773051;28;N;68051;35.00;0.608
42053051;28;N;95051;35.00;0.629
42289051;28;N;91051;35.00;0.600
43916051;28;N;106051;35.00;0.717
43917051;28;N;107051;35.00;0.717
44298051;28;N;108051;35.00;0.717
44328051;28;N;7051;35.00;0.691
45781051;28;N;108051;35.00;0.727
48249051;28;N;11051;35.00;0.691
49651051;28;N;117051;35.00;0.655
49652051;28;N;118051;35.00;0.655
50022051;28;N;120051;35.00;0.659
50273051;28;N;119051;35.00;0.571
53045051;28;N;111051;35.00;0.591
53047051;28;N;112051;35.00;0.612
53631051;28;N;109051;35.00;0.727
56094051;28;N;122051;35.00;0.698
36051;28;N;3051;40.00;0.471
37051;28;N;8051;40.00;0.533
38051;28;N;41051;40.00;0.509
39051;28;N;12051;40.00;0.527
2377051;28;N;15051;40.00;0.503
2792051;28;N;18051;40.00;0.504
4189051;28;N;13051;40.00;0.480
5038051;28;N;25051;40.00;0.441
8121051;28;N;26051;40.00;0.494
9646051;28;N;15051;40.00;0.515
9647051;28;N;18051;40.00;0.515
20629051;28;N;29051;40.00;0.469
20631051;28;N;55051;40.00;0.574
20633051;28;N;15051;40.00;0.537
20635051;28;N;18051;40.00;0.494
20637051;28;N;43051;40.00;0.468
26594051;28;N;65051;40.00;0.449
27352051;28;N;10051;40.00;0.479
27354051;28;N;10051;40.00;0.547
27356051;28;N;63051;40.00;0.458
27358051;28;N;63051;40.00;0.458
27360051;28;N;41051;40.00;0.459
27362051;28;N;41051;40.00;0.449
28001051;28;N;60051;40.00;0.469
28010051;28;N;13051;40.00;0.489
28230051;28;N;60051;40.00;0.469
29285051;28;N;68051;40.00;0.489
32231051;28;N;66051;40.00;0.526
45192051;28;N;12051;40.00;0.437
19051;28;N;3051;40.00;0.471
512051;28;N;12051;40.00;0.468
513051;28;N;8051;40.00;0.534
514051;28;N;41051;40.00;0.518
532051;28;N;3051;40.00;0.518
693051;28;N;41051;40.00;0.504
753051;28;N;13051;40.00;0.480
1364051;28;N;15051;40.00;0.516
2279051;28;N;10051;40.00;0.584
2563051;28;N;11051;40.00;0.466
2778051;28;N;18051;40.00;0.504
4205051;28;N;4051;40.00;0.581
4207051;28;N;7051;40.00;0.627
4250051;28;N;15051;40.00;0.503
4568051;28;N;19051;40.00;0.414
5024051;28;N;25051;40.00;0.441
8117051;28;N;26051;40.00;0.495
11001051;28;N;17051;40.00;0.591
11002051;28;N;29051;40.00;0.469
11091051;28;N;24051;40.00;0.520
11269051;28;N;14051;40.00;0.581
11659051;28;N;34051;40.00;0.535
12165051;28;N;10051;40.00;0.547
12655051;28;N;17051;40.00;0.561
12780051;28;N;27051;40.00;0.560
15777051;28;N;43051;40.00;0.468
16582051;28;N;10051;40.00;0.570
17739051;28;N;17051;40.00;0.493
18057051;28;N;45051;40.00;0.453
19725051;28;N;15051;40.00;0.537
19731051;28;N;18051;40.00;0.493
22109051;28;N;55051;40.00;0.574
22781051;28;N;61051;40.00;0.492
22783051;28;N;60051;40.00;0.469
25168051;28;N;11051;40.00;0.466
26588051;28;N;65051;40.00;0.449
27319051;28;N;10051;40.00;0.479
27321051;28;N;63051;40.00;0.458
27323051;28;N;63051;40.00;0.458
27325051;28;N;41051;40.00;0.459
27327051;28;N;41051;40.00;0.449
28706051;28;N;45051;40.00;0.486
29277051;28;N;68051;40.00;0.489
29453051;28;N;60051;40.00;0.469
29736051;28;N;70051;40.00;0.504
29879051;28;N;62051;40.00;0.451
30008051;28;N;72051;40.00;0.519
30475051;28;N;70051;40.00;0.582
30767051;28;N;69051;40.00;0.504
31813051;28;N;56051;40.00;0.495
32043051;28;N;28051;40.00;0.511
32115051;28;N;66051;40.00;0.526
33433051;28;N;71051;40.00;0.481
38430051;28;N;44051;40.00;0.592
45783051;28;N;108051;40.00;0.669
45805051;28;N;106051;40.00;0.652
45806051;28;N;14051;40.00;0.607
46432051;28;N;11051;40.00;0.631
49985051;28;N;117051;40.00;0.594
49986051;28;N;112051;40.00;0.551
52327051;28;N;120051;40.00;0.598
344051;0;E;3051;0.00;1.000
345051;0;E;8051;0.00;0.970
346051;0;E;41051;0.00;1.000
347051;0;E;12051;0.00;1.015
348051;0;E;NULL;0.00;0.990
19125051;0;E;46051;0.00;1.015
22147051;0;E;15051;0.00;1.000
22149051;0;E;18051;0.00;1.000
22438051;0;E;42051;0.00;1.000
22446051;0;E;17051;0.00;1.000
22618051;0;E;41051;0.00;1.000
22620051;0;E;62051;0.00;1.000
200051;0;E;3051;0.00;0.575
201051;0;E;8051;0.00;0.568
202051;0;E;41051;0.00;0.568
203051;0;E;12051;0.00;0.585
350051;0;E;NULL;0.00;0.573
1256051;0;E;13051;0.00;0.580
1289051;0;E;10051;0.00;0.568
1939051;0;E;14051;0.00;0.580
2166051;0;E;3051;0.00;0.580
2168051;0;E;15051;0.00;0.568
2561051;0;E;11051;0.00;0.585
3043051;0;E;18051;0.00;0.568
3205051;0;E;7051;0.00;0.568
3641051;0;E;17051;0.00;0.568
248051;28;N;3051;35.00;0.533
249051;28;N;8051;35.00;0.610
250051;28;N;41051;35.00;0.574
251051;28;N;12051;35.00;0.519
628051;28;N;41051;35.00;0.569
2987051;28;N;18051;35.00;0.574
4663051;28;N;13051;35.00;0.566
6190051;28;N;10051;35.00;0.627
6194051;28;N;15051;35.00;0.601
6196051;28;N;25051;35.00;0.510
7454051;28;N;15051;35.00;0.569
11805051;28;N;10051;35.00;0.599
12425051;28;N;17051;35.00;0.617
12606051;28;N;4051;35.00;0.656
12608051;28;N;14051;35.00;0.665
12609051;28;N;29051;35.00;0.581
18573051;28;N;10051;35.00;0.606
18575051;28;N;17051;35.00;0.606
23386051;28;N;59051;35.00;0.496
25899051;28;N;60051;35.00;0.570
26651051;28;N;65051;35.00;0.503
29348051;28;N;68051;35.00;0.598
31717051;28;N;62051;35.00;0.598
32386051;28;N;66051;35.00;0.583
36015051;28;N;79051;35.00;0.594
36536051;28;N;70051;35.00;0.633
37857051;28;N;75051;35.00;0.573
39629051;28;N;94051;35.00;0.559
40210051;28;N;93051;35.00;0.555
44697051;28;N;106051;35.00;0.717
44698051;28;N;107051;35.00;0.717
45042051;28;N;108051;35.00;0.718
45043051;28;N;109051;35.00;0.718
56347051;28;N;108051;35.00;0.727
56348051;28;N;111051;35.00;0.669
56349051;28;N;112051;35.00;0.669
244051;28;N;3051;30.00;0.605
245051;28;N;8051;30.00;0.693
246051;28;N;41051;30.00;0.579
247051;28;N;12051;30.00;0.577
627051;28;N;41051;30.00;0.638
1465051;28;N;13051;30.00;0.629
1686051;28;N;15051;30.00;0.690
2816051;28;N;3051;30.00;0.672
2985051;28;N;18051;30.00;0.642
3037051;28;N;11051;30.00;0.581
4199051;28;N;4051;30.00;0.750
4203051;28;N;7051;30.00;0.750
4398051;28;N;15051;30.00;0.638
4500051;28;N;14051;30.00;0.750
5586051;28;N;25051;30.00;0.576
7355051;28;N;10051;30.00;0.687
7357051;28;N;17051;30.00;0.708
8215051;28;N;26051;30.00;0.672
9425051;28;N;10051;30.00;0.724
9427051;28;N;18051;30.00;0.634
9429051;28;N;17051;30.00;0.724
11147051;28;N;24051;30.00;0.675
11419051;28;N;27051;30.00;0.668
15331051;28;N;43051;30.00;0.574
16229051;28;N;46051;30.00;0.566
16570051;28;N;10051;30.00;0.670
16572051;28;N;17051;30.00;0.642
16855051;28;N;29051;30.00;0.643
20087051;28;N;18051;30.00;0.618
20353051;28;N;55051;30.00;0.675
20355051;28;N;15051;30.00;0.640
21045051;28;N;57051;30.00;0.640
23341051;28;N;59051;30.00;0.557
23919051;28;N;63051;30.00;0.621
24198051;28;N;64051;30.00;0.610
25932051;28;N;64051;30.00;0.610
26427051;28;N;64051;30.00;0.594
26635051;28;N;65051;30.00;0.563
27203051;28;N;10051;30.00;0.605
27739051;28;N;63051;30.00;0.594
28404051;28;N;67051;30.00;0.576
29332051;28;N;68051;30.00;0.677
29965051;28;N;70051;30.00;0.608
30429051;28;N;70051;30.00;0.690
30683051;28;N;62051;30.00;0.677
30852051;28;N;60051;30.00;0.643
31461051;28;N;71051;30.00;0.618
32486051;28;N;66051;30.00;0.646
35999051;28;N;79051;30.00;0.673
37845051;28;N;75051;30.00;0.634
39604051;28;N;94051;30.00;0.615
40182051;28;N;93051;30.00;0.619
42806051;28;N;11051;30.00;0.758
44364051;28;N;108051;30.00;0.789
44441051;28;N;106051;30.00;0.801
44442051;28;N;107051;30.00;0.801
49464051;28;N;120051;30.00;0.727
49466051;28;N;111051;30.00;0.703
49468051;28;N;112051;30.00;0.679
50814051;28;N;117051;30.00;0.699
51105051;28;N;119051;30.00;0.634
55111051;28;N;122051;30.00;0.760
240051;28;N;3051;25.00;0.687
241051;28;N;8051;25.00;0.807
242051;28;N;41051;25.00;0.769
243051;28;N;12051;25.00;0.643
626051;28;N;41051;25.00;0.698
814051;28;N;13051;25.00;0.713
1509051;28;N;15051;25.00;0.765
1564051;28;N;15051;25.00;0.698
2336051;28;N;14051;25.00;0.832
2571051;28;N;11051;25.00;0.661
2983051;28;N;18051;25.00;0.703
6019051;28;N;25051;25.00;0.650
7017051;28;N;4051;25.00;0.832
7351051;28;N;10051;25.00;0.833
7353051;28;N;17051;25.00;0.833
8246051;28;N;26051;25.00;0.703
9730051;28;N;24051;25.00;0.751
10884051;28;N;27051;25.00;0.718
12367051;28;N;10051;25.00;0.887
12368051;28;N;18051;25.00;0.703
13232051;28;N;17051;25.00;0.824
15501051;28;N;43051;25.00;0.640
16139051;28;N;46051;25.00;0.630
16367051;28;N;10051;25.00;0.731
16369051;28;N;42051;25.00;0.698
16454051;28;N;17051;25.00;0.718
19653051;28;N;15051;25.00;0.700
19655051;28;N;18051;25.00;0.698
20357051;28;N;55051;25.00;0.740
20848051;28;N;57051;25.00;0.686
22416051;28;N;41051;25.00;0.713
22551051;28;N;62051;25.00;0.748
22693051;28;N;60051;25.00;0.713
23313051;28;N;59051;25.00;0.642
23887051;28;N;63051;25.00;0.698
24177051;28;N;64051;25.00;0.684
25992051;28;N;10051;25.00;0.686
26410051;28;N;64051;25.00;0.675
26619051;28;N;65051;25.00;0.655
27512051;28;N;29051;25.00;0.713
27873051;28;N;63051;25.00;0.689
28172051;28;N;64051;25.00;0.684
28174051;28;N;42051;25.00;0.659
28176051;28;N;42051;25.00;0.686
29320051;28;N;68051;25.00;0.757
30388051;28;N;72051;25.00;0.692
30390051;28;N;70051;25.00;0.766
31040051;28;N;66051;25.00;0.719
31092051;28;N;62051;25.00;0.757
31354051;28;N;71051;25.00;0.681
33134051;28;N;61051;25.00;0.757
33639051;28;N;44051;25.00;0.753
35862051;28;N;79051;25.00;0.742
37807051;28;N;75051;25.00;0.704
39490051;28;N;94051;25.00;0.679
39804051;28;N;96051;25.00;0.739
40158051;28;N;93051;25.00;0.691
42397051;28;N;91051;25.00;0.728
42684051;28;N;11051;25.00;0.784
42811051;28;N;12051;25.00;0.599
43082051;28;N;7051;25.00;0.832
44193051;28;N;108051;25.00;0.870
44194051;28;N;106051;25.00;0.886
44195051;28;N;107051;25.00;0.886
44196051;28;N;109051;25.00;0.870
49570051;28;N;120051;25.00;0.806
50087051;28;N;111051;25.00;0.793
50089051;28;N;112051;25.00;0.793
50952051;28;N;117051;25.00;0.831
50954051;28;N;115051;25.00;0.835
50955051;28;N;116051;25.00;0.835
51312051;28;N;119051;25.00;0.705
51314051;28;N;113051;25.00;0.744
54400051;28;N;63051;25.00;0.709
54402051;28;N;114051;25.00;0.744
55304051;28;N;122051;25.00;0.830
236051;28;N;3051;20.00;0.784
237051;28;N;8051;20.00;0.938
238051;28;N;41051;20.00;0.879
239051;28;N;12051;20.00;0.720
625051;28;N;41051;20.00;0.784
923051;28;N;13051;20.00;0.803
1566051;28;N;15051;20.00;0.877
2981051;28;N;18051;20.00;0.781
4085051;28;N;15051;20.00;0.784
4510051;28;N;7051;20.00;0.929
4619051;28;N;3051;20.00;0.879
4621051;28;N;4051;20.00;0.893
7407051;28;N;25051;20.00;0.736
8248051;28;N;26051;20.00;0.787
9841051;28;N;17051;20.00;0.863
10083051;28;N;14051;20.00;0.893
11042051;28;N;28051;20.00;0.876
11136051;28;N;10051;20.00;0.836
11611051;28;N;27051;20.00;0.845
11879051;28;N;24051;20.00;0.837
12342051;28;N;10051;20.00;0.988
12343051;28;N;17051;20.00;0.916
13813051;28;N;11051;20.00;0.739
15787051;28;N;43051;20.00;0.713
16385051;28;N;10051;20.00;0.824
16387051;28;N;17051;20.00;0.824
19122051;28;N;46051;20.00;0.705
23486051;28;N;57051;20.00;0.745
31877051;28;N;70051;20.00;0.844
32390051;28;N;71051;20.00;0.755
39571051;28;N;94051;20.00;0.753
40134051;28;N;93051;20.00;0.774
43742051;28;N;11051;20.00;0.932
49302051;28;N;119051;20.00;0.788
4178051;28;N;15051;35.00;0.570
4179051;28;N;18051;35.00;0.577
11449051;28;N;10051;35.00;0.599
12430051;28;N;10051;35.00;0.627
12431051;28;N;18051;35.00;0.577
18069051;28;N;10051;35.00;0.608
18071051;28;N;17051;35.00;0.606
26653051;28;N;65051;35.00;0.503
29350051;28;N;68051;35.00;0.598
29815051;28;N;71051;35.00;0.562
29817051;28;N;70051;35.00;0.553
30731051;28;N;62051;35.00;0.598
36017051;28;N;79051;35.00;0.594
36538051;28;N;70051;35.00;0.633
37859051;28;N;75051;35.00;0.573
39529051;28;N;94051;35.00;0.559
40212051;28;N;93051;35.00;0.555
837051;28;N;41051;30.00;0.636
1694051;28;N;15051;30.00;0.688
3285051;28;N;18051;30.00;0.642
3372051;28;N;3051;30.00;0.605
3373051;28;N;13051;30.00;0.625
4294051;28;N;15051;30.00;0.636
4593051;28;N;8051;30.00;0.694
5450051;28;N;25051;30.00;0.576
9296051;28;N;18051;30.00;0.637
11165051;28;N;10051;30.00;0.687
11167051;28;N;4051;30.00;0.750
12132051;28;N;24051;30.00;0.674
12396051;28;N;10051;30.00;0.702
12401051;28;N;17051;30.00;0.724
15059051;28;N;14051;30.00;0.750
16008051;28;N;14051;30.00;0.666
16152051;28;N;46051;30.00;0.566
16396051;28;N;41051;30.00;0.636
16397051;28;N;42051;30.00;0.636
16870051;28;N;10051;30.00;0.670
16872051;28;N;17051;30.00;0.642
22151051;28;N;59051;30.00;0.557
