,Unnamed: 0,CodigoReceita,Volume,TipoLancamento,QuantidadeAgua,ConsumoTotal,FCK,Rompimento7Dias,Rompimento28Dias,ResultadoEsperado
0,2781,23009051,8.0,B,1368.0,2480.0,25.0,20.66,29.42,43.601321191946
1,2782,23009051,8.0,B,1368.0,2480.0,25.0,21.54,32.7,43.601321191946
2,2785,23009051,8.0,B,1368.0,2480.0,25.0,18.46,28.26,43.601321191946
3,2786,23009051,8.0,B,1368.0,2480.0,25.0,19.59,30.59,43.601321191946
4,2787,23009051,8.0,B,1368.0,2480.0,25.0,,,43.601321191946
5,2789,23009051,8.0,B,1368.0,2480.0,25.0,20.19,30.2,43.601321191946
6,2793,23009051,8.0,B,1344.0,2480.0,25.0,20.34,29.47,44.456879106101844
7,2794,23009051,8.0,B,1344.0,2480.0,25.0,,,44.456879106101844
8,2796,23009051,7.0,B,1176.0,2170.0,25.0,21.31,31.77,44.456879106101844
9,2799,23009051,7.0,B,1176.0,1981.0,25.0,20.81,32.23,40.07280375357553
10,2802,23009051,8.0,B,1360.0,2264.0,25.0,16.01,25.82,39.508153995487156
11,2803,23009051,8.0,B,1360.0,2264.0,25.0,16.36,24.98,39.508153995487156
12,2805,23009051,8.0,B,1360.0,2264.0,25.0,16.93,28.82,39.508153995487156
13,2806,23009051,8.0,B,1360.0,2264.0,25.0,16.49,26.78,39.508153995487156
14,2808,23009051,8.0,B,1288.0,2304.0,25.0,18.13,29.42,42.956947120099
15,2810,23009051,8.0,B,1288.0,2304.0,25.0,18.36,29.84,42.956947120099
16,2811,23009051,8.0,B,1288.0,2304.0,25.0,23.46,35.47,42.956947120099
17,2812,23009051,8.0,B,1288.0,2304.0,25.0,20.46,33.76,42.956947120099
18,2813,23009051,8.0,B,1288.0,2304.0,25.0,18.31,31.71,42.956947120099
19,2814,23009051,8.0,B,1288.0,2304.0,25.0,17.86,29.42,42.956947120099
20,2816,23009051,8.0,B,1288.0,2304.0,25.0,18.84,29.86,42.956947120099
21,2820,23009051,8.0,B,1376.0,2304.0,25.0,21.17,30.91,39.78555632109109
22,2822,23009051,8.0,B,1376.0,2304.0,25.0,19.95,31.91,39.78555632109109
23,2824,23009051,5.0,B,860.0,1440.0,25.0,22.88,34.28,39.78555632109109
24,2825,23009051,6.0,B,1080.0,1728.0,25.0,19.04,28.88,37.62716120714563
25,2829,23009051,8.0,B,1496.0,2304.0,25.0,20.55,31.37,35.834840073748154
26,2831,23009051,6.0,B,1122.0,1728.0,25.0,20.81,31.48,35.834840073748154
27,2834,23009051,8.0,B,1344.0,2272.0,25.0,17.85,29.06,41.32427896891174
28,2837,23009051,8.0,B,1384.0,2272.0,25.0,,,39.99719596037904
29,2838,23009051,8.0,B,1384.0,2272.0,25.0,17.49,29.0,39.99719596037904
30,2839,23009051,8.0,B,1384.0,2272.0,25.0,18.65,30.44,39.99719596037904
31,2840,23009051,8.0,B,1384.0,2272.0,25.0,18.36,27.84,39.99719596037904
32,2845,23009051,6.0,B,1026.0,1704.0,25.0,19.96,31.24,40.52283687670235
33,2847,23009051,8.0,B,1456.0,2272.0,25.0,17.82,27.76,37.71492216514065
34,2849,23009051,8.0,B,1456.0,2272.0,25.0,18.38,27.56,37.71492216514065
35,2850,23009051,8.0,B,1456.0,2272.0,25.0,18.45,29.95,37.71492216514065
36,2851,23009051,4.0,B,728.0,1136.0,25.0,18.43,29.78,37.71492216514065
37,2857,23009051,6.0,B,1050.0,1704.0,25.0,,,39.47837338142322
38,2858,23009051,6.0,B,1050.0,1704.0,25.0,21.84,32.5,39.47837338142322
39,2859,23009051,8.0,B,1400.0,2272.0,25.0,21.91,31.09,39.47837338142322
40,2860,23009051,6.5,B,1138.0,1846.0,25.0,,28.3,39.45855362795627
41,2863,23009051,5.0,B,875.0,1420.0,25.0,,27.33,39.47837338142322
42,2864,23009051,7.5,B,1313.0,2130.0,25.0,19.78,27.76,39.46119568673516
43,2866,23009051,8.0,B,1400.0,2272.0,25.0,22.8,32.02,39.47837338142322
44,2867,23009051,7.5,B,1313.0,2130.0,25.0,19.94,26.24,39.46119568673516
45,2870,23009051,8.0,B,1400.0,2272.0,25.0,22.72,32.77,39.47837338142322
46,2873,23009051,8.0,B,1400.0,2272.0,25.0,21.13,29.74,39.47837338142322
47,2875,23009051,8.0,B,1400.0,2272.0,25.0,21.83,30.67,39.47837338142322
48,2876,23009051,8.0,B,1400.0,2272.0,25.0,23.35,31.19,39.47837338142322
49,2878,23009051,8.0,B,1456.0,2272.0,25.0,21.12,32.25,37.71492216514065
50,2879,23009051,8.0,B,1400.0,2272.0,25.0,20.61,29.33,39.47837338142322
51,2880,23009051,8.0,B,1400.0,2272.0,25.0,21.0,30.28,39.47837338142322
52,2881,23009051,8.0,B,1400.0,2272.0,25.0,20.25,28.15,39.47837338142322
53,2882,23009051,8.0,B,1400.0,2272.0,25.0,20.25,26.41,39.47837338142322
54,2884,23009051,8.0,B,1400.0,2272.0,25.0,,,39.47837338142322
55,2885,23009051,8.0,B,1400.0,2272.0,25.0,22.56,33.66,39.47837338142322
56,2893,23009051,7.0,B,1225.0,1953.0,25.0,18.67,27.17,38.67832494902336
57,2895,23009051,7.0,B,1225.0,1953.0,25.0,19.46,30.37,38.67832494902336
58,2896,23009051,7.0,B,1225.0,1953.0,25.0,18.83,32.79,38.67832494902336
59,2897,23009051,8.0,B,1400.0,2232.0,25.0,20.14,31.93,38.67832494902336
60,2901,23009051,4.0,B,548.0,1116.0,25.0,21.06,32.51,49.78907056254131
61,2904,23009051,7.0,B,1015.0,1953.0,25.0,15.3,23.18,47.211344014554996
62,2905,23009051,6.0,B,870.0,1674.0,25.0,15.45,25.26,47.211344014554996
63,2906,23009051,8.0,B,1240.0,2232.0,25.0,17.63,25.63,44.17604130082629
64,2907,23009051,8.0,B,1240.0,2232.0,25.0,17.92,25.41,44.17604130082629
65,2908,23009051,8.0,B,1240.0,2232.0,25.0,17.96,25.89,44.17604130082629
66,2909,23009051,8.0,B,1240.0,2232.0,25.0,16.51,25.61,44.17604130082629
67,2910,23009051,8.0,B,1240.0,2232.0,25.0,18.45,25.14,44.17604130082629
68,2911,23009051,6.0,B,930.0,1674.0,25.0,17.16,25.3,44.17604130082629
69,2912,23009051,8.0,B,1400.0,2232.0,25.0,19.17,25.94,38.67832494902336
70,2913,23009051,8.0,B,1400.0,2232.0,25.0,21.23,29.05,38.67832494902336
71,2914,23009051,8.0,B,1296.0,2232.0,25.0,15.96,22.66,42.16820331424762
72,2915,23009051,8.0,B,1296.0,2232.0,25.0,18.22,24.95,42.16820331424762
73,2917,23009051,8.0,B,1320.0,2232.0,25.0,17.39,26.75,41.335883689535855
74,2919,23009051,8.0,B,1320.0,2232.0,25.0,19.74,28.54,41.335883689535855
75,2923,23009051,7.0,B,1183.0,2037.0,25.0,18.53,26.17,42.159537776533845
76,2924,23009051,8.0,B,1408.0,2328.0,25.0,17.63,27.06,40.32062007438998
77,2925,23009051,8.0,B,1408.0,2328.0,25.0,16.91,26.19,40.32062007438998
78,2926,23009051,7.0,B,1232.0,2037.0,25.0,17.15,23.47,40.32062007438998
79,2927,23009051,7.0,B,1232.0,2037.0,25.0,,,40.32062007438998
80,2928,23009051,7.0,B,1232.0,2037.0,25.0,20.06,27.65,40.32062007438998
81,2929,23009051,7.0,B,1232.0,2037.0,25.0,18.95,28.55,40.32062007438998
82,2930,23009051,7.0,B,1232.0,2037.0,25.0,20.72,28.97,40.32062007438998
83,2931,23009051,5.0,B,880.0,1455.0,25.0,17.71,26.89,40.32062007438998
84,2932,23009051,5.0,B,880.0,1455.0,25.0,19.67,30.96,40.32062007438998
85,2937,23009051,7.5,B,1118.0,2182.5,25.0,,,47.86855795511859
86,2938,23009051,8.0,B,1248.0,2376.0,25.0,17.24,25.47,44.48903271502122
87,2939,23009051,8.0,B,1248.0,2376.0,25.0,19.29,28.4,44.48903271502122
88,2940,23009051,8.0,B,1248.0,2376.0,25.0,19.54,29.5,44.48903271502122
89,2941,23009051,8.0,B,1248.0,2376.0,25.0,17.16,27.48,44.48903271502122
90,2942,23009051,8.0,B,1248.0,2376.0,25.0,17.25,27.47,44.48903271502122
91,2943,23009051,8.0,B,1248.0,2376.0,25.0,20.62,31.42,44.48903271502122
92,2944,23009051,8.0,B,1248.0,2376.0,25.0,18.78,28.29,44.48903271502122
93,2945,23009051,8.0,B,1352.0,2376.0,25.0,20.24,30.87,41.185009900594345
94,2946,23009051,8.0,B,1352.0,2376.0,25.0,18.03,27.33,41.185009900594345
95,2947,23009051,8.0,B,1352.0,2376.0,25.0,19.86,30.11,41.185009900594345
96,2948,23009051,6.5,B,1099.0,1930.5,25.0,18.65,28.08,41.16620839899635
97,2949,23009051,6.5,B,1099.0,1930.5,25.0,19.4,30.65,41.16620839899635
98,2950,23009051,8.0,B,1296.0,2280.0,25.0,18.05,25.6,41.22878136091057
99,2953,23009051,8.0,B,1296.0,2280.0,25.0,19.35,28.18,41.22878136091057
100,2954,23009051,8.0,B,1296.0,2280.0,25.0,18.48,26.9,41.22878136091057
101,2955,23009051,8.0,B,1296.0,2280.0,25.0,,,41.22878136091057
102,2957,23009051,8.0,B,1296.0,2280.0,25.0,17.82,26.52,41.22878136091057
103,2961,23009051,8.0,B,1296.0,2280.0,25.0,15.03,23.41,41.22878136091057
104,2962,23009051,8.0,B,1296.0,2280.0,25.0,17.3,25.55,41.22878136091057
105,2964,23009051,8.0,B,1296.0,2280.0,25.0,16.87,25.35,41.22878136091057
106,2965,23009051,8.0,B,1296.0,2280.0,25.0,18.65,27.82,41.22878136091057
107,2966,23009051,8.0,B,1296.0,2280.0,25.0,20.24,27.85,41.22878136091057
108,2967,23009051,8.0,B,1296.0,2280.0,25.0,19.16,29.25,41.22878136091057
109,2968,23009051,8.0,B,1296.0,2280.0,25.0,19.34,27.5,41.22878136091057
110,2969,23009051,6.0,B,972.0,1710.0,25.0,19.04,26.53,41.22878136091057
111,2970,23009051,5.0,B,810.0,1425.0,25.0,18.81,28.38,41.22878136091057
112,2971,23009051,5.0,B,810.0,1425.0,25.0,19.5,26.4,41.22878136091057
113,2973,23009051,6.5,B,1099.0,1852.5,25.0,16.15,27.11,39.46282112584571
114,2976,23009051,8.0,B,1408.0,2424.0,25.0,18.94,29.86,40.33461767866845
115,2980,23009051,6.0,B,1056.0,1818.0,25.0,21.37,32.51,40.33461767866845
116,2982,23009051,7.5,B,1275.0,2272.5,25.0,18.8,28.43,41.76760298348375
117,2983,23009051,7.5,B,1275.0,2272.5,25.0,20.67,30.12,41.76760298348375
118,2984,23009051,5.0,B,850.0,1515.0,25.0,17.62,28.43,41.76760298348375
119,2985,23009051,8.0,B,1360.0,2424.0,25.0,18.56,27.57,41.76760298348375
120,2986,23009051,8.0,B,1360.0,2424.0,25.0,17.55,27.64,41.76760298348375
121,2987,23009051,8.0,B,1360.0,2424.0,25.0,17.61,27.11,41.76760298348375
122,2988,23009051,8.0,B,1360.0,2424.0,25.0,18.41,27.48,41.76760298348375
123,2989,23009051,8.0,B,1360.0,2424.0,25.0,19.69,29.58,41.76760298348375
124,2990,23009051,8.0,B,1360.0,2424.0,25.0,18.71,29.23,41.76760298348375
125,2991,23009051,8.0,B,1360.0,2424.0,25.0,18.27,29.65,41.76760298348375
126,2992,23009051,8.0,B,1360.0,2424.0,25.0,16.36,25.13,41.76760298348375
127,2996,23009051,8.0,B,1352.0,2376.0,25.0,19.29,28.3,41.185009900594345
128,2997,23009051,8.0,B,1352.0,2376.0,25.0,19.39,28.72,41.185009900594345
129,2999,23009051,6.0,B,1014.0,1782.0,25.0,18.15,25.74,41.185009900594345
130,3000,23009051,8.0,B,1352.0,2376.0,25.0,20.23,28.31,41.185009900594345
131,3005,23009051,8.0,B,1352.0,2376.0,25.0,20.79,29.62,41.185009900594345
132,3007,23009051,8.0,B,1352.0,2376.0,25.0,20.93,28.94,41.185009900594345
133,3008,23009051,8.0,B,1352.0,2376.0,25.0,20.04,26.64,41.185009900594345
134,3011,23009051,6.0,B,1014.0,1782.0,25.0,21.07,31.25,41.185009900594345
135,3014,23009051,7.0,B,1141.0,2016.0,25.0,16.61,25.5,41.40716266908819
136,3015,23009051,7.0,B,1141.0,2016.0,25.0,17.47,25.5,41.40716266908819
137,3018,23009051,6.0,B,954.0,1728.0,25.0,19.82,28.94,42.43357823433282
138,3021,23009051,8.0,B,1064.0,2256.0,25.0,17.96,29.85,48.899984982385966
139,3022,23009051,8.0,B,1064.0,2256.0,25.0,15.98,25.23,48.899984982385966
140,3023,23009051,6.0,B,798.0,1692.0,25.0,16.7,26.72,48.899984982385966
141,3024,23009051,8.0,B,1120.0,2256.0,25.0,16.92,26.52,46.80615343922945
142,3025,23009051,8.0,B,1040.0,2256.0,25.0,14.4,26.1,49.82577440720346
143,3026,23009051,8.0,B,1040.0,2256.0,25.0,16.14,26.58,49.82577440720346
144,3029,23009051,8.0,B,1040.0,2256.0,25.0,19.82,31.82,49.82577440720346
145,3030,23009051,8.0,B,1040.0,2256.0,25.0,19.4,30.34,49.82577440720346
146,3032,23009051,8.0,B,1040.0,2256.0,25.0,,,49.82577440720346
147,3033,23009051,8.0,B,1040.0,2256.0,25.0,20.7,32.21,49.82577440720346
148,3034,23009051,8.0,B,1040.0,2256.0,25.0,,,49.82577440720346
149,3035,23009051,8.0,B,1040.0,2256.0,25.0,18.61,29.66,49.82577440720346
150,3036,23009051,8.0,B,1040.0,2256.0,25.0,17.35,28.78,49.82577440720346
151,3039,23009051,8.0,B,1328.0,2256.0,25.0,16.99,24.76,39.78414948155432
152,3040,23009051,8.0,B,1328.0,2256.0,25.0,20.23,27.79,39.78414948155432
153,3041,23009051,8.0,B,1328.0,2256.0,25.0,18.75,26.82,39.78414948155432
154,3042,23009051,6.0,B,996.0,1692.0,25.0,19.3,27.01,39.78414948155432
155,3043,23009051,7.0,B,1162.0,1974.0,25.0,21.35,27.34,39.78414948155432
156,3046,23009051,6.5,B,1099.0,1800.5,25.0,17.87,25.82,38.28860682958712
157,3052,23009051,8.0,B,1328.0,2216.0,25.0,17.26,25.1,39.04582003357658
158,3053,23009051,8.0,B,1328.0,2216.0,25.0,16.64,22.91,39.04582003357658
159,3054,23009051,8.0,B,1328.0,2216.0,25.0,18.87,27.22,39.04582003357658
160,3056,23009051,8.0,B,1328.0,2216.0,25.0,,,39.04582003357658
161,3059,23009051,6.5,B,1079.0,1800.5,25.0,14.7,22.24,39.04582003357658
162,3062,23009051,8.0,B,1024.0,2216.0,25.0,17.49,26.25,49.72915718826857
163,3065,23009051,8.0,B,1024.0,2216.0,25.0,18.84,25.2,49.72915718826857
164,3068,23009051,8.0,B,1192.0,2216.0,25.0,16.84,25.1,43.50754559993693
165,3069,23009051,7.0,B,1043.0,1939.0,25.0,18.28,26.72,43.50754559993693
166,3073,23009051,5.5,B,886.0,1523.5,25.0,,27.57,40.28504595405792
167,3074,23009051,6.0,B,984.0,1662.0,25.0,15.71,25.77,39.546020553694355
168,3076,23009051,8.0,B,1328.0,2216.0,25.0,15.77,23.12,39.04582003357658
169,3077,23009051,8.0,B,1328.0,2216.0,25.0,14.54,22.77,39.04582003357658
170,3078,23009051,8.0,B,1328.0,2216.0,25.0,16.0,25.0,39.04582003357658
171,3080,23009051,6.0,B,996.0,1662.0,25.0,15.58,25.1,39.04582003357658
172,3084,23009051,8.0,B,1328.0,2216.0,25.0,15.02,25.2,39.04582003357658
173,3090,23009051,8.0,B,1328.0,2216.0,25.0,14.61,22.63,39.04582003357658
174,3093,23009051,8.0,B,1384.0,2216.0,25.0,13.57,23.05,37.34441924432596
175,3094,23009051,8.0,B,1384.0,2216.0,25.0,15.19,22.84,37.34441924432596
176,3102,23009051,8.0,B,1336.0,2352.0,25.0,17.47,26.4,41.257418217411725
177,3104,23009051,7.0,B,1169.0,2058.0,25.0,17.73,27.38,41.257418217411725
178,3106,23009051,8.0,B,1336.0,2352.0,25.0,18.42,27.17,41.257418217411725
179,3107,23009051,8.0,B,1336.0,2352.0,25.0,21.18,28.07,41.257418217411725
180,3108,23009051,8.0,B,1336.0,2352.0,25.0,19.17,27.27,41.257418217411725
181,3109,23009051,8.0,B,1336.0,2360.0,25.0,21.97,29.19,41.397712133953526
182,3110,23009051,8.0,B,1336.0,2360.0,25.0,21.06,27.94,41.397712133953526
183,3111,23009051,5.0,B,835.0,1475.0,25.0,19.02,28.45,41.397712133953526
184,3114,23009051,8.0,B,1336.0,2360.0,25.0,19.52,28.54,41.397712133953526
185,3115,23009051,7.0,B,1197.0,2065.0,25.0,24.52,33.75,40.41983104952726
186,3116,23009051,7.0,B,1197.0,2065.0,25.0,24.79,33.33,40.41983104952726
187,3120,23009051,6.5,B,1034.0,1917.5,25.0,19.46,26.64,43.4050621264421
188,3122,23009051,6.5,B,1034.0,1917.5,25.0,22.52,29.14,43.4050621264421
189,3130,23009051,8.0,B,1224.0,2376.0,25.0,22.58,33.48,43.688783513916206
190,3132,23009051,8.0,B,1224.0,2376.0,25.0,23.19,32.03,43.688783513916206
191,3133,23009051,8.0,B,1224.0,2376.0,25.0,22.56,32.5,43.688783513916206
192,3135,23009051,8.0,B,1224.0,2376.0,25.0,21.32,29.25,43.688783513916206
193,3137,23009051,8.0,B,1224.0,2376.0,25.0,20.56,29.79,43.688783513916206
194,3139,23009051,8.0,B,1224.0,2376.0,25.0,19.86,27.96,43.688783513916206
195,3141,23009051,8.0,B,1224.0,2376.0,25.0,18.11,26.82,43.688783513916206
196,3143,23009051,8.0,B,1224.0,2376.0,25.0,19.49,26.19,43.688783513916206
197,3145,23009051,8.0,B,1224.0,2376.0,25.0,21.4,29.51,43.688783513916206
198,3147,23009051,8.0,B,1224.0,2376.0,25.0,19.08,27.68,43.688783513916206
199,3149,23009051,8.0,B,1224.0,2376.0,25.0,19.4,27.0,43.688783513916206
200,3151,23009051,8.0,B,1224.0,2376.0,25.0,18.56,28.01,43.688783513916206
201,3153,23009051,8.0,B,1224.0,2376.0,25.0,19.9,27.71,43.688783513916206
202,3155,23009051,6.0,B,918.0,1782.0,25.0,20.2,29.57,43.688783513916206
203,3157,23009051,8.0,B,1224.0,2376.0,25.0,17.54,25.13,43.688783513916206
204,3162,23009051,8.0,B,1296.0,2376.0,25.0,18.59,28.22,40.99395973552512
205,3166,23009051,8.0,B,1296.0,2376.0,25.0,16.82,25.31,40.99395973552512
206,3167,23009051,8.0,B,1296.0,2376.0,25.0,17.19,25.35,40.99395973552512
207,3169,23009051,8.0,B,1376.0,2376.0,25.0,15.8,25.3,38.19421222071488
208,3171,23009051,8.0,B,1376.0,2376.0,25.0,17.1,25.35,38.19421222071488
209,3173,23009051,8.0,B,1376.0,2376.0,25.0,,,38.19421222071488
210,3174,23009051,8.0,B,1376.0,2376.0,25.0,18.61,27.48,38.19421222071488
211,3176,23009051,8.0,B,1376.0,2376.0,25.0,16.51,26.69,38.19421222071488
212,3177,23009051,8.0,B,1376.0,2376.0,25.0,17.95,27.08,38.19421222071488
213,3179,23009051,8.0,B,1376.0,2376.0,25.0,17.66,27.87,38.19421222071488
214,3181,23009051,7.0,B,1204.0,2079.0,25.0,19.32,30.0,38.19421222071488
215,3193,23009051,8.0,B,1264.0,2376.0,25.0,20.0,27.13,42.17050439270119
216,3194,23009051,6.0,B,948.0,1782.0,25.0,19.35,29.44,42.17050439270119
217,3195,23009051,8.0,B,1264.0,2376.0,25.0,16.7,26.25,42.17050439270119
218,3196,23009051,8.0,B,1208.0,2376.0,25.0,16.55,26.24,44.31129218399364
219,3197,23009051,8.0,B,1208.0,2376.0,25.0,19.67,29.02,44.31129218399364
220,3198,23009051,8.0,B,1208.0,2376.0,25.0,18.84,27.57,44.31129218399364
221,3199,23009051,8.0,B,1208.0,2376.0,25.0,17.77,27.45,44.31129218399364
222,3200,23009051,8.0,B,1200.0,2376.0,25.0,17.2,25.29,44.62586489070235
223,3201,23009051,8.0,B,1200.0,2376.0,25.0,,,44.62586489070235
224,3203,23009051,7.0,B,1050.0,2079.0,25.0,18.42,27.39,44.62586489070235
225,3204,23009051,8.0,B,1200.0,2376.0,25.0,16.96,23.61,44.62586489070235
226,3206,23009051,8.0,B,1240.0,2376.0,25.0,18.74,25.93,43.07502017770791
227,3207,23009051,8.0,B,1240.0,2376.0,25.0,17.87,25.3,43.07502017770791
228,3208,23009051,8.0,B,1240.0,2376.0,25.0,18.23,23.58,43.07502017770791
229,3211,23009051,6.0,B,888.0,1782.0,25.0,15.03,23.58,45.26172575863697
230,3212,23009051,6.0,B,888.0,1782.0,25.0,17.57,25.18,45.26172575863697
231,3214,23009051,7.0,B,1106.0,2079.0,25.0,17.9,26.89,42.17050439270119
232,3215,23009051,7.0,B,1106.0,2079.0,25.0,17.29,24.65,42.17050439270119
233,3219,23009051,8.0,B,1200.0,2376.0,25.0,17.73,27.53,44.62586489070235
234,3221,23009051,8.0,B,1184.0,2376.0,25.0,16.77,25.1,45.26172575863697
235,3222,23009051,8.0,B,1184.0,2376.0,25.0,18.42,26.7,45.26172575863697
236,3226,23009051,7.0,B,945.0,2079.0,25.0,16.14,22.74,49.62152604010658
237,3228,23009051,6.0,B,810.0,1782.0,25.0,17.49,25.12,49.62152604010658
238,3230,23009051,7.0,B,1134.0,2079.0,25.0,16.07,22.19,40.99395973552512
239,3231,23009051,7.0,B,1134.0,2079.0,25.0,17.34,25.3,40.99395973552512
240,3232,23009051,7.0,B,1134.0,2079.0,25.0,20.28,29.33,40.99395973552512
241,3236,23009051,6.0,B,942.0,1752.0,25.0,18.76,29.41,41.669834429543464
242,3240,23009051,7.0,B,1099.0,2044.0,25.0,21.02,32.0,41.669834429543464
243,3241,23009051,7.0,B,1099.0,2044.0,25.0,18.99,29.57,41.669834429543464
244,3243,23009051,8.0,B,1256.0,2336.0,25.0,18.32,28.31,41.669834429543464
245,3247,23009051,4.0,B,648.0,1168.0,25.0,19.04,28.16,40.197364937418435
246,3248,23009051,8.0,B,1336.0,2336.0,25.0,17.71,25.97,38.776927483215374
247,3249,23009051,8.0,B,1336.0,2336.0,25.0,17.89,27.09,38.776927483215374
248,3252,23009051,7.0,B,1029.0,2044.0,25.0,15.99,25.15,44.77856328707728
249,3253,23009051,7.0,B,1099.0,2044.0,25.0,19.18,28.16,41.669834429543464
250,3256,23009051,8.0,B,1336.0,2336.0,25.0,20.47,29.98,38.776927483215374
251,3257,23009051,8.0,B,1336.0,2336.0,25.0,20.0,28.68,38.776927483215374
252,3259,23009051,8.0,B,1336.0,2336.0,25.0,21.9,29.7,38.776927483215374
253,3260,23009051,8.0,B,1336.0,2336.0,25.0,19.73,28.55,38.776927483215374
254,3263,23009051,7.0,B,1029.0,2016.0,25.0,,,48.83540097539047
255,3266,23009051,7.0,B,1372.0,2016.0,25.0,22.32,31.47,34.726293798147715
256,3267,23009051,7.0,B,1372.0,2016.0,25.0,21.13,29.58,34.726293798147715
257,3268,23009051,7.0,B,1372.0,2016.0,25.0,21.82,29.75,34.726293798147715
258,3269,23009051,8.0,B,1568.0,2304.0,25.0,19.71,26.78,34.726293798147715
259,3271,23009051,8.0,B,1568.0,2304.0,25.0,14.73,23.72,34.726293798147715
260,3272,23009051,8.0,B,1568.0,2272.0,25.0,19.62,29.32,34.06560506582175
261,3273,23009051,8.0,B,1568.0,2272.0,25.0,19.4,28.96,34.06560506582175
262,3277,23009051,6.0,B,1176.0,1704.0,25.0,19.49,28.07,34.06560506582175
263,3281,23009051,6.0,B,1176.0,1704.0,25.0,18.83,27.56,34.06560506582175
264,3283,23009051,6.0,B,1176.0,1704.0,25.0,18.17,25.08,34.06560506582175
265,3285,23009051,5.0,B,980.0,1420.0,25.0,19.58,27.7,34.06560506582175
266,3286,23009051,5.0,B,980.0,1420.0,25.0,20.36,27.93,34.06560506582175
267,3288,23009051,8.5,B,1666.0,2414.0,25.0,17.57,22.85,34.06560506582175
268,3289,23009051,8.0,B,1568.0,2272.0,25.0,19.31,27.03,34.06560506582175
269,3292,23009051,8.0,B,1568.0,2272.0,25.0,16.82,25.78,34.06560506582175
270,3295,23009051,7.0,B,1372.0,1988.0,25.0,,,34.06560506582175
271,3296,23009051,7.0,B,1372.0,1988.0,25.0,,,34.06560506582175
272,3302,23009051,7.0,B,1372.0,1988.0,25.0,,,34.06560506582175
273,3306,23009051,5.0,B,910.0,1520.0,25.0,19.91,25.54,40.917887793065965
274,3307,23009051,8.0,B,1456.0,2384.0,25.0,21.07,26.49,39.94130560445155
275,3308,23009051,8.0,B,1456.0,2384.0,25.0,23.55,29.9,39.94130560445155
276,3310,23009051,8.0,B,1456.0,2384.0,25.0,19.66,26.92,39.94130560445155
277,3311,23009051,8.5,B,1547.0,2533.0,25.0,24.44,31.89,39.94130560445155
278,3315,23009051,5.0,B,910.0,1490.0,25.0,22.26,30.14,39.94130560445155
279,3318,23009051,7.0,B,1274.0,2086.0,25.0,25.61,32.97,39.94130560445155
280,3319,23009051,7.0,B,1274.0,2086.0,25.0,28.04,33.63,39.94130560445155
281,3320,23009051,7.0,B,1274.0,2086.0,25.0,27.94,34.92,39.94130560445155
282,3321,23009051,7.0,B,1274.0,2086.0,25.0,30.0,36.14,39.94130560445155
283,3322,23009051,7.0,B,1330.0,2086.0,25.0,22.58,30.62,37.849295201591616
284,3323,23009051,7.0,B,1330.0,2086.0,25.0,22.09,29.39,37.849295201591616
285,3324,23009051,7.5,B,1425.0,2235.0,25.0,22.79,30.68,37.849295201591616
286,3329,23009051,7.0,B,1330.0,2002.0,25.0,,,35.60491568799056
287,3331,23009051,7.0,B,1365.0,2002.0,25.0,24.11,32.12,34.32144655382382
288,3332,23009051,8.0,B,1552.0,2288.0,25.0,,,34.574384657865586
289,3336,23009051,8.0,B,1552.0,2288.0,25.0,,,34.574384657865586
290,3337,23009051,8.0,B,1552.0,2288.0,25.0,19.31,30.7,34.574384657865586
291,3338,23009051,8.0,B,1552.0,2288.0,25.0,19.76,28.95,34.574384657865586
292,3341,23009051,8.0,B,1552.0,2288.0,25.0,18.61,26.64,34.574384657865586
293,3347,23009051,7.0,B,1330.0,2002.0,25.0,18.8,27.88,35.60491568799056
294,3353,23009051,5.0,B,980.0,1480.0,25.0,23.67,29.74,35.76780059687698
295,3355,23009051,8.0,B,1552.0,2368.0,25.0,22.2,29.02,36.27893439787878
296,3356,23009051,8.0,B,1552.0,2368.0,25.0,22.76,27.18,36.27893439787878
297,3357,23009051,8.0,B,1552.0,2368.0,25.0,22.56,28.43,36.27893439787878
298,3358,23009051,8.0,B,1552.0,2368.0,25.0,20.88,26.38,36.27893439787878
299,3359,23009051,8.0,B,1552.0,2368.0,25.0,24.09,29.69,36.27893439787878
300,3360,23009051,8.0,B,1560.0,2328.0,25.0,20.15,30.27,35.17628414689642
301,3362,23009051,8.0,B,1560.0,2328.0,25.0,20.78,31.25,35.17628414689642
302,3364,23009051,8.0,B,1560.0,2328.0,25.0,,,35.17628414689642
303,3367,23009051,8.0,B,1560.0,2328.0,25.0,18.53,27.6,35.17628414689642
304,3368,23009051,8.0,B,1560.0,2328.0,25.0,19.36,29.0,35.17628414689642
305,3374,23009051,8.0,B,1560.0,2328.0,25.0,19.31,29.13,35.17628414689642
306,3380,23009051,6.0,B,1170.0,1746.0,25.0,20.25,27.52,33.324674993666484
307,3399,23009051,7.0,B,1372.0,2037.0,25.0,17.03,24.21,33.08880542862028
308,3402,23009051,7.0,B,1337.0,2037.0,25.0,19.95,28.91,34.28508721383948
309,3404,23009051,8.0,B,1528.0,2328.0,25.0,20.79,31.57,34.28508721383948
310,3410,23009051,8.0,B,1576.0,2248.0,25.0,,32.04,31.258597070596828
311,3411,23009051,7.0,B,1379.0,1967.0,25.0,,30.42,31.258597070596828
312,3416,23009051,8.0,B,1560.0,2312.0,25.0,21.65,28.64,34.76901224846561
